Ensembl	pval	protein
ENSP00000360583	0.318419056738892	9606.ENSP00000360583
ENSP00000392423	0.319269063763342	9606.ENSP00000392423
ENSP00000374323	0.320035930507559	9606.ENSP00000374323
ENSP00000304127	0.321435651371805	9606.ENSP00000304127
ENSP00000356590	0.321938056444958	9606.ENSP00000356590
ENSP00000358963	0.322441793066768	9606.ENSP00000358963
ENSP00000386804	0.322649687847298	9606.ENSP00000386804
ENSP00000369860	0.323121526567292	9606.ENSP00000369860
ENSP00000419124	0.323622645400037	9606.ENSP00000419124
ENSP00000309087	0.324354974439782	9606.ENSP00000309087
ENSP00000310565	0.324461392804604	9606.ENSP00000310565
ENSP00000046794	0.324481305904744	9606.ENSP00000046794
ENSP00000312631	0.32472135868296	9606.ENSP00000312631
ENSP00000336729	0.325689499392939	9606.ENSP00000336729
ENSP00000220812	0.325761769627355	9606.ENSP00000220812
ENSP00000293441	0.325897093739613	9606.ENSP00000293441
ENSP00000249071	0.327160901001923	9606.ENSP00000249071
ENSP00000379212	0.32745002796533	9606.ENSP00000379212
ENSP00000283233	0.327512924250787	9606.ENSP00000283233
ENSP00000233948	0.327575906991641	9606.ENSP00000233948
ENSP00000318884	0.327910656400085	9606.ENSP00000318884
ENSP00000330382	0.328260823831673	9606.ENSP00000330382
ENSP00000426548	0.32832483484572	9606.ENSP00000426548
ENSP00000359454	0.328852804808834	9606.ENSP00000359454
ENSP00000258111	0.329347448699206	9606.ENSP00000258111
ENSP00000497744	0.329494368466802	9606.ENSP00000497744
ENSP00000279227	0.330242772981621	9606.ENSP00000279227
ENSP00000359485	0.33097918614184	9606.ENSP00000359485
ENSP00000262726	0.33113903067604	9606.ENSP00000262726
ENSP00000223836	0.331492907554892	9606.ENSP00000223836
ENSP00000280772	0.332064499504789	9606.ENSP00000280772
ENSP00000362413	0.332778579929645	9606.ENSP00000362413
ENSP00000300619	0.333253228937996	9606.ENSP00000300619
ENSP00000327599	0.333471303084512	9606.ENSP00000327599
ENSP00000364709	0.33461009634045	9606.ENSP00000364709
ENSP00000369699	0.335749089178006	9606.ENSP00000369699
ENSP00000426691	0.336396181545147	9606.ENSP00000426691
ENSP00000433773	0.336704205771947	9606.ENSP00000433773
ENSP00000272371	0.336958829967361	9606.ENSP00000272371
ENSP00000466775	0.337523145787273	9606.ENSP00000466775
ENSP00000304133	0.337855783123127	9606.ENSP00000304133
ENSP00000432353	0.338089869545527	9606.ENSP00000432353
ENSP00000365301	0.338265270743219	9606.ENSP00000365301
ENSP00000443647	0.338273734307727	9606.ENSP00000443647
ENSP00000325589	0.338818741848712	9606.ENSP00000325589
ENSP00000296029	0.339519204688685	9606.ENSP00000296029
ENSP00000296099	0.339663602443431	9606.ENSP00000296099
ENSP00000363643	0.339670585894289	9606.ENSP00000363643
ENSP00000300055	0.339866170352573	9606.ENSP00000300055
ENSP00000267396	0.340259577485078	9606.ENSP00000267396
ENSP00000415774	0.340563014600521	9606.ENSP00000415774
ENSP00000361761	0.342202908794449	9606.ENSP00000361761
ENSP00000261366	0.343225100250024	9606.ENSP00000261366
ENSP00000357152	0.344548240931188	9606.ENSP00000357152
ENSP00000476603	0.34456587915313	9606.ENSP00000476603
ENSP00000258796	0.344827576985551	9606.ENSP00000258796
ENSP00000378356	0.345017156163967	9606.ENSP00000378356
ENSP00000417498	0.345561412553383	9606.ENSP00000417498
ENSP00000360441	0.345621711972894	9606.ENSP00000360441
ENSP00000360320	0.345775876753186	9606.ENSP00000360320
ENSP00000386711	0.345869461434394	9606.ENSP00000386711
ENSP00000283921	0.345892690058967	9606.ENSP00000283921
ENSP00000384610	0.346021491202573	9606.ENSP00000384610
ENSP00000388864	0.346362506369731	9606.ENSP00000388864
ENSP00000430897	0.346392401456807	9606.ENSP00000430897
ENSP00000367315	0.348277137148345	9606.ENSP00000367315
ENSP00000371398	0.348363004401138	9606.ENSP00000371398
ENSP00000305529	0.348630394332346	9606.ENSP00000305529
ENSP00000315013	0.349825430339464	9606.ENSP00000315013
ENSP00000463653	0.351034243757917	9606.ENSP00000463653
ENSP00000231461	0.351487343177367	9606.ENSP00000231461
ENSP00000494310	0.351902585197507	9606.ENSP00000494310
ENSP00000337425	0.353037369945038	9606.ENSP00000337425
ENSP00000304956	0.353740173479384	9606.ENSP00000304956
ENSP00000303769	0.354272261509838	9606.ENSP00000303769
ENSP00000380602	0.354468113217765	9606.ENSP00000380602
ENSP00000471252	0.354821818836285	9606.ENSP00000471252
ENSP00000219070	0.355521429004938	9606.ENSP00000219070
ENSP00000258385	0.356102500669262	9606.ENSP00000258385
ENSP00000406674	0.357454963561173	9606.ENSP00000406674
ENSP00000375091	0.358015078209426	9606.ENSP00000375091
ENSP00000282074	0.358282221187593	9606.ENSP00000282074
ENSP00000301310	0.358666358099839	9606.ENSP00000301310
ENSP00000340226	0.358790699407784	9606.ENSP00000340226
ENSP00000321388	0.359004184969397	9606.ENSP00000321388
ENSP00000227638	0.359025079005272	9606.ENSP00000227638
ENSP00000368872	0.359116513502382	9606.ENSP00000368872
ENSP00000345873	0.359158051848258	9606.ENSP00000345873
ENSP00000338082	0.36020742105913	9606.ENSP00000338082
ENSP00000360855	0.360392098244305	9606.ENSP00000360855
ENSP00000212355	0.361076487659772	9606.ENSP00000212355
ENSP00000348086	0.361160244029773	9606.ENSP00000348086
ENSP00000318974	0.361346067524912	9606.ENSP00000318974
ENSP00000479326	0.361592923251263	9606.ENSP00000479326
ENSP00000333363	0.362132333947838	9606.ENSP00000333363
ENSP00000386213	0.362279201022849	9606.ENSP00000386213
ENSP00000245919	0.362523326481328	9606.ENSP00000245919
ENSP00000411096	0.3625893798707	9606.ENSP00000411096
ENSP00000296358	0.363358803470394	9606.ENSP00000296358
ENSP00000381654	0.363384937037994	9606.ENSP00000381654
ENSP00000287814	0.363626671136156	9606.ENSP00000287814
ENSP00000358784	0.363963808439355	9606.ENSP00000358784
ENSP00000218388	0.364603174447676	9606.ENSP00000218388
ENSP00000480132	0.365015860898022	9606.ENSP00000480132
ENSP00000447211	0.366513265252629	9606.ENSP00000447211
ENSP00000455442	0.366640947189004	9606.ENSP00000455442
ENSP00000366534	0.367105077148693	9606.ENSP00000366534
ENSP00000428679	0.367201110913264	9606.ENSP00000428679
ENSP00000336740	0.36820595738185	9606.ENSP00000336740
ENSP00000328484	0.36902483792399	9606.ENSP00000328484
ENSP00000360730	0.36941808405502	9606.ENSP00000360730
ENSP00000394380	0.369534201760158	9606.ENSP00000394380
ENSP00000260682	0.369889767221488	9606.ENSP00000260682
ENSP00000466542	0.370588633243193	9606.ENSP00000466542
ENSP00000321203	0.371311160401321	9606.ENSP00000321203
ENSP00000487073	0.371350474122417	9606.ENSP00000487073
ENSP00000440428	0.371775390473286	9606.ENSP00000440428
ENSP00000356978	0.372103925541804	9606.ENSP00000356978
ENSP00000365351	0.373135839736108	9606.ENSP00000365351
ENSP00000355385	0.373180135214388	9606.ENSP00000355385
ENSP00000296695	0.373202068485228	9606.ENSP00000296695
ENSP00000262643	0.373287483572302	9606.ENSP00000262643
ENSP00000290552	0.37459490542021	9606.ENSP00000290552
ENSP00000474988	0.375316587224579	9606.ENSP00000474988
ENSP00000442626	0.376066801139454	9606.ENSP00000442626
ENSP00000490240	0.376338985402568	9606.ENSP00000490240
ENSP00000324204	0.376485624607996	9606.ENSP00000324204
ENSP00000297954	0.376568148370474	9606.ENSP00000297954
ENSP00000392257	0.37737497562276	9606.ENSP00000392257
ENSP00000416193	0.37797278772854	9606.ENSP00000416193
ENSP00000366654	0.378510748818365	9606.ENSP00000366654
ENSP00000340820	0.379006749783348	9606.ENSP00000340820
ENSP00000479097	0.379011072707103	9606.ENSP00000479097
ENSP00000360315	0.379237868323184	9606.ENSP00000360315
ENSP00000085219	0.37936003370215	9606.ENSP00000085219
ENSP00000341044	0.380599163562602	9606.ENSP00000341044
ENSP00000321656	0.380824483012205	9606.ENSP00000321656
ENSP00000269389	0.381608303255537	9606.ENSP00000269389
ENSP00000328181	0.381747467699585	9606.ENSP00000328181
ENSP00000367462	0.38183911101304	9606.ENSP00000367462
ENSP00000246115	0.381872696339436	9606.ENSP00000246115
ENSP00000391490	0.383378643321173	9606.ENSP00000391490
ENSP00000377494	0.38372695195689	9606.ENSP00000377494
ENSP00000368030	0.383823394714227	9606.ENSP00000368030
ENSP00000359378	0.383864570205183	9606.ENSP00000359378
ENSP00000497642	0.383886363380717	9606.ENSP00000497642
ENSP00000482674	0.384075238683596	9606.ENSP00000482674
ENSP00000258168	0.384890343715374	9606.ENSP00000258168
ENSP00000398064	0.385209585800967	9606.ENSP00000398064
ENSP00000445440	0.385731366950162	9606.ENSP00000445440
ENSP00000357668	0.385810776691836	9606.ENSP00000357668
ENSP00000262177	0.385832263868536	9606.ENSP00000262177
ENSP00000395590	0.387473762177259	9606.ENSP00000395590
ENSP00000304336	0.38762100149382	9606.ENSP00000304336
ENSP00000333374	0.388773436624735	9606.ENSP00000333374
ENSP00000435466	0.389080880062805	9606.ENSP00000435466
ENSP00000358232	0.389331090313156	9606.ENSP00000358232
ENSP00000303315	0.38953335072035	9606.ENSP00000303315
ENSP00000328358	0.389541453730734	9606.ENSP00000328358
ENSP00000355506	0.389738010044485	9606.ENSP00000355506
ENSP00000286614	0.389961594432874	9606.ENSP00000286614
ENSP00000443291	0.390206365176612	9606.ENSP00000443291
ENSP00000316137	0.391398482376467	9606.ENSP00000316137
ENSP00000387307	0.391560950319395	9606.ENSP00000387307
ENSP00000333037	0.392100798256306	9606.ENSP00000333037
ENSP00000327796	0.392359821060571	9606.ENSP00000327796
ENSP00000376132	0.392477126727849	9606.ENSP00000376132
ENSP00000272519	0.392555792587378	9606.ENSP00000272519
ENSP00000396936	0.392922182710135	9606.ENSP00000396936
ENSP00000274673	0.393224412196229	9606.ENSP00000274673
ENSP00000354610	0.393254683479795	9606.ENSP00000354610
ENSP00000382675	0.393337565085524	9606.ENSP00000382675
ENSP00000340578	0.393430004862579	9606.ENSP00000340578
ENSP00000442373	0.393702361590086	9606.ENSP00000442373
ENSP00000330633	0.395583300118437	9606.ENSP00000330633
ENSP00000492276	0.395822247323753	9606.ENSP00000492276
ENSP00000323926	0.395874568557392	9606.ENSP00000323926
ENSP00000358696	0.396899365100857	9606.ENSP00000358696
ENSP00000457904	0.397038080522622	9606.ENSP00000457904
ENSP00000366314	0.398470396743241	9606.ENSP00000366314
ENSP00000429896	0.398530966871729	9606.ENSP00000429896
ENSP00000364694	0.398741035074131	9606.ENSP00000364694
ENSP00000359504	0.39882195795177	9606.ENSP00000359504
ENSP00000380676	0.39911481018442	9606.ENSP00000380676
ENSP00000371512	0.400011401318049	9606.ENSP00000371512
ENSP00000301488	0.400493858529914	9606.ENSP00000301488
ENSP00000435582	0.400805960350317	9606.ENSP00000435582
ENSP00000383053	0.400906888332445	9606.ENSP00000383053
ENSP00000222728	0.401017134279113	9606.ENSP00000222728
ENSP00000276708	0.401445960160254	9606.ENSP00000276708
ENSP00000308032	0.403400213320372	9606.ENSP00000308032
ENSP00000290607	0.403960631619043	9606.ENSP00000290607
ENSP00000326445	0.404343722125692	9606.ENSP00000326445
ENSP00000319118	0.404915624656434	9606.ENSP00000319118
ENSP00000278314	0.405094771108225	9606.ENSP00000278314
ENSP00000265322	0.405167115051523	9606.ENSP00000265322
ENSP00000339356	0.406021607634199	9606.ENSP00000339356
ENSP00000482325	0.406109597070929	9606.ENSP00000482325
ENSP00000367965	0.406775193356377	9606.ENSP00000367965
ENSP00000448248	0.407575019003925	9606.ENSP00000448248
ENSP00000488568	0.408470505921378	9606.ENSP00000488568
ENSP00000430706	0.408749055116804	9606.ENSP00000430706
ENSP00000480050	0.40994227828445	9606.ENSP00000480050
ENSP00000327246	0.411043994149514	9606.ENSP00000327246
ENSP00000320935	0.411799713552368	9606.ENSP00000320935
ENSP00000256412	0.413391391658887	9606.ENSP00000256412
ENSP00000410481	0.413639964512158	9606.ENSP00000410481
ENSP00000376135	0.414103373282969	9606.ENSP00000376135
ENSP00000333685	0.41506058779967703	9606.ENSP00000333685
ENSP00000380638	0.415073834420309	9606.ENSP00000380638
ENSP00000467661	0.415121587454385	9606.ENSP00000467661
ENSP00000298925	0.41521429153982	9606.ENSP00000298925
ENSP00000391692	0.41560117003248	9606.ENSP00000391692
ENSP00000282541	0.416028070246989	9606.ENSP00000282541
ENSP00000386162	0.41632063433082	9606.ENSP00000386162
ENSP00000353785	0.416823097535302	9606.ENSP00000353785
ENSP00000403802	0.416960822198705	9606.ENSP00000403802
ENSP00000270238	0.417662768453632	9606.ENSP00000270238
ENSP00000246006	0.418736560841996	9606.ENSP00000246006
ENSP00000441600	0.419144330328649	9606.ENSP00000441600
ENSP00000268058	0.419566058458112	9606.ENSP00000268058
ENSP00000316905	0.420546881866176	9606.ENSP00000316905
ENSP00000305426	0.421882298172557	9606.ENSP00000305426
ENSP00000356793	0.42190116142189	9606.ENSP00000356793
ENSP00000360372	0.422422952912655	9606.ENSP00000360372
ENSP00000305244	0.423642946426357	9606.ENSP00000305244
ENSP00000252506	0.423872139231187	9606.ENSP00000252506
ENSP00000477527	0.425416413675625	9606.ENSP00000477527
ENSP00000449428	0.425491395744882	9606.ENSP00000449428
ENSP00000481244	0.42576968577927	9606.ENSP00000481244
ENSP00000361298	0.42606768992839	9606.ENSP00000361298
ENSP00000263671	0.42621648632474	9606.ENSP00000263671
ENSP00000428056	0.426316596852671	9606.ENSP00000428056
ENSP00000465039	0.426629819329378	9606.ENSP00000465039
ENSP00000380073	0.42701895279121	9606.ENSP00000380073
ENSP00000313324	0.427306073635886	9606.ENSP00000313324
ENSP00000423354	0.427458521662746	9606.ENSP00000423354
ENSP00000497759	0.427923892967585	9606.ENSP00000497759
ENSP00000258443	0.428467064212345	9606.ENSP00000258443
ENSP00000260113	0.430073014433981	9606.ENSP00000260113
ENSP00000371084	0.430128237549449	9606.ENSP00000371084
ENSP00000329943	0.431095497755086	9606.ENSP00000329943
ENSP00000334003	0.431770085103878	9606.ENSP00000334003
ENSP00000277903	0.43181161762005	9606.ENSP00000277903
ENSP00000386764	0.431951565251835	9606.ENSP00000386764
ENSP00000386810	0.432002319987133	9606.ENSP00000386810
ENSP00000308591	0.432007019984743	9606.ENSP00000308591
ENSP00000355437	0.432010726560074	9606.ENSP00000355437
ENSP00000382731	0.432164238186085	9606.ENSP00000382731
ENSP00000305675	0.432467374835663	9606.ENSP00000305675
ENSP00000221980	0.432528555497811	9606.ENSP00000221980
ENSP00000376007	0.432549473063861	9606.ENSP00000376007
ENSP00000499406	0.432621191814622	9606.ENSP00000499406
ENSP00000381036	0.433389637255396	9606.ENSP00000381036
ENSP00000245817	0.433681747492694	9606.ENSP00000245817
ENSP00000347742	0.434150789516929	9606.ENSP00000347742
ENSP00000423665	0.434506648081996	9606.ENSP00000423665
ENSP00000257951	0.43472282743245	9606.ENSP00000257951
ENSP00000358888	0.435195402765859	9606.ENSP00000358888
ENSP00000355308	0.43574821754425	9606.ENSP00000355308
ENSP00000410339	0.436031348703303	9606.ENSP00000410339
ENSP00000329803	0.436047044657873	9606.ENSP00000329803
ENSP00000405423	0.436072180080863	9606.ENSP00000405423
ENSP00000356093	0.436665797399061	9606.ENSP00000356093
ENSP00000311095	0.436765224775099	9606.ENSP00000311095
ENSP00000356671	0.436864275286725	9606.ENSP00000356671
ENSP00000357796	0.438152439490244	9606.ENSP00000357796
ENSP00000261845	0.438521185285061	9606.ENSP00000261845
ENSP00000232375	0.43892425454994	9606.ENSP00000232375
ENSP00000362021	0.439147712433801	9606.ENSP00000362021
ENSP00000401498	0.4397428783949	9606.ENSP00000401498
ENSP00000378690	0.439746248684275	9606.ENSP00000378690
ENSP00000240423	0.440126502362341	9606.ENSP00000240423
ENSP00000438038	0.441227459375298	9606.ENSP00000438038
ENSP00000357643	0.441272002681807	9606.ENSP00000357643
ENSP00000351206	0.441332774569042	9606.ENSP00000351206
ENSP00000444210	0.442559403714321	9606.ENSP00000444210
ENSP00000410470	0.44309516371769	9606.ENSP00000410470
ENSP00000351591	0.443928476439656	9606.ENSP00000351591
ENSP00000357588	0.444394496151022	9606.ENSP00000357588
ENSP00000226444	0.444915727810636	9606.ENSP00000226444
ENSP00000405405	0.445836458777407	9606.ENSP00000405405
ENSP00000337065	0.446547402766168	9606.ENSP00000337065
ENSP00000261208	0.44660019363389	9606.ENSP00000261208
ENSP00000491377	0.447677234899682	9606.ENSP00000491377
ENSP00000365388	0.447949211363468	9606.ENSP00000365388
ENSP00000360597	0.448470996859731	9606.ENSP00000360597
ENSP00000280295	0.44854526519845	9606.ENSP00000280295
ENSP00000367715	0.448927483702945	9606.ENSP00000367715
ENSP00000265148	0.449254054267814	9606.ENSP00000265148
ENSP00000479669	0.449257410048231	9606.ENSP00000479669
ENSP00000301645	0.449571279743834	9606.ENSP00000301645
ENSP00000304926	0.449775408949912	9606.ENSP00000304926
ENSP00000221804	0.450156922319774	9606.ENSP00000221804
ENSP00000474388	0.450275576278915	9606.ENSP00000474388
ENSP00000395281	0.450986403833234	9606.ENSP00000395281
ENSP00000351280	0.451005905416069	9606.ENSP00000351280
ENSP00000444896	0.451302355989248	9606.ENSP00000444896
ENSP00000262293	0.451835082380862	9606.ENSP00000262293
ENSP00000373964	0.452666024666337	9606.ENSP00000373964
ENSP00000356536	0.453275056608325	9606.ENSP00000356536
ENSP00000433209	0.453659728419498	9606.ENSP00000433209
ENSP00000285311	0.454021511291019	9606.ENSP00000285311
ENSP00000305941	0.455348316935142	9606.ENSP00000305941
ENSP00000399259	0.45558489064926	9606.ENSP00000399259
ENSP00000393762	0.456362889819754	9606.ENSP00000393762
ENSP00000308479	0.456929831132819	9606.ENSP00000308479
ENSP00000354488	0.457170588389607	9606.ENSP00000354488
ENSP00000262426	0.457574705318915	9606.ENSP00000262426
ENSP00000434024	0.458221371686645	9606.ENSP00000434024
ENSP00000378368	0.459067093446013	9606.ENSP00000378368
ENSP00000311905	0.459909951379483	9606.ENSP00000311905
ENSP00000234071	0.459967866648531	9606.ENSP00000234071
ENSP00000423333	0.460300400407693	9606.ENSP00000423333
ENSP00000291715	0.46055839955372	9606.ENSP00000291715
ENSP00000410852	0.462741155391568	9606.ENSP00000410852
ENSP00000396935	0.463052234248493	9606.ENSP00000396935
ENSP00000321326	0.463462153380191	9606.ENSP00000321326
ENSP00000321976	0.463994630168229	9606.ENSP00000321976
ENSP00000156626	0.464036993835568	9606.ENSP00000156626
ENSP00000459216	0.464295097852107	9606.ENSP00000459216
ENSP00000278198	0.464991279335832	9606.ENSP00000278198
ENSP00000370483	0.465173852500734	9606.ENSP00000370483
ENSP00000217086	0.465484288955042	9606.ENSP00000217086
ENSP00000360316	0.465691144292093	9606.ENSP00000360316
ENSP00000485512	0.466400128867666	9606.ENSP00000485512
ENSP00000246635	0.466970261952811	9606.ENSP00000246635
ENSP00000383900	0.467494538463025	9606.ENSP00000383900
ENSP00000266560	0.467795080875662	9606.ENSP00000266560
ENSP00000358518	0.468210595256838	9606.ENSP00000358518
ENSP00000386029	0.468296495368142	9606.ENSP00000386029
ENSP00000259818	0.468372243983645	9606.ENSP00000259818
ENSP00000254488	0.468984721558999	9606.ENSP00000254488
ENSP00000266980	0.469542935902554	9606.ENSP00000266980
ENSP00000326550	0.469711799710609	9606.ENSP00000326550
ENSP00000354782	0.471067936926248	9606.ENSP00000354782
ENSP00000436453	0.471435631410841	9606.ENSP00000436453
ENSP00000244241	0.471914872944641	9606.ENSP00000244241
ENSP00000498533	0.471930380061832	9606.ENSP00000498533
ENSP00000376421	0.471959198083876	9606.ENSP00000376421
ENSP00000228945	0.472558160170452	9606.ENSP00000228945
ENSP00000258499	0.472953379507698	9606.ENSP00000258499
ENSP00000363597	0.473417844554803	9606.ENSP00000363597
ENSP00000376010	0.473513172578902	9606.ENSP00000376010
ENSP00000225171	0.473578160677056	9606.ENSP00000225171
ENSP00000302485	0.473725932216696	9606.ENSP00000302485
ENSP00000362795	0.473820865440951	9606.ENSP00000362795
ENSP00000250863	0.473822105378227	9606.ENSP00000250863
ENSP00000386141	0.474155410539154	9606.ENSP00000386141
ENSP00000361337	0.474802286541378	9606.ENSP00000361337
ENSP00000499300	0.475066990729632	9606.ENSP00000499300
ENSP00000318803	0.475284156569064	9606.ENSP00000318803
ENSP00000295987	0.475399457148933	9606.ENSP00000295987
ENSP00000297063	0.475885854269962	9606.ENSP00000297063
ENSP00000360561	0.475903174283197	9606.ENSP00000360561
ENSP00000358519	0.475917896377995	9606.ENSP00000358519
ENSP00000221403	0.476144481068263	9606.ENSP00000221403
ENSP00000493026	0.477479024095486	9606.ENSP00000493026
ENSP00000479719	0.478310788891512	9606.ENSP00000479719
ENSP00000299518	0.478449204144599	9606.ENSP00000299518
ENSP00000266397	0.478608580717798	9606.ENSP00000266397
ENSP00000471921	0.479087954743117	9606.ENSP00000471921
ENSP00000351589	0.479414543535352	9606.ENSP00000351589
ENSP00000264613	0.479483383869514	9606.ENSP00000264613
ENSP00000402414	0.479552945551302	9606.ENSP00000402414
ENSP00000378803	0.479762954022435	9606.ENSP00000378803
ENSP00000402584	0.479940875924436	9606.ENSP00000402584
ENSP00000358165	0.480439973022837	9606.ENSP00000358165
ENSP00000253673	0.480942011605054	9606.ENSP00000253673
ENSP00000467494	0.481184047436119	9606.ENSP00000467494
ENSP00000363317	0.482527195515364	9606.ENSP00000363317
ENSP00000387694	0.482761903798619	9606.ENSP00000387694
ENSP00000278319	0.4836480074175	9606.ENSP00000278319
ENSP00000263563	0.484384488967782	9606.ENSP00000263563
ENSP00000369299	0.4844762546494	9606.ENSP00000369299
ENSP00000397181	0.485155104720303	9606.ENSP00000397181
ENSP00000365014	0.485307118735706	9606.ENSP00000365014
ENSP00000285393	0.48554896584461	9606.ENSP00000285393
ENSP00000262018	0.487987122660609	9606.ENSP00000262018
ENSP00000322276	0.488372827636183	9606.ENSP00000322276
ENSP00000460665	0.488387768514342	9606.ENSP00000460665
ENSP00000384169	0.488578068331648	9606.ENSP00000384169
ENSP00000217188	0.489157202262108	9606.ENSP00000217188
ENSP00000400894	0.489263806524038	9606.ENSP00000400894
ENSP00000427888	0.48970554903535	9606.ENSP00000427888
ENSP00000473370	0.490943581692233	9606.ENSP00000473370
ENSP00000371408	0.491083156445344	9606.ENSP00000371408
ENSP00000176183	0.492131087859458	9606.ENSP00000176183
ENSP00000368683	0.492496595954197	9606.ENSP00000368683
ENSP00000261405	0.492511673147743	9606.ENSP00000261405
ENSP00000364597	0.492770653742423	9606.ENSP00000364597
ENSP00000374234	0.493506542504051	9606.ENSP00000374234
ENSP00000228434	0.493589511482178	9606.ENSP00000228434
ENSP00000341442	0.493863893717784	9606.ENSP00000341442
ENSP00000360423	0.494219850722855	9606.ENSP00000360423
ENSP00000327786	0.49425448242644	9606.ENSP00000327786
ENSP00000477907	0.494593079040605	9606.ENSP00000477907
ENSP00000298355	0.49498266558109	9606.ENSP00000298355
ENSP00000494957	0.496048435017372	9606.ENSP00000494957
ENSP00000257905	0.496086109654442	9606.ENSP00000257905
ENSP00000484875	0.496529576521091	9606.ENSP00000484875
ENSP00000262593	0.496839215484368	9606.ENSP00000262593
ENSP00000346065	0.498236124260716	9606.ENSP00000346065
ENSP00000221476	0.498816243071878	9606.ENSP00000221476
ENSP00000379880	0.50052779018122	9606.ENSP00000379880
ENSP00000382342	0.500625386675863	9606.ENSP00000382342
ENSP00000310431	0.500732140519207	9606.ENSP00000310431
ENSP00000432456	0.500849095483464	9606.ENSP00000432456
ENSP00000401089	0.501590923274325	9606.ENSP00000401089
ENSP00000437872	0.501665071007305	9606.ENSP00000437872
ENSP00000500939	0.501907774200036	9606.ENSP00000500939
ENSP00000246551	0.502007799373382	9606.ENSP00000246551
ENSP00000361413	0.502265192496628	9606.ENSP00000361413
ENSP00000330862	0.502784915336369	9606.ENSP00000330862
ENSP00000317721	0.502979990659884	9606.ENSP00000317721
ENSP00000300692	0.50327505784434	9606.ENSP00000300692
ENSP00000403302	0.503670008779081	9606.ENSP00000403302
ENSP00000367655	0.504074402104454	9606.ENSP00000367655
ENSP00000263382	0.504202653127534	9606.ENSP00000263382
ENSP00000417192	0.50427025731071	9606.ENSP00000417192
ENSP00000325290	0.504547522955361	9606.ENSP00000325290
ENSP00000408342	0.505531505280535	9606.ENSP00000408342
ENSP00000307636	0.505630589923361	9606.ENSP00000307636
ENSP00000352608	0.505883839716549	9606.ENSP00000352608
ENSP00000438262	0.506027234356649	9606.ENSP00000438262
ENSP00000356370	0.506484575107323	9606.ENSP00000356370
ENSP00000379619	0.506603798646397	9606.ENSP00000379619
ENSP00000257017	0.506888525419404	9606.ENSP00000257017
ENSP00000305877	0.507051547541432	9606.ENSP00000305877
ENSP00000345667	0.507722856234855	9606.ENSP00000345667
ENSP00000286758	0.507770682170461	9606.ENSP00000286758
ENSP00000326706	0.508588586887236	9606.ENSP00000326706
ENSP00000452634	0.509002545924814	9606.ENSP00000452634
ENSP00000431140	0.509347429919589	9606.ENSP00000431140
ENSP00000358365	0.50939307058056	9606.ENSP00000358365
ENSP00000221166	0.510017621251787	9606.ENSP00000221166
ENSP00000308597	0.510548036062552	9606.ENSP00000308597
ENSP00000251372	0.510837856570126	9606.ENSP00000251372
ENSP00000297988	0.510852578354895	9606.ENSP00000297988
ENSP00000454014	0.511784002658602	9606.ENSP00000454014
ENSP00000371785	0.512094658415699	9606.ENSP00000371785
ENSP00000348314	0.512113555520313	9606.ENSP00000348314
ENSP00000223642	0.512216566479139	9606.ENSP00000223642
ENSP00000373518	0.512543317383897	9606.ENSP00000373518
ENSP00000331062	0.513231310936071	9606.ENSP00000331062
ENSP00000327994	0.51417939288282	9606.ENSP00000327994
ENSP00000428280	0.514467704571187	9606.ENSP00000428280
ENSP00000367229	0.515248991754662	9606.ENSP00000367229
ENSP00000490928	0.515410163321072	9606.ENSP00000490928
ENSP00000375629	0.515982781775492	9606.ENSP00000375629
ENSP00000257981	0.516214211422229	9606.ENSP00000257981
ENSP00000442157	0.51652521992214	9606.ENSP00000442157
ENSP00000206262	0.516943409473582	9606.ENSP00000206262
ENSP00000296755	0.517053192100697	9606.ENSP00000296755
ENSP00000322170	0.517186010184036	9606.ENSP00000322170
ENSP00000391788	0.518090052819338	9606.ENSP00000391788
ENSP00000364731	0.518731251034333	9606.ENSP00000364731
ENSP00000347152	0.519076965486465	9606.ENSP00000347152
ENSP00000452120	0.519269278558066	9606.ENSP00000452120
ENSP00000402153	0.519410722302501	9606.ENSP00000402153
ENSP00000400669	0.51944438054612	9606.ENSP00000400669
ENSP00000481127	0.519780937660177	9606.ENSP00000481127
ENSP00000344741	0.519797126451473	9606.ENSP00000344741
ENSP00000399700	0.519866281746798	9606.ENSP00000399700
ENSP00000494883	0.51997066153261	9606.ENSP00000494883
ENSP00000273450	0.520382820271094	9606.ENSP00000273450
ENSP00000352011	0.521740788398832	9606.ENSP00000352011
ENSP00000227348	0.522410681341519	9606.ENSP00000227348
ENSP00000385143	0.522450720384921	9606.ENSP00000385143
ENSP00000272937	0.523392683613048	9606.ENSP00000272937
ENSP00000404296	0.524435322670532	9606.ENSP00000404296
ENSP00000419313	0.526199914628799	9606.ENSP00000419313
ENSP00000364609	0.526827702736486	9606.ENSP00000364609
ENSP00000332111	0.527110842897698	9606.ENSP00000332111
ENSP00000347933	0.527114674983589	9606.ENSP00000347933
ENSP00000301218	0.527175809523153	9606.ENSP00000301218
ENSP00000380437	0.528411326077137	9606.ENSP00000380437
ENSP00000265709	0.528493865590846	9606.ENSP00000265709
ENSP00000366923	0.528892665014825	9606.ENSP00000366923
ENSP00000329915	0.529697660022006	9606.ENSP00000329915
ENSP00000362109	0.530586035531554	9606.ENSP00000362109
ENSP00000234111	0.530617239108565	9606.ENSP00000234111
