Ensembl	pval	protein
ENSP00000340329	1	9606.ENSP00000340329
ENSP00000263915	1	9606.ENSP00000263915
ENSP00000403459	1	9606.ENSP00000403459
ENSP00000355231	1	9606.ENSP00000355231
ENSP00000232424	1	9606.ENSP00000232424
ENSP00000417686	1	9606.ENSP00000417686
ENSP00000354855	1	9606.ENSP00000354855
ENSP00000253363	1	9606.ENSP00000253363
ENSP00000368759	1	9606.ENSP00000368759
ENSP00000414856	1	9606.ENSP00000414856
ENSP00000406229	1	9606.ENSP00000406229
ENSP00000328968	1	9606.ENSP00000328968
ENSP00000314080	1	9606.ENSP00000314080
ENSP00000308944	1	9606.ENSP00000308944
ENSP00000225899	1	9606.ENSP00000225899
ENSP00000265896	1	9606.ENSP00000265896
ENSP00000440329	1	9606.ENSP00000440329
ENSP00000297537	1	9606.ENSP00000297537
ENSP00000323313	1	9606.ENSP00000323313
ENSP00000414624	1	9606.ENSP00000414624
ENSP00000262415	1	9606.ENSP00000262415
ENSP00000265362	1	9606.ENSP00000265362
ENSP00000216024	1	9606.ENSP00000216024
ENSP00000264156	1	9606.ENSP00000264156
ENSP00000370744	1	9606.ENSP00000370744
ENSP00000363435	1	9606.ENSP00000363435
ENSP00000353608	1	9606.ENSP00000353608
ENSP00000337889	1	9606.ENSP00000337889
ENSP00000498589	1	9606.ENSP00000498589
ENSP00000300870	1	9606.ENSP00000300870
ENSP00000444412	1	9606.ENSP00000444412
ENSP00000400878	1	9606.ENSP00000400878
ENSP00000291182	1	9606.ENSP00000291182
ENSP00000353491	1	9606.ENSP00000353491
ENSP00000343479	1	9606.ENSP00000343479
ENSP00000295731	1	9606.ENSP00000295731
ENSP00000266041	1	9606.ENSP00000266041
ENSP00000450565	1	9606.ENSP00000450565
ENSP00000239316	1	9606.ENSP00000239316
ENSP00000357583	1	9606.ENSP00000357583
ENSP00000306253	1	9606.ENSP00000306253
ENSP00000335029	1	9606.ENSP00000335029
ENSP00000336831	1	9606.ENSP00000336831
ENSP00000471896	1	9606.ENSP00000471896
ENSP00000345708	1	9606.ENSP00000345708
ENSP00000358999	1	9606.ENSP00000358999
ENSP00000349923	1	9606.ENSP00000349923
ENSP00000436773	1	9606.ENSP00000436773
ENSP00000373696	1	9606.ENSP00000373696
ENSP00000391723	1	9606.ENSP00000391723
ENSP00000257934	1	9606.ENSP00000257934
ENSP00000365588	1	9606.ENSP00000365588
ENSP00000429824	1	9606.ENSP00000429824
ENSP00000477725	1	9606.ENSP00000477725
ENSP00000375951	1	9606.ENSP00000375951
ENSP00000312814	1	9606.ENSP00000312814
ENSP00000323421	1	9606.ENSP00000323421
ENSP00000339145	1	9606.ENSP00000339145
ENSP00000363929	1	9606.ENSP00000363929
ENSP00000253458	1	9606.ENSP00000253458
ENSP00000392066	1	9606.ENSP00000392066
ENSP00000358812	1	9606.ENSP00000358812
ENSP00000262460	1	9606.ENSP00000262460
ENSP00000363642	1	9606.ENSP00000363642
ENSP00000397908	1	9606.ENSP00000397908
ENSP00000457411	1	9606.ENSP00000457411
ENSP00000261758	1	9606.ENSP00000261758
ENSP00000340466	1	9606.ENSP00000340466
ENSP00000334153	1	9606.ENSP00000334153
ENSP00000344223	1	9606.ENSP00000344223
ENSP00000242729	1	9606.ENSP00000242729
ENSP00000360806	1	9606.ENSP00000360806
ENSP00000419952	1	9606.ENSP00000419952
ENSP00000332646	1	9606.ENSP00000332646
ENSP00000417963	1	9606.ENSP00000417963
ENSP00000339883	1	9606.ENSP00000339883
ENSP00000355629	1	9606.ENSP00000355629
ENSP00000361894	1	9606.ENSP00000361894
ENSP00000386043	1	9606.ENSP00000386043
ENSP00000261978	1	9606.ENSP00000261978
ENSP00000355870	1	9606.ENSP00000355870
ENSP00000308750	1	9606.ENSP00000308750
ENSP00000377275	1	9606.ENSP00000377275
ENSP00000351273	1	9606.ENSP00000351273
ENSP00000380999	1	9606.ENSP00000380999
ENSP00000380671	1	9606.ENSP00000380671
ENSP00000452521	1	9606.ENSP00000452521
ENSP00000473929	1	9606.ENSP00000473929
ENSP00000160827	1	9606.ENSP00000160827
ENSP00000271555	1	9606.ENSP00000271555
ENSP00000440556	1	9606.ENSP00000440556
ENSP00000440542	1	9606.ENSP00000440542
ENSP00000325240	1	9606.ENSP00000325240
ENSP00000337446	1	9606.ENSP00000337446
ENSP00000279873	1	9606.ENSP00000279873
ENSP00000362127	1	9606.ENSP00000362127
ENSP00000385763	1	9606.ENSP00000385763
ENSP00000307850	1	9606.ENSP00000307850
ENSP00000378792	1	9606.ENSP00000378792
ENSP00000388910	1	9606.ENSP00000388910
ENSP00000380781	1	9606.ENSP00000380781
ENSP00000299798	1	9606.ENSP00000299798
ENSP00000371420	1	9606.ENSP00000371420
ENSP00000322594	1	9606.ENSP00000322594
ENSP00000386433	1	9606.ENSP00000386433
ENSP00000216540	1	9606.ENSP00000216540
ENSP00000290158	1	9606.ENSP00000290158
ENSP00000385410	1	9606.ENSP00000385410
ENSP00000377298	1	9606.ENSP00000377298
ENSP00000480474	1	9606.ENSP00000480474
ENSP00000356959	1	9606.ENSP00000356959
ENSP00000310006	1	9606.ENSP00000310006
ENSP00000384211	1	9606.ENSP00000384211
ENSP00000438788	1	9606.ENSP00000438788
ENSP00000501265	1	9606.ENSP00000501265
ENSP00000275233	1	9606.ENSP00000275233
ENSP00000499241	1	9606.ENSP00000499241
ENSP00000377665	1	9606.ENSP00000377665
ENSP00000408581	1	9606.ENSP00000408581
ENSP00000351333	1	9606.ENSP00000351333
ENSP00000370057	1	9606.ENSP00000370057
ENSP00000293745	1	9606.ENSP00000293745
ENSP00000382507	1	9606.ENSP00000382507
ENSP00000397259	1	9606.ENSP00000397259
ENSP00000238936	1	9606.ENSP00000238936
ENSP00000261745	1	9606.ENSP00000261745
ENSP00000331720	1	9606.ENSP00000331720
ENSP00000264669	1	9606.ENSP00000264669
ENSP00000354919	1	9606.ENSP00000354919
ENSP00000263672	1	9606.ENSP00000263672
ENSP00000220853	1	9606.ENSP00000220853
ENSP00000351141	1	9606.ENSP00000351141
ENSP00000418695	1	9606.ENSP00000418695
ENSP00000409555	1	9606.ENSP00000409555
ENSP00000175091	1	9606.ENSP00000175091
ENSP00000410818	1	9606.ENSP00000410818
ENSP00000394417	1	9606.ENSP00000394417
ENSP00000298492	1	9606.ENSP00000298492
ENSP00000479861	1	9606.ENSP00000479861
ENSP00000449386	1	9606.ENSP00000449386
ENSP00000325017	1	9606.ENSP00000325017
ENSP00000316578	1	9606.ENSP00000316578
ENSP00000265564	1	9606.ENSP00000265564
ENSP00000317891	1	9606.ENSP00000317891
ENSP00000158762	1	9606.ENSP00000158762
ENSP00000392094	1	9606.ENSP00000392094
ENSP00000498867	1	9606.ENSP00000498867
ENSP00000387010	1	9606.ENSP00000387010
ENSP00000385684	1	9606.ENSP00000385684
ENSP00000182527	1	9606.ENSP00000182527
ENSP00000233575	1	9606.ENSP00000233575
ENSP00000448051	1	9606.ENSP00000448051
ENSP00000216039	1	9606.ENSP00000216039
ENSP00000306788	1	9606.ENSP00000306788
ENSP00000411418	1	9606.ENSP00000411418
ENSP00000370635	1	9606.ENSP00000370635
ENSP00000325448	1	9606.ENSP00000325448
ENSP00000271640	1	9606.ENSP00000271640
ENSP00000292524	1	9606.ENSP00000292524
ENSP00000310375	1	9606.ENSP00000310375
ENSP00000322396	1	9606.ENSP00000322396
ENSP00000311505	1	9606.ENSP00000311505
ENSP00000250617	1	9606.ENSP00000250617
ENSP00000462172	1	9606.ENSP00000462172
ENSP00000263681	1	9606.ENSP00000263681
ENSP00000265753	1	9606.ENSP00000265753
ENSP00000324287	1	9606.ENSP00000324287
ENSP00000305918	1	9606.ENSP00000305918
ENSP00000384302	1	9606.ENSP00000384302
ENSP00000369071	1	9606.ENSP00000369071
ENSP00000293217	1	9606.ENSP00000293217
ENSP00000285848	1	9606.ENSP00000285848
ENSP00000400391	1	9606.ENSP00000400391
ENSP00000317955	1	9606.ENSP00000317955
ENSP00000380334	1	9606.ENSP00000380334
ENSP00000385385	1	9606.ENSP00000385385
ENSP00000444935	1	9606.ENSP00000444935
ENSP00000364210	1	9606.ENSP00000364210
ENSP00000402861	1	9606.ENSP00000402861
ENSP00000223061	1	9606.ENSP00000223061
ENSP00000376352	1	9606.ENSP00000376352
ENSP00000420927	1	9606.ENSP00000420927
ENSP00000498864	1	9606.ENSP00000498864
ENSP00000357055	1	9606.ENSP00000357055
ENSP00000379678	1	9606.ENSP00000379678
ENSP00000417052	1	9606.ENSP00000417052
ENSP00000357452	1	9606.ENSP00000357452
ENSP00000338673	1	9606.ENSP00000338673
ENSP00000390535	1	9606.ENSP00000390535
ENSP00000323856	1	9606.ENSP00000323856
ENSP00000327077	1	9606.ENSP00000327077
ENSP00000287667	1	9606.ENSP00000287667
ENSP00000488838	1	9606.ENSP00000488838
ENSP00000361708	1	9606.ENSP00000361708
ENSP00000261461	1	9606.ENSP00000261461
ENSP00000164133	1	9606.ENSP00000164133
ENSP00000362329	1	9606.ENSP00000362329
ENSP00000482075	1	9606.ENSP00000482075
ENSP00000229812	1	9606.ENSP00000229812
ENSP00000264025	1	9606.ENSP00000264025
ENSP00000276079	1	9606.ENSP00000276079
ENSP00000283228	1	9606.ENSP00000283228
ENSP00000377036	1	9606.ENSP00000377036
ENSP00000432973	1	9606.ENSP00000432973
ENSP00000291576	1	9606.ENSP00000291576
ENSP00000378782	1	9606.ENSP00000378782
ENSP00000445408	1	9606.ENSP00000445408
ENSP00000286364	1	9606.ENSP00000286364
ENSP00000229340	1	9606.ENSP00000229340
ENSP00000457723	1	9606.ENSP00000457723
ENSP00000264515	1	9606.ENSP00000264515
ENSP00000054950	1	9606.ENSP00000054950
ENSP00000370343	1	9606.ENSP00000370343
ENSP00000372924	1	9606.ENSP00000372924
ENSP00000495718	1	9606.ENSP00000495718
ENSP00000371003	1	9606.ENSP00000371003
ENSP00000360762	1	9606.ENSP00000360762
ENSP00000398124	1	9606.ENSP00000398124
ENSP00000321537	1	9606.ENSP00000321537
ENSP00000477792	1	9606.ENSP00000477792
ENSP00000422435	1	9606.ENSP00000422435
ENSP00000333920	1	9606.ENSP00000333920
ENSP00000262225	1	9606.ENSP00000262225
ENSP00000305556	1	9606.ENSP00000305556
ENSP00000352438	1	9606.ENSP00000352438
ENSP00000478121	1	9606.ENSP00000478121
ENSP00000262306	1	9606.ENSP00000262306
ENSP00000358309	1	9606.ENSP00000358309
ENSP00000262187	1	9606.ENSP00000262187
ENSP00000309198	1	9606.ENSP00000309198
ENSP00000355566	1	9606.ENSP00000355566
ENSP00000428340	1	9606.ENSP00000428340
ENSP00000262146	1	9606.ENSP00000262146
ENSP00000308361	1	9606.ENSP00000308361
ENSP00000305790	1	9606.ENSP00000305790
ENSP00000380982	1	9606.ENSP00000380982
ENSP00000354932	1	9606.ENSP00000354932
ENSP00000367154	1	9606.ENSP00000367154
ENSP00000420267	1	9606.ENSP00000420267
ENSP00000489262	1	9606.ENSP00000489262
ENSP00000359225	1	9606.ENSP00000359225
ENSP00000435412	1	9606.ENSP00000435412
ENSP00000467423	1	9606.ENSP00000467423
ENSP00000271628	1	9606.ENSP00000271628
ENSP00000221494	1	9606.ENSP00000221494
ENSP00000358535	1	9606.ENSP00000358535
ENSP00000262031	1	9606.ENSP00000262031
ENSP00000234038	1	9606.ENSP00000234038
ENSP00000306881	1	9606.ENSP00000306881
ENSP00000338844	1	9606.ENSP00000338844
ENSP00000389095	1	9606.ENSP00000389095
ENSP00000215793	1	9606.ENSP00000215793
ENSP00000297261	1	9606.ENSP00000297261
ENSP00000364543	1	9606.ENSP00000364543
ENSP00000432305	1	9606.ENSP00000432305
ENSP00000361042	1	9606.ENSP00000361042
ENSP00000361032	1	9606.ENSP00000361032
ENSP00000482438	1	9606.ENSP00000482438
ENSP00000414516	1	9606.ENSP00000414516
ENSP00000358854	1	9606.ENSP00000358854
ENSP00000355051	1	9606.ENSP00000355051
ENSP00000354633	1	9606.ENSP00000354633
ENSP00000312709	1	9606.ENSP00000312709
ENSP00000262065	1	9606.ENSP00000262065
ENSP00000254942	1	9606.ENSP00000254942
ENSP00000300249	1	9606.ENSP00000300249
ENSP00000343515	1	9606.ENSP00000343515
ENSP00000352926	1	9606.ENSP00000352926
ENSP00000472109	1	9606.ENSP00000472109
ENSP00000338127	1	9606.ENSP00000338127
ENSP00000455265	1	9606.ENSP00000455265
ENSP00000339976	1	9606.ENSP00000339976
ENSP00000327959	1	9606.ENSP00000327959
ENSP00000399968	1	9606.ENSP00000399968
ENSP00000408005	1	9606.ENSP00000408005
ENSP00000394352	1	9606.ENSP00000394352
ENSP00000493457	1	9606.ENSP00000493457
ENSP00000316955	1	9606.ENSP00000316955
ENSP00000341268	1	9606.ENSP00000341268
ENSP00000262213	1	9606.ENSP00000262213
ENSP00000374332	1	9606.ENSP00000374332
ENSP00000266987	1	9606.ENSP00000266987
ENSP00000366604	1	9606.ENSP00000366604
ENSP00000320117	1	9606.ENSP00000320117
ENSP00000267622	1	9606.ENSP00000267622
ENSP00000300651	1	9606.ENSP00000300651
ENSP00000484687	1	9606.ENSP00000484687
ENSP00000261884	1	9606.ENSP00000261884
ENSP00000482613	1	9606.ENSP00000482613
ENSP00000382204	1	9606.ENSP00000382204
ENSP00000200457	1	9606.ENSP00000200457
ENSP00000343577	1	9606.ENSP00000343577
ENSP00000242261	1	9606.ENSP00000242261
ENSP00000355923	1	9606.ENSP00000355923
ENSP00000364721	1	9606.ENSP00000364721
ENSP00000303015	1	9606.ENSP00000303015
ENSP00000268655	1	9606.ENSP00000268655
ENSP00000315417	1	9606.ENSP00000315417
ENSP00000397435	1	9606.ENSP00000397435
ENSP00000385269	1	9606.ENSP00000385269
ENSP00000380008	1	9606.ENSP00000380008
ENSP00000368868	1	9606.ENSP00000368868
ENSP00000333262	1	9606.ENSP00000333262
ENSP00000359297	1	9606.ENSP00000359297
ENSP00000300131	1	9606.ENSP00000300131
ENSP00000206513	1	9606.ENSP00000206513
ENSP00000353452	1	9606.ENSP00000353452
ENSP00000216160	1	9606.ENSP00000216160
ENSP00000390158	1	9606.ENSP00000390158
ENSP00000226091	1	9606.ENSP00000226091
ENSP00000435189	1	9606.ENSP00000435189
ENSP00000311684	1	9606.ENSP00000311684
ENSP00000203630	1	9606.ENSP00000203630
ENSP00000332750	1	9606.ENSP00000332750
ENSP00000350833	1	9606.ENSP00000350833
ENSP00000361900	1	9606.ENSP00000361900
ENSP00000385216	1	9606.ENSP00000385216
ENSP00000262160	1	9606.ENSP00000262160
ENSP00000305769	1	9606.ENSP00000305769
ENSP00000261507	1	9606.ENSP00000261507
ENSP00000370719	1	9606.ENSP00000370719
ENSP00000495202	1	9606.ENSP00000495202
ENSP00000361967	1	9606.ENSP00000361967
ENSP00000307549	1	9606.ENSP00000307549
ENSP00000428209	1	9606.ENSP00000428209
ENSP00000311313	1	9606.ENSP00000311313
ENSP00000324856	1	9606.ENSP00000324856
ENSP00000413606	1	9606.ENSP00000413606
ENSP00000311695	1	9606.ENSP00000311695
ENSP00000054666	1	9606.ENSP00000054666
ENSP00000250495	1	9606.ENSP00000250495
ENSP00000361083	1	9606.ENSP00000361083
ENSP00000255226	1	9606.ENSP00000255226
ENSP00000222305	1	9606.ENSP00000222305
ENSP00000386306	1	9606.ENSP00000386306
ENSP00000356545	1	9606.ENSP00000356545
ENSP00000358777	1	9606.ENSP00000358777
ENSP00000346464	1	9606.ENSP00000346464
ENSP00000333547	1	9606.ENSP00000333547
ENSP00000320147	1	9606.ENSP00000320147
ENSP00000493252	1	9606.ENSP00000493252
ENSP00000362763	1	9606.ENSP00000362763
ENSP00000240499	1	9606.ENSP00000240499
ENSP00000319053	1	9606.ENSP00000319053
ENSP00000362446	1	9606.ENSP00000362446
ENSP00000324422	1	9606.ENSP00000324422
ENSP00000440365	1	9606.ENSP00000440365
ENSP00000435648	1	9606.ENSP00000435648
ENSP00000426638	1	9606.ENSP00000426638
ENSP00000413507	1	9606.ENSP00000413507
ENSP00000478877	1	9606.ENSP00000478877
ENSP00000263102	1	9606.ENSP00000263102
ENSP00000337146	1	9606.ENSP00000337146
ENSP00000271469	1	9606.ENSP00000271469
ENSP00000380252	1	9606.ENSP00000380252
ENSP00000368686	1	9606.ENSP00000368686
ENSP00000295666	1	9606.ENSP00000295666
ENSP00000272602	1	9606.ENSP00000272602
ENSP00000439467	1	9606.ENSP00000439467
ENSP00000230538	1	9606.ENSP00000230538
ENSP00000367446	1	9606.ENSP00000367446
ENSP00000210313	1	9606.ENSP00000210313
ENSP00000343325	1	9606.ENSP00000343325
ENSP00000359552	1	9606.ENSP00000359552
ENSP00000263974	1	9606.ENSP00000263974
ENSP00000497164	1	9606.ENSP00000497164
ENSP00000262340	1	9606.ENSP00000262340
ENSP00000008527	1	9606.ENSP00000008527
ENSP00000301764	1	9606.ENSP00000301764
ENSP00000216294	1	9606.ENSP00000216294
ENSP00000226067	1	9606.ENSP00000226067
ENSP00000337641	1	9606.ENSP00000337641
ENSP00000311528	1	9606.ENSP00000311528
ENSP00000229795	1	9606.ENSP00000229795
ENSP00000380466	1	9606.ENSP00000380466
ENSP00000222005	1	9606.ENSP00000222005
ENSP00000325917	1	9606.ENSP00000325917
ENSP00000497968	1	9606.ENSP00000497968
ENSP00000428572	1	9606.ENSP00000428572
ENSP00000427985	1	9606.ENSP00000427985
ENSP00000274629	1	9606.ENSP00000274629
ENSP00000403310	1	9606.ENSP00000403310
ENSP00000011473	1	9606.ENSP00000011473
ENSP00000282356	1	9606.ENSP00000282356
ENSP00000357103	1	9606.ENSP00000357103
ENSP00000369424	1	9606.ENSP00000369424
ENSP00000302079	1	9606.ENSP00000302079
ENSP00000309597	1	9606.ENSP00000309597
ENSP00000370839	1	9606.ENSP00000370839
ENSP00000383301	1	9606.ENSP00000383301
ENSP00000315743	1	9606.ENSP00000315743
ENSP00000370193	1	9606.ENSP00000370193
ENSP00000419243	1	9606.ENSP00000419243
ENSP00000307774	1	9606.ENSP00000307774
ENSP00000376177	1	9606.ENSP00000376177
ENSP00000358045	1	9606.ENSP00000358045
ENSP00000378996	1	9606.ENSP00000378996
ENSP00000250615	1	9606.ENSP00000250615
ENSP00000279804	1	9606.ENSP00000279804
ENSP00000439120	1	9606.ENSP00000439120
ENSP00000347379	1	9606.ENSP00000347379
ENSP00000495612	1	9606.ENSP00000495612
ENSP00000325905	1	9606.ENSP00000325905
ENSP00000266679	1	9606.ENSP00000266679
ENSP00000376786	1	9606.ENSP00000376786
ENSP00000469981	1	9606.ENSP00000469981
ENSP00000370083	1	9606.ENSP00000370083
ENSP00000396467	1	9606.ENSP00000396467
ENSP00000244043	1	9606.ENSP00000244043
ENSP00000297689	1	9606.ENSP00000297689
ENSP00000374205	1	9606.ENSP00000374205
ENSP00000319730	1	9606.ENSP00000319730
ENSP00000366091	1	9606.ENSP00000366091
ENSP00000370886	1	9606.ENSP00000370886
ENSP00000342351	1	9606.ENSP00000342351
ENSP00000437955	1	9606.ENSP00000437955
ENSP00000485228	1	9606.ENSP00000485228
ENSP00000470129	1	9606.ENSP00000470129
ENSP00000481581	1	9606.ENSP00000481581
ENSP00000478561	1	9606.ENSP00000478561
ENSP00000358596	1	9606.ENSP00000358596
ENSP00000220764	1	9606.ENSP00000220764
ENSP00000261483	1	9606.ENSP00000261483
ENSP00000417142	1	9606.ENSP00000417142
ENSP00000363397	1	9606.ENSP00000363397
ENSP00000245816	1	9606.ENSP00000245816
ENSP00000264057	1	9606.ENSP00000264057
ENSP00000385828	1	9606.ENSP00000385828
ENSP00000344829	1	9606.ENSP00000344829
ENSP00000211122	1	9606.ENSP00000211122
ENSP00000399415	1	9606.ENSP00000399415
ENSP00000355689	1	9606.ENSP00000355689
ENSP00000380514	1	9606.ENSP00000380514
ENSP00000332194	1	9606.ENSP00000332194
ENSP00000358151	1	9606.ENSP00000358151
ENSP00000324532	1	9606.ENSP00000324532
ENSP00000266544	1	9606.ENSP00000266544
ENSP00000440246	1	9606.ENSP00000440246
ENSP00000267484	1	9606.ENSP00000267484
ENSP00000230588	1	9606.ENSP00000230588
ENSP00000269202	1	9606.ENSP00000269202
ENSP00000216780	1	9606.ENSP00000216780
ENSP00000279488	1	9606.ENSP00000279488
ENSP00000417183	1	9606.ENSP00000417183
ENSP00000356899	1	9606.ENSP00000356899
ENSP00000474560	1	9606.ENSP00000474560
ENSP00000377257	1	9606.ENSP00000377257
ENSP00000295718	1	9606.ENSP00000295718
ENSP00000003100	1	9606.ENSP00000003100
ENSP00000338703	1	9606.ENSP00000338703
ENSP00000312326	1	9606.ENSP00000312326
ENSP00000264093	1	9606.ENSP00000264093
ENSP00000417378	1	9606.ENSP00000417378
ENSP00000292596	1	9606.ENSP00000292596
ENSP00000492001	1	9606.ENSP00000492001
ENSP00000311648	1	9606.ENSP00000311648
ENSP00000434516	1	9606.ENSP00000434516
ENSP00000306285	1	9606.ENSP00000306285
ENSP00000387262	1	9606.ENSP00000387262
ENSP00000431376	1	9606.ENSP00000431376
ENSP00000421863	1	9606.ENSP00000421863
ENSP00000375268	1	9606.ENSP00000375268
ENSP00000406925	1	9606.ENSP00000406925
ENSP00000290418	1	9606.ENSP00000290418
ENSP00000252530	1	9606.ENSP00000252530
ENSP00000296736	1	9606.ENSP00000296736
ENSP00000370653	1	9606.ENSP00000370653
ENSP00000359603	1	9606.ENSP00000359603
ENSP00000265085	1	9606.ENSP00000265085
ENSP00000292430	1	9606.ENSP00000292430
ENSP00000382218	1	9606.ENSP00000382218
ENSP00000479243	1	9606.ENSP00000479243
ENSP00000219837	1	9606.ENSP00000219837
ENSP00000379326	1	9606.ENSP00000379326
ENSP00000319705	1	9606.ENSP00000319705
ENSP00000301785	1	9606.ENSP00000301785
ENSP00000419194	1	9606.ENSP00000419194
ENSP00000262210	1	9606.ENSP00000262210
ENSP00000297145	1	9606.ENSP00000297145
ENSP00000378712	1	9606.ENSP00000378712
ENSP00000372720	1	9606.ENSP00000372720
ENSP00000376410	1	9606.ENSP00000376410
ENSP00000303427	1	9606.ENSP00000303427
ENSP00000355250	1	9606.ENSP00000355250
ENSP00000501317	1	9606.ENSP00000501317
ENSP00000382241	1	9606.ENSP00000382241
ENSP00000387122	1	9606.ENSP00000387122
ENSP00000385545	1	9606.ENSP00000385545
ENSP00000264501	1	9606.ENSP00000264501
ENSP00000377934	1	9606.ENSP00000377934
ENSP00000264245	1	9606.ENSP00000264245
ENSP00000354683	1	9606.ENSP00000354683
ENSP00000354152	1	9606.ENSP00000354152
ENSP00000420449	1	9606.ENSP00000420449
ENSP00000263266	1	9606.ENSP00000263266
ENSP00000386456	1	9606.ENSP00000386456
ENSP00000402020	1	9606.ENSP00000402020
ENSP00000479542	1	9606.ENSP00000479542
ENSP00000309285	1	9606.ENSP00000309285
ENSP00000354335	1	9606.ENSP00000354335
ENSP00000484713	1	9606.ENSP00000484713
ENSP00000373594	1	9606.ENSP00000373594
ENSP00000375909	1	9606.ENSP00000375909
ENSP00000367950	1	9606.ENSP00000367950
ENSP00000236495	1	9606.ENSP00000236495
ENSP00000400932	1	9606.ENSP00000400932
ENSP00000420727	1	9606.ENSP00000420727
ENSP00000429148	1	9606.ENSP00000429148
ENSP00000345405	1	9606.ENSP00000345405
ENSP00000348944	1	9606.ENSP00000348944
ENSP00000380779	1	9606.ENSP00000380779
ENSP00000498499	1	9606.ENSP00000498499
ENSP00000304410	1	9606.ENSP00000304410
ENSP00000456348	1	9606.ENSP00000456348
ENSP00000380116	1	9606.ENSP00000380116
ENSP00000301364	1	9606.ENSP00000301364
ENSP00000343348	1	9606.ENSP00000343348
ENSP00000202677	1	9606.ENSP00000202677
ENSP00000308695	1	9606.ENSP00000308695
ENSP00000476672	1	9606.ENSP00000476672
ENSP00000374359	1	9606.ENSP00000374359
ENSP00000379669	1	9606.ENSP00000379669
ENSP00000287078	1	9606.ENSP00000287078
ENSP00000376227	1	9606.ENSP00000376227
ENSP00000417580	1	9606.ENSP00000417580
ENSP00000430236	1	9606.ENSP00000430236
ENSP00000457241	1	9606.ENSP00000457241
ENSP00000498656	1	9606.ENSP00000498656
ENSP00000341819	1	9606.ENSP00000341819
ENSP00000378830	1	9606.ENSP00000378830
ENSP00000350716	1	9606.ENSP00000350716
ENSP00000380336	1	9606.ENSP00000380336
ENSP00000366475	1	9606.ENSP00000366475
ENSP00000265827	1	9606.ENSP00000265827
ENSP00000426421	1	9606.ENSP00000426421
ENSP00000346643	1	9606.ENSP00000346643
ENSP00000287777	1	9606.ENSP00000287777
ENSP00000404911	1	9606.ENSP00000404911
ENSP00000282251	1	9606.ENSP00000282251
ENSP00000448047	1	9606.ENSP00000448047
ENSP00000382356	1	9606.ENSP00000382356
ENSP00000387875	1	9606.ENSP00000387875
ENSP00000421736	1	9606.ENSP00000421736
ENSP00000454303	1	9606.ENSP00000454303
ENSP00000320520	1	9606.ENSP00000320520
ENSP00000456908	1	9606.ENSP00000456908
ENSP00000411032	1	9606.ENSP00000411032
ENSP00000369291	1	9606.ENSP00000369291
ENSP00000383431	1	9606.ENSP00000383431
ENSP00000425130	1	9606.ENSP00000425130
ENSP00000364114	1	9606.ENSP00000364114
ENSP00000417404	1	9606.ENSP00000417404
ENSP00000379030	1	9606.ENSP00000379030
ENSP00000376703	1	9606.ENSP00000376703
ENSP00000467723	1	9606.ENSP00000467723
ENSP00000260723	1	9606.ENSP00000260723
ENSP00000387185	1	9606.ENSP00000387185
ENSP00000443598	1	9606.ENSP00000443598
ENSP00000378288	1	9606.ENSP00000378288
ENSP00000269394	1	9606.ENSP00000269394
ENSP00000375857	1	9606.ENSP00000375857
ENSP00000262764	1	9606.ENSP00000262764
ENSP00000465517	1	9606.ENSP00000465517
ENSP00000236040	1	9606.ENSP00000236040
ENSP00000261249	1	9606.ENSP00000261249
ENSP00000434513	1	9606.ENSP00000434513
ENSP00000350090	1	9606.ENSP00000350090
ENSP00000379430	1	9606.ENSP00000379430
ENSP00000373600	1	9606.ENSP00000373600
ENSP00000222567	1	9606.ENSP00000222567
ENSP00000268797	1	9606.ENSP00000268797
ENSP00000349244	1	9606.ENSP00000349244
ENSP00000442793	1	9606.ENSP00000442793
ENSP00000385158	1	9606.ENSP00000385158
ENSP00000474456	1	9606.ENSP00000474456
ENSP00000368296	1	9606.ENSP00000368296
ENSP00000374632	1	9606.ENSP00000374632
ENSP00000354724	1	9606.ENSP00000354724
ENSP00000327968	1	9606.ENSP00000327968
ENSP00000273905	1	9606.ENSP00000273905
ENSP00000342974	1	9606.ENSP00000342974
ENSP00000342295	1	9606.ENSP00000342295
ENSP00000392105	1	9606.ENSP00000392105
ENSP00000385739	1	9606.ENSP00000385739
ENSP00000362244	1	9606.ENSP00000362244
ENSP00000385099	1	9606.ENSP00000385099
ENSP00000386935	1	9606.ENSP00000386935
ENSP00000464231	1	9606.ENSP00000464231
ENSP00000380185	1	9606.ENSP00000380185
ENSP00000386302	1	9606.ENSP00000386302
ENSP00000368152	1	9606.ENSP00000368152
ENSP00000392760	1	9606.ENSP00000392760
ENSP00000396345	1	9606.ENSP00000396345
ENSP00000334985	1	9606.ENSP00000334985
ENSP00000369099	1	9606.ENSP00000369099
ENSP00000378360	1	9606.ENSP00000378360
ENSP00000466718	1	9606.ENSP00000466718
ENSP00000365962	1	9606.ENSP00000365962
ENSP00000377075	1	9606.ENSP00000377075
ENSP00000370849	1	9606.ENSP00000370849
ENSP00000450842	1	9606.ENSP00000450842
ENSP00000326003	1	9606.ENSP00000326003
ENSP00000310547	1	9606.ENSP00000310547
ENSP00000432688	1	9606.ENSP00000432688
ENSP00000318029	1	9606.ENSP00000318029
ENSP00000219439	1	9606.ENSP00000219439
ENSP00000469759	1	9606.ENSP00000469759
ENSP00000377769	1	9606.ENSP00000377769
