ids	values
9606.ENSP00000231009	0.31822556
9606.ENSP00000347931	0.31823346
9606.ENSP00000399888	0.3182426
9606.ENSP00000462600	0.3183006
9606.ENSP00000367817	0.3183278
9606.ENSP00000158762	0.31836677
9606.ENSP00000373347	0.31842488
9606.ENSP00000216756	0.31842732
9606.ENSP00000309830	0.31847408
9606.ENSP00000348912	0.318568
9606.ENSP00000211076	0.31859872
9606.ENSP00000273936	0.318627
9606.ENSP00000317357	0.3186427
9606.ENSP00000359401	0.31865877
9606.ENSP00000485513	0.31866622
9606.ENSP00000299454	0.31870908
9606.ENSP00000377176	0.31875482
9606.ENSP00000498855	0.31876603
9606.ENSP00000355060	0.31877992
9606.ENSP00000324763	0.31879175
9606.ENSP00000371471	0.3188003
9606.ENSP00000380307	0.31889364
9606.ENSP00000332809	0.31898823
9606.ENSP00000324532	0.31900066
9606.ENSP00000320634	0.31905925
9606.ENSP00000295213	0.31911215
9606.ENSP00000370193	0.31915054
9606.ENSP00000297532	0.31924686
9606.ENSP00000252483	0.31926572
9606.ENSP00000345001	0.31930938
9606.ENSP00000354223	0.319358
9606.ENSP00000329584	0.3194156
9606.ENSP00000464535	0.31961238
9606.ENSP00000359488	0.3196344
9606.ENSP00000357131	0.31976664
9606.ENSP00000366534	0.31980985
9606.ENSP00000361993	0.31981
9606.ENSP00000466477	0.31983128
9606.ENSP00000294064	0.31986764
9606.ENSP00000223095	0.31986985
9606.ENSP00000377428	0.31991622
9606.ENSP00000350716	0.31992656
9606.ENSP00000361471	0.3199293
9606.ENSP00000348395	0.3199918
9606.ENSP00000305906	0.32010993
9606.ENSP00000483386	0.32011607
9606.ENSP00000290472	0.32014704
9606.ENSP00000220058	0.3201633
9606.ENSP00000335660	0.32024997
9606.ENSP00000339314	0.32038084
9606.ENSP00000292475	0.3203945
9606.ENSP00000408205	0.3204
9606.ENSP00000401508	0.32042006
9606.ENSP00000357711	0.32043856
9606.ENSP00000164305	0.32052404
9606.ENSP00000332771	0.32059285
9606.ENSP00000262394	0.32060128
9606.ENSP00000305631	0.32061386
9606.ENSP00000357122	0.32061675
9606.ENSP00000369716	0.32062396
9606.ENSP00000389351	0.3206687
9606.ENSP00000483764	0.32069
9606.ENSP00000471735	0.32069165
9606.ENSP00000403310	0.32079518
9606.ENSP00000370966	0.32081246
9606.ENSP00000477846	0.3208228
9606.ENSP00000393417	0.32096386
9606.ENSP00000485547	0.32098877
9606.ENSP00000447001	0.3210029
9606.ENSP00000275767	0.32102698
9606.ENSP00000362540	0.32103926
9606.ENSP00000294664	0.321082
9606.ENSP00000354590	0.32114473
9606.ENSP00000467843	0.32117528
9606.ENSP00000326407	0.32117948
9606.ENSP00000232975	0.3212198
9606.ENSP00000379065	0.32122874
9606.ENSP00000400894	0.32123786
9606.ENSP00000275560	0.32127166
9606.ENSP00000255380	0.32128742
9606.ENSP00000444896	0.32131577
9606.ENSP00000495507	0.32138333
9606.ENSP00000281701	0.32140616
9606.ENSP00000304226	0.32143676
9606.ENSP00000262319	0.32144514
9606.ENSP00000478388	0.3214769
9606.ENSP00000485750	0.32153153
9606.ENSP00000238497	0.32153827
9606.ENSP00000309968	0.32153836
9606.ENSP00000338164	0.3215535
9606.ENSP00000356518	0.32155925
9606.ENSP00000365188	0.32166
9606.ENSP00000462835	0.3217008
9606.ENSP00000332194	0.3217598
9606.ENSP00000378394	0.32180232
9606.ENSP00000380251	0.32184812
9606.ENSP00000420616	0.32189777
9606.ENSP00000357581	0.32190314
9606.ENSP00000331358	0.32192564
9606.ENSP00000463393	0.32195
9606.ENSP00000299977	0.32200497
9606.ENSP00000406723	0.32201806
9606.ENSP00000261600	0.3220195
9606.ENSP00000497574	0.32206905
9606.ENSP00000482396	0.3221244
9606.ENSP00000374529	0.32220253
9606.ENSP00000286688	0.32222044
9606.ENSP00000249776	0.32224444
9606.ENSP00000403524	0.32228374
9606.ENSP00000445162	0.3223158
9606.ENSP00000342924	0.32232603
9606.ENSP00000361917	0.32239
9606.ENSP00000408292	0.32239568
9606.ENSP00000251089	0.3224526
9606.ENSP00000448785	0.32246518
9606.ENSP00000385452	0.3224911
9606.ENSP00000376611	0.32254133
9606.ENSP00000376540	0.32254323
9606.ENSP00000334869	0.322587
9606.ENSP00000481314	0.32261
9606.ENSP00000263904	0.32261613
9606.ENSP00000345868	0.32262242
9606.ENSP00000259963	0.32262707
9606.ENSP00000375857	0.3226757
9606.ENSP00000398882	0.32275277
9606.ENSP00000358478	0.3227899
9606.ENSP00000376177	0.322843
9606.ENSP00000382026	0.32287216
9606.ENSP00000355589	0.3228752
9606.ENSP00000313007	0.32289273
9606.ENSP00000393474	0.3229392
9606.ENSP00000386845	0.32297266
9606.ENSP00000493207	0.32299167
9606.ENSP00000225899	0.32301733
9606.ENSP00000254488	0.3230804
9606.ENSP00000480090	0.32310393
9606.ENSP00000304592	0.32314327
9606.ENSP00000360316	0.3231806
9606.ENSP00000323847	0.32323617
9606.ENSP00000262430	0.32329303
9606.ENSP00000282605	0.32331872
9606.ENSP00000367123	0.32332742
9606.ENSP00000382474	0.32336497
9606.ENSP00000231572	0.32337287
9606.ENSP00000398076	0.32337838
9606.ENSP00000378854	0.3234676
9606.ENSP00000305055	0.323517
9606.ENSP00000282701	0.32355708
9606.ENSP00000335808	0.32361796
9606.ENSP00000359444	0.32362
9606.ENSP00000435210	0.3236202
9606.ENSP00000249442	0.32365367
9606.ENSP00000330633	0.32370406
9606.ENSP00000407130	0.32373253
9606.ENSP00000222248	0.3238475
9606.ENSP00000327994	0.32385784
9606.ENSP00000444156	0.32388118
9606.ENSP00000349238	0.32391512
9606.ENSP00000413196	0.32397318
9606.ENSP00000424501	0.32398307
9606.ENSP00000264896	0.324009
9606.ENSP00000357979	0.32405964
9606.ENSP00000311165	0.32408354
9606.ENSP00000399979	0.32410976
9606.ENSP00000006777	0.32411265
9606.ENSP00000399547	0.32419467
9606.ENSP00000328023	0.32426143
9606.ENSP00000290271	0.3243139
9606.ENSP00000293405	0.32442045
9606.ENSP00000430075	0.32442135
9606.ENSP00000309640	0.32442945
9606.ENSP00000255152	0.32449853
9606.ENSP00000319796	0.32453334
9606.ENSP00000306760	0.32458982
9606.ENSP00000348074	0.3245909
9606.ENSP00000360761	0.32467896
9606.ENSP00000295899	0.32474038
9606.ENSP00000247003	0.32481277
9606.ENSP00000442307	0.32483009
9606.ENSP00000300574	0.32483238
9606.ENSP00000304923	0.32492203
9606.ENSP00000385285	0.32495445
9606.ENSP00000497775	0.32502696
9606.ENSP00000285518	0.32505658
9606.ENSP00000297267	0.32505676
9606.ENSP00000384924	0.32513157
9606.ENSP00000440396	0.32514057
9606.ENSP00000306548	0.3251787
9606.ENSP00000349078	0.3252684
9606.ENSP00000258436	0.32530507
9606.ENSP00000327950	0.3253185
9606.ENSP00000371693	0.32538205
9606.ENSP00000483228	0.3254072
9606.ENSP00000391311	0.3254175
9606.ENSP00000217386	0.3254193
9606.ENSP00000381492	0.325503
9606.ENSP00000274432	0.32553503
9606.ENSP00000357631	0.32555002
9606.ENSP00000359925	0.32557398
9606.ENSP00000428340	0.32560286
9606.ENSP00000421710	0.32560483
9606.ENSP00000361433	0.32563478
9606.ENSP00000467661	0.3256599
9606.ENSP00000390353	0.32566217
9606.ENSP00000346643	0.32567975
9606.ENSP00000263974	0.32576233
9606.ENSP00000266594	0.32579914
9606.ENSP00000470539	0.32588664
9606.ENSP00000493075	0.32590452
9606.ENSP00000377845	0.3259649
9606.ENSP00000365693	0.326104
9606.ENSP00000418009	0.32610574
9606.ENSP00000303057	0.32618853
9606.ENSP00000465500	0.32622325
9606.ENSP00000437409	0.32623777
9606.ENSP00000265074	0.32633337
9606.ENSP00000366246	0.32633758
9606.ENSP00000316649	0.32633778
9606.ENSP00000322323	0.3264117
9606.ENSP00000376800	0.32645187
9606.ENSP00000309330	0.32648784
9606.ENSP00000332983	0.32652166
9606.ENSP00000350170	0.3266305
9606.ENSP00000271526	0.32675055
9606.ENSP00000355228	0.3267635
9606.ENSP00000496491	0.32679087
9606.ENSP00000335503	0.32680497
9606.ENSP00000282111	0.32682136
9606.ENSP00000263087	0.326833
9606.ENSP00000281961	0.32695124
9606.ENSP00000363824	0.3269609
9606.ENSP00000367762	0.32700515
9606.ENSP00000391200	0.32701647
9606.ENSP00000392094	0.3270517
9606.ENSP00000484105	0.32719
9606.ENSP00000498198	0.3272006
9606.ENSP00000366299	0.3272253
9606.ENSP00000319739	0.32725328
9606.ENSP00000375899	0.32730943
9606.ENSP00000365370	0.3273165
9606.ENSP00000451300	0.3273666
9606.ENSP00000223364	0.32750624
9606.ENSP00000365837	0.32751554
9606.ENSP00000492974	0.3275341
9606.ENSP00000377280	0.3277342
9606.ENSP00000424198	0.32783526
9606.ENSP00000450742	0.3279578
9606.ENSP00000368459	0.32801047
9606.ENSP00000360266	0.32812998
9606.ENSP00000359114	0.32814723
9606.ENSP00000398837	0.32814786
9606.ENSP00000341351	0.32825655
9606.ENSP00000295824	0.32831326
9606.ENSP00000333441	0.32832
9606.ENSP00000369456	0.32834277
9606.ENSP00000380061	0.3283886
9606.ENSP00000347324	0.3284081
9606.ENSP00000267884	0.32842532
9606.ENSP00000498596	0.3284337
9606.ENSP00000360293	0.32846743
9606.ENSP00000429726	0.32848376
9606.ENSP00000300404	0.32857606
9606.ENSP00000285873	0.32857847
9606.ENSP00000311486	0.3285875
9606.ENSP00000416706	0.32864326
9606.ENSP00000477259	0.3286474
9606.ENSP00000269081	0.32869497
9606.ENSP00000413507	0.3287008
9606.ENSP00000005257	0.32870087
9606.ENSP00000331462	0.32873166
9606.ENSP00000354158	0.32880074
9606.ENSP00000256257	0.32881206
9606.ENSP00000364295	0.32885885
9606.ENSP00000465712	0.32887414
9606.ENSP00000171887	0.32893533
9606.ENSP00000261893	0.32893747
9606.ENSP00000266376	0.3289595
9606.ENSP00000483424	0.32895982
9606.ENSP00000288167	0.32896087
9606.ENSP00000241416	0.32907835
9606.ENSP00000341032	0.3291097
9606.ENSP00000454646	0.32912898
9606.ENSP00000306974	0.32915086
9606.ENSP00000387027	0.32930815
9606.ENSP00000271971	0.32935646
9606.ENSP00000478290	0.32936
9606.ENSP00000267935	0.329434
9606.ENSP00000417378	0.3295167
9606.ENSP00000325485	0.32953274
9606.ENSP00000219689	0.3295672
9606.ENSP00000348982	0.3295833
9606.ENSP00000455106	0.32966384
9606.ENSP00000453302	0.32968134
9606.ENSP00000363286	0.32979065
9606.ENSP00000263379	0.32979125
9606.ENSP00000328625	0.32980412
9606.ENSP00000309673	0.32984433
9606.ENSP00000389910	0.32987183
9606.ENSP00000285735	0.329905
9606.ENSP00000354964	0.32993153
9606.ENSP00000373594	0.32997242
9606.ENSP00000385143	0.33009428
9606.ENSP00000266070	0.33010378
9606.ENSP00000244565	0.33013213
9606.ENSP00000393557	0.33020222
9606.ENSP00000258484	0.33025846
9606.ENSP00000497806	0.3302739
9606.ENSP00000252699	0.33037883
9606.ENSP00000392318	0.330438
9606.ENSP00000460964	0.33048415
9606.ENSP00000352926	0.33053073
9606.ENSP00000361186	0.3306009
9606.ENSP00000468236	0.33062148
9606.ENSP00000268533	0.33065224
9606.ENSP00000381213	0.33076435
9606.ENSP00000281950	0.33077675
9606.ENSP00000264710	0.33082995
9606.ENSP00000366897	0.33083546
9606.ENSP00000243501	0.33088213
9606.ENSP00000254719	0.3309355
9606.ENSP00000365130	0.33097744
9606.ENSP00000246080	0.33099398
9606.ENSP00000263102	0.3310146
9606.ENSP00000427401	0.33102632
9606.ENSP00000493664	0.33105394
9606.ENSP00000459799	0.3311012
9606.ENSP00000178640	0.33115274
9606.ENSP00000386162	0.33119255
9606.ENSP00000360376	0.33130673
9606.ENSP00000377700	0.33131117
9606.ENSP00000334940	0.33133635
9606.ENSP00000389513	0.3315
9606.ENSP00000276570	0.3315506
9606.ENSP00000498215	0.33162
9606.ENSP00000410157	0.33162856
9606.ENSP00000320130	0.33162862
9606.ENSP00000316782	0.33181292
9606.ENSP00000411593	0.33181384
9606.ENSP00000429084	0.33181676
9606.ENSP00000403645	0.33182377
9606.ENSP00000356988	0.33193293
9606.ENSP00000430711	0.33194962
9606.ENSP00000483236	0.33195823
9606.ENSP00000331504	0.33195916
9606.ENSP00000249910	0.33197853
9606.ENSP00000374036	0.331986
9606.ENSP00000376417	0.3320608
9606.ENSP00000304767	0.33210984
9606.ENSP00000298892	0.3321369
9606.ENSP00000215980	0.3321429
9606.ENSP00000478396	0.3321722
9606.ENSP00000451211	0.3322054
9606.ENSP00000301246	0.33224383
9606.ENSP00000375822	0.3322536
9606.ENSP00000354361	0.33227548
9606.ENSP00000315247	0.33234304
9606.ENSP00000444660	0.33249593
9606.ENSP00000385834	0.3325133
9606.ENSP00000347602	0.33255517
9606.ENSP00000362948	0.33257735
9606.ENSP00000345773	0.3327693
9606.ENSP00000263071	0.33278152
9606.ENSP00000346240	0.3328247
9606.ENSP00000325017	0.3328645
9606.ENSP00000355480	0.3329533
9606.ENSP00000219281	0.33296883
9606.ENSP00000342278	0.33301622
9606.ENSP00000328059	0.3332
9606.ENSP00000496355	0.33324236
9606.ENSP00000219235	0.3332977
9606.ENSP00000374354	0.33336887
9606.ENSP00000322532	0.3333986
9606.ENSP00000341044	0.3334066
9606.ENSP00000337122	0.33345893
9606.ENSP00000229335	0.3334614
9606.ENSP00000270112	0.33347017
9606.ENSP00000447679	0.3334767
9606.ENSP00000229002	0.33353668
9606.ENSP00000368678	0.33354288
9606.ENSP00000222812	0.333576
9606.ENSP00000275300	0.33357722
9606.ENSP00000307634	0.33359298
9606.ENSP00000257894	0.33364853
9606.ENSP00000319052	0.33369163
9606.ENSP00000398798	0.33378732
9606.ENSP00000270631	0.3337993
9606.ENSP00000228468	0.33397278
9606.ENSP00000398722	0.33397704
9606.ENSP00000326858	0.33400387
9606.ENSP00000323670	0.33403346
9606.ENSP00000368447	0.33404756
9606.ENSP00000311121	0.3340635
9606.ENSP00000231061	0.33408356
9606.ENSP00000435565	0.33410394
9606.ENSP00000482810	0.33410865
9606.ENSP00000364613	0.33411688
9606.ENSP00000341243	0.33416477
9606.ENSP00000231238	0.3341677
9606.ENSP00000257430	0.334258
9606.ENSP00000273395	0.33437183
9606.ENSP00000441235	0.33438697
9606.ENSP00000389649	0.33438867
9606.ENSP00000381795	0.33446023
9606.ENSP00000309504	0.3344934
9606.ENSP00000313699	0.33453652
9606.ENSP00000344865	0.3345745
9606.ENSP00000312615	0.33460563
9606.ENSP00000379838	0.33470517
9606.ENSP00000296327	0.3347216
9606.ENSP00000387282	0.3348907
9606.ENSP00000264313	0.33496782
9606.ENSP00000403683	0.33503014
9606.ENSP00000302079	0.3350785
9606.ENSP00000420716	0.33512467
9606.ENSP00000263083	0.33513314
9606.ENSP00000375770	0.33513454
9606.ENSP00000354583	0.33514228
9606.ENSP00000469880	0.33519748
9606.ENSP00000258281	0.33520955
9606.ENSP00000299492	0.3352642
9606.ENSP00000385080	0.3352945
9606.ENSP00000448054	0.33537224
9606.ENSP00000354441	0.3353795
9606.ENSP00000352039	0.335423
9606.ENSP00000426941	0.33544812
9606.ENSP00000378340	0.33554
9606.ENSP00000365807	0.33555296
9606.ENSP00000295992	0.33563402
9606.ENSP00000226460	0.33570156
9606.ENSP00000270586	0.33571002
9606.ENSP00000393128	0.33572915
9606.ENSP00000412324	0.3357596
9606.ENSP00000368486	0.33579
9606.ENSP00000263578	0.3358216
9606.ENSP00000323047	0.33591992
9606.ENSP00000375267	0.33594
9606.ENSP00000406293	0.33605033
9606.ENSP00000263726	0.33614257
9606.ENSP00000361001	0.3362143
9606.ENSP00000365944	0.3362539
9606.ENSP00000251993	0.33628112
9606.ENSP00000333223	0.33631834
9606.ENSP00000330696	0.33633587
9606.ENSP00000312672	0.3363536
9606.ENSP00000287675	0.33635584
9606.ENSP00000308472	0.33636388
9606.ENSP00000384719	0.3364299
9606.ENSP00000311196	0.33651212
9606.ENSP00000272937	0.33655804
9606.ENSP00000327191	0.3365839
9606.ENSP00000379396	0.3365942
9606.ENSP00000011473	0.33666575
9606.ENSP00000256707	0.33670074
9606.ENSP00000312368	0.3367045
9606.ENSP00000334650	0.33675206
9606.ENSP00000390394	0.3367701
9606.ENSP00000309285	0.3368937
9606.ENSP00000216639	0.33694312
9606.ENSP00000381057	0.33696815
9606.ENSP00000354206	0.3370118
9606.ENSP00000372276	0.33711803
9606.ENSP00000315299	0.33714977
9606.ENSP00000305810	0.33716574
9606.ENSP00000274787	0.33718863
9606.ENSP00000255040	0.33721733
9606.ENSP00000358059	0.33741444
9606.ENSP00000264595	0.33743298
9606.ENSP00000348944	0.3374387
9606.ENSP00000261890	0.33746234
9606.ENSP00000438204	0.33750057
9606.ENSP00000333664	0.3375459
9606.ENSP00000386227	0.33754897
9606.ENSP00000342510	0.33755624
9606.ENSP00000362734	0.3375607
9606.ENSP00000355050	0.33757758
9606.ENSP00000483621	0.33758402
9606.ENSP00000458162	0.33764446
9606.ENSP00000442304	0.3376607
9606.ENSP00000371110	0.33767357
9606.ENSP00000263205	0.33770898
9606.ENSP00000307540	0.3377347
9606.ENSP00000291823	0.33774555
9606.ENSP00000315295	0.33779666
9606.ENSP00000296862	0.33781147
9606.ENSP00000261464	0.3378143
9606.ENSP00000421280	0.3378757
9606.ENSP00000399968	0.3379031
9606.ENSP00000369547	0.33797
9606.ENSP00000446058	0.33798257
9606.ENSP00000437073	0.33805722
9606.ENSP00000341198	0.33816075
9606.ENSP00000223210	0.33817482
9606.ENSP00000350676	0.33819
9606.ENSP00000323580	0.33821553
9606.ENSP00000338034	0.33822262
9606.ENSP00000367208	0.33826184
9606.ENSP00000378360	0.33826432
9606.ENSP00000333657	0.33831063
9606.ENSP00000420860	0.33832088
9606.ENSP00000480946	0.3383467
9606.ENSP00000382987	0.33839834
9606.ENSP00000216452	0.33848274
9606.ENSP00000360216	0.33852994
9606.ENSP00000481038	0.3386114
9606.ENSP00000365266	0.3386402
9606.ENSP00000258704	0.33864462
9606.ENSP00000363241	0.33871165
9606.ENSP00000354414	0.33874905
9606.ENSP00000263955	0.33878562
9606.ENSP00000384330	0.33878624
9606.ENSP00000357292	0.3388464
9606.ENSP00000369014	0.33889025
9606.ENSP00000302289	0.33890957
9606.ENSP00000352299	0.33898285
9606.ENSP00000458762	0.33916587
9606.ENSP00000383851	0.3391668
9606.ENSP00000397157	0.3392331
9606.ENSP00000307674	0.33924994
9606.ENSP00000263663	0.33928686
9606.ENSP00000288774	0.33928698
9606.ENSP00000379658	0.339307
9606.ENSP00000333539	0.33933076
9606.ENSP00000386787	0.33940852
9606.ENSP00000274353	0.33945176
9606.ENSP00000265734	0.3394729
9606.ENSP00000218758	0.339477
9606.ENSP00000341765	0.33949208
9606.ENSP00000453095	0.3396912
9606.ENSP00000262891	0.33970007
9606.ENSP00000307491	0.33972028
9606.ENSP00000391942	0.3397208
9606.ENSP00000309597	0.33973578
9606.ENSP00000265382	0.33978456
9606.ENSP00000484875	0.3399463
9606.ENSP00000347538	0.33996692
9606.ENSP00000351669	0.33996737
9606.ENSP00000357778	0.33997852
9606.ENSP00000392257	0.34012508
9606.ENSP00000411197	0.3401937
9606.ENSP00000382794	0.3402028
9606.ENSP00000319651	0.3402477
9606.ENSP00000340736	0.34026375
9606.ENSP00000251287	0.34026727
9606.ENSP00000157812	0.3403899
9606.ENSP00000386389	0.34048718
9606.ENSP00000307640	0.3405218
9606.ENSP00000174618	0.3405462
9606.ENSP00000420132	0.3405828
9606.ENSP00000438993	0.3406287
9606.ENSP00000326649	0.3406328
9606.ENSP00000333358	0.34063983
9606.ENSP00000494040	0.34067
9606.ENSP00000262067	0.3406971
9606.ENSP00000406197	0.34078455
9606.ENSP00000364524	0.34083453
9606.ENSP00000449386	0.34086382
9606.ENSP00000428858	0.3409329
9606.ENSP00000377492	0.3409527
9606.ENSP00000253796	0.34096998
9606.ENSP00000343701	0.3410698
9606.ENSP00000306999	0.34107724
9606.ENSP00000417710	0.34112653
9606.ENSP00000325266	0.34120002
9606.ENSP00000335038	0.34122217
9606.ENSP00000308354	0.34127942
9606.ENSP00000319255	0.34132865
9606.ENSP00000379643	0.34140298
9606.ENSP00000419539	0.34147763
9606.ENSP00000484715	0.3415385
9606.ENSP00000216500	0.34157887
9606.ENSP00000349568	0.34158248
9606.ENSP00000249007	0.341787
9606.ENSP00000310998	0.3417945
9606.ENSP00000297904	0.34181
9606.ENSP00000400101	0.34184
9606.ENSP00000361027	0.34185
9606.ENSP00000263073	0.34198242
9606.ENSP00000267273	0.34199807
9606.ENSP00000371994	0.34199813
9606.ENSP00000493137	0.34206998
9606.ENSP00000269053	0.3421011
9606.ENSP00000266126	0.34212303
9606.ENSP00000331500	0.34212786
9606.ENSP00000350718	0.34213907
9606.ENSP00000415011	0.3421697
9606.ENSP00000342818	0.34217706
9606.ENSP00000410339	0.34220356
9606.ENSP00000301939	0.34250256
9606.ENSP00000330631	0.34253109
9606.ENSP00000363516	0.34255525
9606.ENSP00000250916	0.34259284
9606.ENSP00000309542	0.34273517
9606.ENSP00000370508	0.34275034
9606.ENSP00000307726	0.34286478
9606.ENSP00000382800	0.3429051
9606.ENSP00000303575	0.3429198
9606.ENSP00000270824	0.34297135
9606.ENSP00000252979	0.3429714
9606.ENSP00000252603	0.34297785
9606.ENSP00000316674	0.34299454
9606.ENSP00000346892	0.34301
9606.ENSP00000379011	0.34304795
9606.ENSP00000261800	0.3431509
9606.ENSP00000296486	0.34317076
9606.ENSP00000265016	0.3432123
9606.ENSP00000296682	0.34324583
9606.ENSP00000271308	0.34326693
9606.ENSP00000300079	0.34327492
9606.ENSP00000446278	0.3433103
9606.ENSP00000297512	0.34339958
9606.ENSP00000262320	0.34341976
9606.ENSP00000295131	0.34344038
9606.ENSP00000437125	0.34344253
9606.ENSP00000261226	0.3434809
9606.ENSP00000358820	0.3435799
9606.ENSP00000493355	0.34363225
9606.ENSP00000343617	0.3436437
9606.ENSP00000254976	0.34369084
9606.ENSP00000261596	0.3437038
9606.ENSP00000246070	0.34372568
9606.ENSP00000318486	0.34378415
9606.ENSP00000161559	0.3437878
9606.ENSP00000372059	0.34381863
9606.ENSP00000302276	0.3438217
9606.ENSP00000260126	0.34382635
9606.ENSP00000369860	0.34385
9606.ENSP00000295927	0.34389886
9606.ENSP00000355133	0.3438995
9606.ENSP00000301488	0.34393397
9606.ENSP00000301190	0.34394515
9606.ENSP00000261858	0.3439507
9606.ENSP00000393541	0.34396842
9606.ENSP00000440288	0.34397736
9606.ENSP00000360798	0.34399936
9606.ENSP00000231887	0.3440615
9606.ENSP00000342385	0.34410498
9606.ENSP00000040877	0.3441409
9606.ENSP00000454804	0.34417832
9606.ENSP00000353575	0.34427017
9606.ENSP00000357625	0.34429896
9606.ENSP00000481920	0.34451267
9606.ENSP00000376432	0.34453073
9606.ENSP00000497483	0.34456655
9606.ENSP00000441765	0.34459993
9606.ENSP00000480524	0.34467846
9606.ENSP00000355523	0.34471676
9606.ENSP00000316329	0.34472436
9606.ENSP00000363136	0.3447857
9606.ENSP00000274255	0.34482166
9606.ENSP00000378557	0.3448253
9606.ENSP00000298181	0.34502
9606.ENSP00000402537	0.34502512
9606.ENSP00000397050	0.34504643
9606.ENSP00000320488	0.34508383
9606.ENSP00000476821	0.3450875
9606.ENSP00000464258	0.34511533
9606.ENSP00000368017	0.345134
9606.ENSP00000481022	0.3452054
9606.ENSP00000244043	0.3452125
9606.ENSP00000225577	0.34521857
9606.ENSP00000346981	0.34537303
9606.ENSP00000328016	0.34541273
9606.ENSP00000261038	0.34541517
9606.ENSP00000274364	0.34543306
9606.ENSP00000460602	0.34550184
9606.ENSP00000366135	0.34553593
9606.ENSP00000317790	0.34565765
9606.ENSP00000324422	0.34573868
9606.ENSP00000340200	0.34575197
9606.ENSP00000308689	0.3458818
9606.ENSP00000361914	0.3459499
9606.ENSP00000479202	0.3460349
9606.ENSP00000378426	0.3460555
9606.ENSP00000264824	0.34605974
9606.ENSP00000369081	0.34608346
9606.ENSP00000362590	0.3461217
9606.ENSP00000430110	0.34612602
9606.ENSP00000343782	0.34615675
9606.ENSP00000219315	0.34615713
9606.ENSP00000462647	0.34619388
9606.ENSP00000433427	0.34627
9606.ENSP00000466561	0.34629267
9606.ENSP00000449328	0.3462953
9606.ENSP00000496832	0.34637144
9606.ENSP00000317404	0.34638786
9606.ENSP00000363259	0.34639066
9606.ENSP00000312311	0.3464088
9606.ENSP00000406229	0.34649783
9606.ENSP00000387334	0.34650105
9606.ENSP00000265627	0.34655398
9606.ENSP00000501265	0.3466594
9606.ENSP00000480186	0.34666035
9606.ENSP00000313809	0.34666568
9606.ENSP00000265909	0.3467198
9606.ENSP00000253801	0.3467262
9606.ENSP00000375478	0.3467482
9606.ENSP00000445725	0.3468037
9606.ENSP00000368332	0.34683
9606.ENSP00000339136	0.34684
9606.ENSP00000456477	0.34687343
9606.ENSP00000308583	0.3469144
9606.ENSP00000292641	0.3469197
9606.ENSP00000377344	0.34699073
9606.ENSP00000339449	0.34700832
9606.ENSP00000484615	0.34707135
9606.ENSP00000200676	0.3470958
9606.ENSP00000284719	0.34712863
9606.ENSP00000392678	0.34715384
9606.ENSP00000469035	0.34716365
9606.ENSP00000324920	0.34718472
9606.ENSP00000340466	0.3471933
9606.ENSP00000385725	0.34721628
9606.ENSP00000310596	0.34727484
9606.ENSP00000358810	0.34732097
9606.ENSP00000327724	0.34734955
9606.ENSP00000386378	0.34734988
9606.ENSP00000361658	0.34735787
9606.ENSP00000308873	0.34741148
9606.ENSP00000268655	0.34743923
9606.ENSP00000279281	0.3475007
9606.ENSP00000367139	0.347501
9606.ENSP00000295731	0.34750885
9606.ENSP00000366800	0.34754217
9606.ENSP00000365411	0.3475498
9606.ENSP00000419765	0.34758538
9606.ENSP00000336762	0.3476026
9606.ENSP00000261900	0.34763658
9606.ENSP00000260803	0.34767586
9606.ENSP00000420714	0.34772784
9606.ENSP00000355377	0.3477303
9606.ENSP00000311505	0.34774283
9606.ENSP00000310447	0.3478085
9606.ENSP00000220325	0.34784657
9606.ENSP00000387523	0.34788942
9606.ENSP00000355330	0.34796074
9606.ENSP00000287295	0.34804
9606.ENSP00000327916	0.34808123
9606.ENSP00000376227	0.34812173
9606.ENSP00000303709	0.3481435
9606.ENSP00000337998	0.34816682
9606.ENSP00000247461	0.34820062
9606.ENSP00000371003	0.34820515
9606.ENSP00000377836	0.34823
9606.ENSP00000357998	0.34823036
9606.ENSP00000440502	0.34826875
9606.ENSP00000349437	0.34827268
9606.ENSP00000342114	0.34833416
9606.ENSP00000244763	0.3484059
9606.ENSP00000350686	0.34850243
9606.ENSP00000261407	0.34852636
9606.ENSP00000356981	0.34856153
9606.ENSP00000269445	0.3485783
9606.ENSP00000328245	0.34862176
9606.ENSP00000299440	0.34864435
9606.ENSP00000375081	0.34873667
9606.ENSP00000222286	0.3487867
9606.ENSP00000464849	0.34879795
9606.ENSP00000384400	0.34882998
9606.ENSP00000333837	0.34885544
9606.ENSP00000391101	0.34890047
9606.ENSP00000253262	0.3489732
9606.ENSP00000424040	0.34897366
9606.ENSP00000430282	0.349037
9606.ENSP00000416662	0.3490815
9606.ENSP00000342374	0.34919778
9606.ENSP00000355645	0.34920436
9606.ENSP00000364886	0.3492996
9606.ENSP00000315357	0.3493068
9606.ENSP00000353904	0.34946424
9606.ENSP00000376603	0.3495018
9606.ENSP00000297785	0.34953403
9606.ENSP00000483888	0.34956568
9606.ENSP00000265769	0.34958303
9606.ENSP00000391803	0.34965014
9606.ENSP00000385428	0.34966615
9606.ENSP00000263932	0.34968182
9606.ENSP00000308292	0.34969404
9606.ENSP00000263754	0.34970084
9606.ENSP00000301329	0.34977356
9606.ENSP00000463013	0.34977674
