ids	values
9606.ENSP00000356047	0.057412393
9606.ENSP00000378650	0.057417314
9606.ENSP00000312379	0.05747822
9606.ENSP00000356247	0.057553828
9606.ENSP00000485238	0.057592016
9606.ENSP00000382423	0.057611283
9606.ENSP00000474487	0.057624467
9606.ENSP00000267750	0.05773273
9606.ENSP00000324403	0.057742108
9606.ENSP00000328515	0.057827447
9606.ENSP00000367552	0.057865553
9606.ENSP00000358549	0.057948757
9606.ENSP00000438483	0.05796761
9606.ENSP00000356989	0.05799902
9606.ENSP00000317232	0.058019914
9606.ENSP00000333593	0.058105648
9606.ENSP00000496250	0.05819506
9606.ENSP00000249269	0.058312844
9606.ENSP00000256383	0.05836037
9606.ENSP00000479708	0.058384493
9606.ENSP00000334501	0.058428
9606.ENSP00000259241	0.058495894
9606.ENSP00000262960	0.058546394
9606.ENSP00000296161	0.058575995
9606.ENSP00000499387	0.058599956
9606.ENSP00000408058	0.05863561
9606.ENSP00000377934	0.05868582
9606.ENSP00000278612	0.058701593
9606.ENSP00000433343	0.058720745
9606.ENSP00000271688	0.058726694
9606.ENSP00000275730	0.058755707
9606.ENSP00000313432	0.0587559
9606.ENSP00000461879	0.05879658
9606.ENSP00000352257	0.058893938
9606.ENSP00000263702	0.058906075
9606.ENSP00000441369	0.05891009
9606.ENSP00000347649	0.0589263
9606.ENSP00000382507	0.058957715
9606.ENSP00000325958	0.058970846
9606.ENSP00000312143	0.058993936
9606.ENSP00000310657	0.0590165
9606.ENSP00000320291	0.059054617
9606.ENSP00000340019	0.059055757
9606.ENSP00000352021	0.059062306
9606.ENSP00000298573	0.05906496
9606.ENSP00000347119	0.059086
9606.ENSP00000416739	0.05908855
9606.ENSP00000264279	0.05911692
9606.ENSP00000243924	0.059158467
9606.ENSP00000326070	0.059174735
9606.ENSP00000222674	0.05926563
9606.ENSP00000320509	0.0593176
9606.ENSP00000290295	0.05935609
9606.ENSP00000352271	0.059372313
9606.ENSP00000307858	0.059421618
9606.ENSP00000306991	0.05942198
9606.ENSP00000363001	0.05942256
9606.ENSP00000333948	0.05944425
9606.ENSP00000216129	0.05953777
9606.ENSP00000228506	0.059627425
9606.ENSP00000384629	0.059645236
9606.ENSP00000372394	0.059646823
9606.ENSP00000442224	0.059693202
9606.ENSP00000345243	0.05975922
9606.ENSP00000261835	0.059795506
9606.ENSP00000419503	0.059801526
9606.ENSP00000304419	0.05984259
9606.ENSP00000276282	0.059864257
9606.ENSP00000377971	0.05993669
9606.ENSP00000222693	0.05996702
9606.ENSP00000345361	0.060010996
9606.ENSP00000368164	0.060022254
9606.ENSP00000358466	0.060032
9606.ENSP00000263093	0.060114264
9606.ENSP00000438388	0.060120717
9606.ENSP00000384359	0.06013555
9606.ENSP00000285670	0.06015592
9606.ENSP00000296786	0.060175564
9606.ENSP00000263774	0.060193226
9606.ENSP00000292090	0.060195424
9606.ENSP00000295589	0.060248505
9606.ENSP00000374240	0.06027474
9606.ENSP00000366789	0.060289275
9606.ENSP00000499522	0.06029075
9606.ENSP00000367658	0.060309257
9606.ENSP00000405012	0.060328323
9606.ENSP00000265343	0.060342073
9606.ENSP00000362836	0.060352787
9606.ENSP00000254695	0.060383104
9606.ENSP00000278853	0.060463846
9606.ENSP00000364403	0.060494658
9606.ENSP00000377854	0.06051986
9606.ENSP00000269973	0.060576417
9606.ENSP00000298355	0.060586136
9606.ENSP00000376307	0.060649317
9606.ENSP00000377195	0.060658377
9606.ENSP00000264156	0.060677685
9606.ENSP00000265970	0.0606911
9606.ENSP00000319071	0.060720447
9606.ENSP00000350267	0.060792334
9606.ENSP00000361423	0.06081765
9606.ENSP00000314480	0.06082171
9606.ENSP00000340688	0.06082229
9606.ENSP00000332812	0.060829584
9606.ENSP00000380880	0.060934626
9606.ENSP00000295317	0.060939807
9606.ENSP00000229795	0.06102039
9606.ENSP00000453508	0.061036386
9606.ENSP00000346874	0.061131272
9606.ENSP00000386306	0.061131395
9606.ENSP00000494321	0.061174713
9606.ENSP00000493382	0.06121755
9606.ENSP00000392395	0.061237365
9606.ENSP00000432104	0.06125788
9606.ENSP00000456340	0.06126351
9606.ENSP00000280295	0.061287444
9606.ENSP00000350005	0.061311685
9606.ENSP00000357881	0.06133797
9606.ENSP00000367664	0.061365
9606.ENSP00000273596	0.06137898
9606.ENSP00000302485	0.061502967
9606.ENSP00000481114	0.06152032
9606.ENSP00000253814	0.061532486
9606.ENSP00000368544	0.06158195
9606.ENSP00000357966	0.06164749
9606.ENSP00000481559	0.06165209
9606.ENSP00000360147	0.061682
9606.ENSP00000287748	0.06170708
9606.ENSP00000490107	0.061711792
9606.ENSP00000343118	0.061728425
9606.ENSP00000272425	0.061738715
9606.ENSP00000363149	0.06174335
9606.ENSP00000299736	0.061802257
9606.ENSP00000339340	0.061812676
9606.ENSP00000391137	0.06182908
9606.ENSP00000224807	0.061841335
9606.ENSP00000385823	0.061960217
9606.ENSP00000331720	0.061960757
9606.ENSP00000258385	0.061990492
9606.ENSP00000182290	0.062001962
9606.ENSP00000307275	0.062120955
9606.ENSP00000419184	0.062150717
9606.ENSP00000429900	0.062154256
9606.ENSP00000388723	0.062160697
9606.ENSP00000480484	0.062166806
9606.ENSP00000363694	0.062186673
9606.ENSP00000233615	0.062191833
9606.ENSP00000376568	0.062314577
9606.ENSP00000326232	0.062339645
9606.ENSP00000341677	0.062422585
9606.ENSP00000443021	0.062460672
9606.ENSP00000444210	0.062496
9606.ENSP00000356265	0.06256058
9606.ENSP00000252971	0.06260029
9606.ENSP00000229771	0.06260737
9606.ENSP00000264380	0.06263666
9606.ENSP00000500595	0.06269234
9606.ENSP00000263735	0.06271668
9606.ENSP00000358737	0.06273188
9606.ENSP00000216442	0.06273935
9606.ENSP00000417207	0.062756
9606.ENSP00000359871	0.062790826
9606.ENSP00000366828	0.062795
9606.ENSP00000421736	0.06282462
9606.ENSP00000234170	0.06283886
9606.ENSP00000225525	0.0629344
9606.ENSP00000343746	0.06293591
9606.ENSP00000495556	0.062995
9606.ENSP00000265643	0.06300995
9606.ENSP00000216121	0.06302793
9606.ENSP00000410798	0.06304542
9606.ENSP00000300811	0.063054316
9606.ENSP00000318094	0.06306017
9606.ENSP00000296420	0.06308417
9606.ENSP00000329056	0.063088
9606.ENSP00000263187	0.06313087
9606.ENSP00000211287	0.06318435
9606.ENSP00000381499	0.06320708
9606.ENSP00000216127	0.06326571
9606.ENSP00000267853	0.06336898
9606.ENSP00000442477	0.06337511
9606.ENSP00000354511	0.06347168
9606.ENSP00000237283	0.06347974
9606.ENSP00000223398	0.06349068
9606.ENSP00000363384	0.06358392
9606.ENSP00000420484	0.06362856
9606.ENSP00000346088	0.063643605
9606.ENSP00000419126	0.06365397
9606.ENSP00000279168	0.063680165
9606.ENSP00000308318	0.063688956
9606.ENSP00000436047	0.06370912
9606.ENSP00000289382	0.06374675
9606.ENSP00000302105	0.06375095
9606.ENSP00000357320	0.063803725
9606.ENSP00000269848	0.06383231
9606.ENSP00000499900	0.06385265
9606.ENSP00000475270	0.06387121
9606.ENSP00000379898	0.06387759
9606.ENSP00000484263	0.06389812
9606.ENSP00000401867	0.06398999
9606.ENSP00000475924	0.064019494
9606.ENSP00000291700	0.06402285
9606.ENSP00000353203	0.06403276
9606.ENSP00000219139	0.064070836
9606.ENSP00000338728	0.06407235
9606.ENSP00000377043	0.06408788
9606.ENSP00000353791	0.06409777
9606.ENSP00000376197	0.06410587
9606.ENSP00000216071	0.06414693
9606.ENSP00000249887	0.06418035
9606.ENSP00000262109	0.06426691
9606.ENSP00000476672	0.06428815
9606.ENSP00000346065	0.06435392
9606.ENSP00000363161	0.06437154
9606.ENSP00000344791	0.06441912
9606.ENSP00000357040	0.06453877
9606.ENSP00000395704	0.0645744
9606.ENSP00000357927	0.06462716
9606.ENSP00000381058	0.064632095
9606.ENSP00000377411	0.064632475
9606.ENSP00000476820	0.06463328
9606.ENSP00000354040	0.06467972
9606.ENSP00000265723	0.06468455
9606.ENSP00000046087	0.06470235
9606.ENSP00000378350	0.06470656
9606.ENSP00000307515	0.0647442
9606.ENSP00000419692	0.06475107
9606.ENSP00000276927	0.06476302
9606.ENSP00000257861	0.06482617
9606.ENSP00000296859	0.06483702
9606.ENSP00000248594	0.0648389
9606.ENSP00000215812	0.06486625
9606.ENSP00000406933	0.065038234
9606.ENSP00000382071	0.06506131
9606.ENSP00000297848	0.06508438
9606.ENSP00000380227	0.065120004
9606.ENSP00000301765	0.06515022
9606.ENSP00000428544	0.065221846
9606.ENSP00000287647	0.065267056
9606.ENSP00000325313	0.06527137
9606.ENSP00000275820	0.06531427
9606.ENSP00000414597	0.06541052
9606.ENSP00000354724	0.06542734
9606.ENSP00000339017	0.06543503
9606.ENSP00000357981	0.06544798
9606.ENSP00000263253	0.06548313
9606.ENSP00000481773	0.06548771
9606.ENSP00000358674	0.065509
9606.ENSP00000362817	0.06551333
9606.ENSP00000233630	0.0655223
9606.ENSP00000301904	0.06555749
9606.ENSP00000267460	0.065619506
9606.ENSP00000264167	0.06562191
9606.ENSP00000409315	0.06562379
9606.ENSP00000385808	0.06567221
9606.ENSP00000333363	0.0656763
9606.ENSP00000323927	0.06568377
9606.ENSP00000335082	0.0656894
9606.ENSP00000437188	0.065713555
9606.ENSP00000367545	0.0657306
9606.ENSP00000012443	0.06576443
9606.ENSP00000489959	0.06584577
9606.ENSP00000259229	0.06586122
9606.ENSP00000408527	0.06586159
9606.ENSP00000263094	0.065863594
9606.ENSP00000470152	0.06587821
9606.ENSP00000263256	0.065891445
9606.ENSP00000296435	0.0659154
9606.ENSP00000386717	0.06591689
9606.ENSP00000329904	0.065925665
9606.ENSP00000275493	0.06595214
9606.ENSP00000267119	0.06599148
9606.ENSP00000369578	0.06599312
9606.ENSP00000303522	0.06600274
9606.ENSP00000477979	0.06602402
9606.ENSP00000366330	0.06602741
9606.ENSP00000359127	0.06603144
9606.ENSP00000340989	0.06603263
9606.ENSP00000382518	0.06608479
9606.ENSP00000483312	0.06613403
9606.ENSP00000292246	0.06614459
9606.ENSP00000444889	0.06614524
9606.ENSP00000385006	0.06614559
9606.ENSP00000426271	0.06619331
9606.ENSP00000360421	0.06628613
9606.ENSP00000386896	0.066333085
9606.ENSP00000347322	0.06633519
9606.ENSP00000330945	0.06634978
9606.ENSP00000225609	0.066376455
9606.ENSP00000360455	0.066393
9606.ENSP00000402723	0.06646558
9606.ENSP00000302846	0.06647748
9606.ENSP00000230431	0.066489786
9606.ENSP00000252050	0.06651402
9606.ENSP00000323782	0.06651629
9606.ENSP00000300557	0.06656891
9606.ENSP00000493181	0.06664334
9606.ENSP00000343899	0.06665446
9606.ENSP00000233638	0.06672426
9606.ENSP00000308695	0.066752456
9606.ENSP00000357323	0.06689576
9606.ENSP00000350036	0.06694912
9606.ENSP00000437082	0.06700931
9606.ENSP00000345445	0.06703609
9606.ENSP00000281806	0.067046255
9606.ENSP00000253968	0.06720872
9606.ENSP00000237696	0.06723027
9606.ENSP00000281928	0.06724556
9606.ENSP00000300060	0.067265466
9606.ENSP00000299320	0.06727842
9606.ENSP00000459580	0.06729902
9606.ENSP00000336524	0.067311436
9606.ENSP00000389554	0.06732609
9606.ENSP00000272462	0.067339435
9606.ENSP00000431376	0.06739251
9606.ENSP00000477548	0.06745432
9606.ENSP00000272133	0.06745854
9606.ENSP00000417706	0.06746208
9606.ENSP00000464872	0.067627564
9606.ENSP00000301365	0.06762904
9606.ENSP00000370882	0.06763653
9606.ENSP00000262294	0.06765833
9606.ENSP00000418668	0.06771098
9606.ENSP00000262633	0.06773667
9606.ENSP00000368356	0.06776262
9606.ENSP00000321038	0.06777277
9606.ENSP00000243440	0.067805715
9606.ENSP00000497164	0.06781378
9606.ENSP00000288490	0.06782332
9606.ENSP00000364632	0.06788668
9606.ENSP00000366898	0.06795546
9606.ENSP00000356713	0.068008244
9606.ENSP00000354487	0.06809267
9606.ENSP00000358294	0.06810335
9606.ENSP00000302790	0.06814034
9606.ENSP00000441980	0.06820823
9606.ENSP00000231721	0.06820853
9606.ENSP00000358262	0.06822866
9606.ENSP00000393260	0.06823397
9606.ENSP00000455041	0.06827238
9606.ENSP00000337432	0.068273336
9606.ENSP00000411152	0.06829545
9606.ENSP00000318355	0.06829877
9606.ENSP00000254190	0.06834278
9606.ENSP00000345793	0.06839797
9606.ENSP00000441032	0.06844917
9606.ENSP00000400252	0.06848615
9606.ENSP00000280057	0.06855925
9606.ENSP00000332592	0.068560876
9606.ENSP00000276893	0.06861294
9606.ENSP00000268138	0.06864082
9606.ENSP00000344208	0.068661205
9606.ENSP00000306625	0.068674944
9606.ENSP00000029410	0.06868323
9606.ENSP00000495750	0.06872071
9606.ENSP00000465261	0.06873412
9606.ENSP00000302724	0.06874885
9606.ENSP00000359603	0.06880321
9606.ENSP00000450853	0.06887827
9606.ENSP00000462945	0.068927735
9606.ENSP00000380661	0.068944946
9606.ENSP00000370748	0.06895185
9606.ENSP00000393631	0.068965994
9606.ENSP00000416750	0.06899419
9606.ENSP00000227155	0.069030546
9606.ENSP00000345731	0.06908585
9606.ENSP00000387010	0.06913115
9606.ENSP00000403042	0.06914765
9606.ENSP00000002125	0.069148175
9606.ENSP00000339813	0.06914954
9606.ENSP00000267436	0.06918146
9606.ENSP00000255224	0.06918481
9606.ENSP00000410470	0.06921666
9606.ENSP00000320521	0.069228
9606.ENSP00000274341	0.06925282
9606.ENSP00000368314	0.06926881
9606.ENSP00000452796	0.06928812
9606.ENSP00000356389	0.06934655
9606.ENSP00000268766	0.06937667
9606.ENSP00000366690	0.06938999
9606.ENSP00000381489	0.06939166
9606.ENSP00000269503	0.0693951
9606.ENSP00000389399	0.06940297
9606.ENSP00000363641	0.06942845
9606.ENSP00000336729	0.06950771
9606.ENSP00000310375	0.06954023
9606.ENSP00000473665	0.06958768
9606.ENSP00000338641	0.069619
9606.ENSP00000407546	0.06964831
9606.ENSP00000333938	0.06965463
9606.ENSP00000292672	0.06970867
9606.ENSP00000331545	0.06976398
9606.ENSP00000221980	0.06977347
9606.ENSP00000479291	0.069787085
9606.ENSP00000345492	0.06983776
9606.ENSP00000259239	0.06985607
9606.ENSP00000429344	0.0698829
9606.ENSP00000359018	0.069896266
9606.ENSP00000339090	0.069948
9606.ENSP00000311449	0.069958344
9606.ENSP00000356444	0.070039816
9606.ENSP00000312664	0.070042364
9606.ENSP00000369699	0.070126
9606.ENSP00000469591	0.07019302
9606.ENSP00000357612	0.07019905
9606.ENSP00000359606	0.07025819
9606.ENSP00000216214	0.070420764
9606.ENSP00000271638	0.070456035
9606.ENSP00000382097	0.07051058
9606.ENSP00000206765	0.07053903
9606.ENSP00000344942	0.070542075
9606.ENSP00000361310	0.07057925
9606.ENSP00000371175	0.07058107
9606.ENSP00000300184	0.070616126
9606.ENSP00000364118	0.07062961
9606.ENSP00000301305	0.070704915
9606.ENSP00000367890	0.0707058
9606.ENSP00000451506	0.07073421
9606.ENSP00000476253	0.070842326
9606.ENSP00000323853	0.070854634
9606.ENSP00000025301	0.07087294
9606.ENSP00000391747	0.070999436
9606.ENSP00000384848	0.071007185
9606.ENSP00000395590	0.07101366
9606.ENSP00000329880	0.07101651
9606.ENSP00000479679	0.07103645
9606.ENSP00000335196	0.07105463
9606.ENSP00000338607	0.07107799
9606.ENSP00000357448	0.07108431
9606.ENSP00000319140	0.07114275
9606.ENSP00000361120	0.07117428
9606.ENSP00000421544	0.071231775
9606.ENSP00000332791	0.071241
9606.ENSP00000446184	0.07126024
9606.ENSP00000309116	0.07129003
9606.ENSP00000323068	0.07133495
9606.ENSP00000377504	0.07133673
9606.ENSP00000373472	0.07145598
9606.ENSP00000322730	0.07149449
9606.ENSP00000372857	0.07151104
9606.ENSP00000300571	0.071558364
9606.ENSP00000262510	0.071559645
9606.ENSP00000306340	0.07156708
9606.ENSP00000366307	0.07160134
9606.ENSP00000494831	0.07161442
9606.ENSP00000232424	0.07162951
9606.ENSP00000329200	0.07167768
9606.ENSP00000378328	0.07172228
9606.ENSP00000266025	0.071796015
9606.ENSP00000266542	0.07182917
9606.ENSP00000263274	0.071866706
9606.ENSP00000337443	0.071942486
9606.ENSP00000499241	0.07196029
9606.ENSP00000300896	0.07202084
9606.ENSP00000271651	0.07204762
9606.ENSP00000468032	0.07205186
9606.ENSP00000334474	0.072071046
9606.ENSP00000349087	0.07207639
9606.ENSP00000426237	0.072084375
9606.ENSP00000233575	0.072088644
9606.ENSP00000313854	0.07209145
9606.ENSP00000349439	0.07218747
9606.ENSP00000285116	0.07229477
9606.ENSP00000376097	0.07230661
9606.ENSP00000380948	0.07231631
9606.ENSP00000361411	0.0723241
9606.ENSP00000377003	0.072324894
9606.ENSP00000364119	0.072329745
9606.ENSP00000346298	0.07234911
9606.ENSP00000272444	0.07236997
9606.ENSP00000192314	0.07241021
9606.ENSP00000238609	0.07249428
9606.ENSP00000362082	0.07249886
9606.ENSP00000452521	0.072499745
9606.ENSP00000331040	0.07251617
9606.ENSP00000293373	0.07255333
9606.ENSP00000303580	0.07255885
9606.ENSP00000401328	0.072570264
9606.ENSP00000282185	0.07266218
9606.ENSP00000242784	0.07267071
9606.ENSP00000283309	0.07269625
9606.ENSP00000306497	0.07274533
9606.ENSP00000366273	0.072809
9606.ENSP00000276420	0.07286235
9606.ENSP00000194214	0.07292222
9606.ENSP00000329995	0.072923325
9606.ENSP00000349547	0.0729765
9606.ENSP00000343581	0.0730722
9606.ENSP00000267807	0.0731278
9606.ENSP00000367086	0.073154286
9606.ENSP00000307004	0.07317291
9606.ENSP00000293443	0.073203884
9606.ENSP00000331845	0.07324094
9606.ENSP00000365687	0.07330267
9606.ENSP00000355741	0.07332154
9606.ENSP00000334379	0.07333461
9606.ENSP00000233154	0.07333821
9606.ENSP00000377390	0.073339246
9606.ENSP00000369581	0.07337506
9606.ENSP00000225388	0.07342667
9606.ENSP00000344465	0.0734482
9606.ENSP00000345656	0.07345371
9606.ENSP00000225576	0.07347523
9606.ENSP00000376103	0.073476605
9606.ENSP00000334008	0.07349246
9606.ENSP00000389466	0.073524
9606.ENSP00000414378	0.0735533
9606.ENSP00000426120	0.07357807
9606.ENSP00000357873	0.07359626
9606.ENSP00000335158	0.0736008
9606.ENSP00000381070	0.07362746
9606.ENSP00000013222	0.07373194
9606.ENSP00000258200	0.07374384
9606.ENSP00000264451	0.07374654
9606.ENSP00000357588	0.07375311
9606.ENSP00000361875	0.07377917
9606.ENSP00000262768	0.07377951
9606.ENSP00000457962	0.07386507
9606.ENSP00000345192	0.07387483
9606.ENSP00000464512	0.07387981
9606.ENSP00000484852	0.07390272
9606.ENSP00000319673	0.07392744
9606.ENSP00000256785	0.07404549
9606.ENSP00000236850	0.074080564
9606.ENSP00000262947	0.07408069
9606.ENSP00000439402	0.07408667
9606.ENSP00000393762	0.074138805
9606.ENSP00000359675	0.074202575
9606.ENSP00000225737	0.074263416
9606.ENSP00000296776	0.07428682
9606.ENSP00000348162	0.07429937
9606.ENSP00000341214	0.07437549
9606.ENSP00000348442	0.074382275
9606.ENSP00000338030	0.07439676
9606.ENSP00000362820	0.07443256
9606.ENSP00000312150	0.074463494
9606.ENSP00000350547	0.074465916
9606.ENSP00000354294	0.074489
9606.ENSP00000259938	0.07449255
9606.ENSP00000368592	0.07450262
9606.ENSP00000233025	0.07455912
9606.ENSP00000378996	0.07457576
9606.ENSP00000330572	0.07460429
9606.ENSP00000313875	0.07472932
9606.ENSP00000345659	0.07474018
9606.ENSP00000482445	0.0747576
9606.ENSP00000441929	0.07481018
9606.ENSP00000353874	0.074864805
9606.ENSP00000419279	0.07490946
9606.ENSP00000338352	0.07505264
9606.ENSP00000202816	0.07506622
9606.ENSP00000344666	0.07506693
9606.ENSP00000370337	0.07507591
9606.ENSP00000371180	0.07514804
9606.ENSP00000400312	0.07515676
9606.ENSP00000481594	0.07525688
9606.ENSP00000356093	0.075266495
9606.ENSP00000349181	0.07527414
9606.ENSP00000311401	0.0753009
9606.ENSP00000358210	0.07532833
9606.ENSP00000310335	0.075359635
9606.ENSP00000398523	0.075363
9606.ENSP00000477527	0.0754577
9606.ENSP00000481721	0.075475916
9606.ENSP00000418983	0.075479805
9606.ENSP00000359910	0.075540654
9606.ENSP00000440556	0.0755508
9606.ENSP00000224337	0.0755553
9606.ENSP00000344572	0.075575694
9606.ENSP00000296181	0.075590424
9606.ENSP00000160262	0.075619966
9606.ENSP00000287641	0.07564495
9606.ENSP00000332288	0.075702704
9606.ENSP00000361603	0.075712286
9606.ENSP00000344468	0.07580863
9606.ENSP00000362183	0.07592356
9606.ENSP00000263339	0.075931855
9606.ENSP00000368503	0.07594609
9606.ENSP00000364515	0.07594884
9606.ENSP00000345055	0.07600827
9606.ENSP00000408342	0.07603062
9606.ENSP00000269394	0.076043405
9606.ENSP00000480122	0.076064
9606.ENSP00000367527	0.07606697
9606.ENSP00000361777	0.0760811
9606.ENSP00000385110	0.076118305
9606.ENSP00000351446	0.076122805
9606.ENSP00000385096	0.07614909
9606.ENSP00000363135	0.07620445
9606.ENSP00000359411	0.0762688
9606.ENSP00000273317	0.07628755
9606.ENSP00000376304	0.07637453
9606.ENSP00000363031	0.0763892
9606.ENSP00000305975	0.07641843
9606.ENSP00000480489	0.076525226
9606.ENSP00000273550	0.0765983
9606.ENSP00000264463	0.07663877
9606.ENSP00000497931	0.07665986
9606.ENSP00000264029	0.0767029
9606.ENSP00000410242	0.0767095
9606.ENSP00000322837	0.07672367
9606.ENSP00000356785	0.07672513
9606.ENSP00000460437	0.076743536
9606.ENSP00000173898	0.076751
9606.ENSP00000329093	0.07690636
9606.ENSP00000436682	0.07692895
9606.ENSP00000359049	0.07694282
9606.ENSP00000290291	0.077037744
9606.ENSP00000370303	0.07704564
9606.ENSP00000419377	0.07721061
9606.ENSP00000262127	0.077213936
9606.ENSP00000418803	0.07721803
9606.ENSP00000361231	0.07725487
9606.ENSP00000494468	0.07726505
9606.ENSP00000260818	0.077297725
9606.ENSP00000463574	0.07733099
9606.ENSP00000453076	0.07733561
9606.ENSP00000245206	0.07737237
9606.ENSP00000315505	0.07740038
9606.ENSP00000260570	0.07743423
9606.ENSP00000293777	0.07747914
9606.ENSP00000325018	0.077488415
9606.ENSP00000483453	0.07749909
9606.ENSP00000267199	0.07752475
9606.ENSP00000347484	0.077596106
9606.ENSP00000204549	0.07763706
9606.ENSP00000254900	0.0776621
9606.ENSP00000315118	0.0776947
9606.ENSP00000223862	0.07771352
9606.ENSP00000442053	0.07774081
9606.ENSP00000349945	0.07778943
9606.ENSP00000451030	0.07785749
9606.ENSP00000309538	0.0778777
9606.ENSP00000323635	0.07791626
9606.ENSP00000346550	0.07793075
9606.ENSP00000364550	0.077966
9606.ENSP00000362931	0.07800694
9606.ENSP00000436318	0.07803215
9606.ENSP00000331907	0.0780395
9606.ENSP00000360162	0.078046
9606.ENSP00000386125	0.078068085
9606.ENSP00000300527	0.07814821
9606.ENSP00000368140	0.07817278
9606.ENSP00000417273	0.078185074
9606.ENSP00000232564	0.07826924
9606.ENSP00000401720	0.078274
9606.ENSP00000491717	0.07828365
9606.ENSP00000369728	0.07828734
9606.ENSP00000351407	0.0782962
9606.ENSP00000363349	0.07842225
9606.ENSP00000355747	0.07845014
9606.ENSP00000366413	0.07850252
9606.ENSP00000467286	0.07852859
9606.ENSP00000316675	0.07857229
9606.ENSP00000367476	0.07862522
9606.ENSP00000289968	0.07872771
9606.ENSP00000351327	0.078751
9606.ENSP00000314129	0.078773
9606.ENSP00000246553	0.078932606
9606.ENSP00000204726	0.078945704
9606.ENSP00000345195	0.078984
9606.ENSP00000385727	0.07900855
9606.ENSP00000382021	0.07901976
9606.ENSP00000359295	0.07908499
9606.ENSP00000292596	0.07919789
9606.ENSP00000381089	0.07920127
9606.ENSP00000379904	0.07923273
9606.ENSP00000227752	0.079257116
9606.ENSP00000312770	0.07925939
9606.ENSP00000381488	0.0793447
9606.ENSP00000365220	0.079394385
9606.ENSP00000470972	0.079417445
9606.ENSP00000358089	0.07946049
9606.ENSP00000469194	0.07948459
9606.ENSP00000346805	0.07949793
9606.ENSP00000422554	0.07950661
9606.ENSP00000476228	0.07952527
9606.ENSP00000327268	0.07963204
9606.ENSP00000397239	0.079633184
9606.ENSP00000370842	0.07965493
9606.ENSP00000445806	0.07968945
9606.ENSP00000253669	0.079721205
9606.ENSP00000400157	0.07975798
9606.ENSP00000245983	0.07984104
9606.ENSP00000440163	0.07985
9606.ENSP00000333660	0.07985816
9606.ENSP00000361522	0.07986091
9606.ENSP00000368296	0.07991245
9606.ENSP00000443647	0.079919636
9606.ENSP00000378338	0.07992553
9606.ENSP00000299238	0.07996722
9606.ENSP00000324605	0.07998047
9606.ENSP00000452786	0.08000209
9606.ENSP00000306564	0.08011667
9606.ENSP00000357552	0.08014949
9606.ENSP00000199708	0.08016882
9606.ENSP00000005286	0.0802358
9606.ENSP00000269383	0.08024779
9606.ENSP00000280612	0.080266
9606.ENSP00000321427	0.08032542
9606.ENSP00000357012	0.08043253
9606.ENSP00000381333	0.08050226
9606.ENSP00000443459	0.08054449
9606.ENSP00000339626	0.08060729
9606.ENSP00000481056	0.08061007
9606.ENSP00000378725	0.08061138
9606.ENSP00000353512	0.080633715
9606.ENSP00000164227	0.08070478
9606.ENSP00000363257	0.08071759
9606.ENSP00000381981	0.08073808
9606.ENSP00000354643	0.080748126
9606.ENSP00000282276	0.080754235
9606.ENSP00000223369	0.08079916
9606.ENSP00000478645	0.08091327
9606.ENSP00000493353	0.08098538
9606.ENSP00000341268	0.08099816
9606.ENSP00000421326	0.08103589
9606.ENSP00000364204	0.08107184
9606.ENSP00000358698	0.08110379
9606.ENSP00000498268	0.08111307
9606.ENSP00000256412	0.0811204
9606.ENSP00000377059	0.081132494
9606.ENSP00000430947	0.08114528
9606.ENSP00000356832	0.081149876
9606.ENSP00000364028	0.08116548
9606.ENSP00000303148	0.08120302
9606.ENSP00000327145	0.081244975
9606.ENSP00000301391	0.08126419
9606.ENSP00000348455	0.081285335
9606.ENSP00000368589	0.081292816
9606.ENSP00000295767	0.08130309
9606.ENSP00000482245	0.08141597
9606.ENSP00000262395	0.08155622
9606.ENSP00000357345	0.08156055
9606.ENSP00000306627	0.081580535
9606.ENSP00000294288	0.08161969
9606.ENSP00000220062	0.08162038
9606.ENSP00000296518	0.08164826
9606.ENSP00000302648	0.08171184
9606.ENSP00000251646	0.08176238
9606.ENSP00000356906	0.0817804
9606.ENSP00000357348	0.081810676
9606.ENSP00000351475	0.08186448
9606.ENSP00000463245	0.08186919
9606.ENSP00000466664	0.08188571
9606.ENSP00000500034	0.081892826
9606.ENSP00000359181	0.0819511
9606.ENSP00000469142	0.08199217
9606.ENSP00000421801	0.08205097
9606.ENSP00000360905	0.082096435
9606.ENSP00000361057	0.08214444
9606.ENSP00000324020	0.08214764
9606.ENSP00000390535	0.08215947
9606.ENSP00000350278	0.08216922
9606.ENSP00000356733	0.0821821
9606.ENSP00000296255	0.08218553
9606.ENSP00000431876	0.0822006
9606.ENSP00000377948	0.08220888
9606.ENSP00000297261	0.082214676
9606.ENSP00000256509	0.08221492
9606.ENSP00000484181	0.082324
9606.ENSP00000361042	0.08235068
9606.ENSP00000355799	0.08239124
9606.ENSP00000261681	0.08239775
9606.ENSP00000271331	0.08240451
9606.ENSP00000248572	0.082485735
9606.ENSP00000361287	0.08249648
9606.ENSP00000290155	0.08250986
9606.ENSP00000389377	0.08253769
9606.ENSP00000359034	0.08256357
9606.ENSP00000387593	0.08263475
9606.ENSP00000479449	0.082699075
9606.ENSP00000321326	0.08275884
9606.ENSP00000403910	0.08277542
9606.ENSP00000298552	0.08281781
9606.ENSP00000363103	0.08285503
9606.ENSP00000430237	0.08285548
9606.ENSP00000479664	0.08285826
9606.ENSP00000349124	0.082878835
