protein	pval
9606.ENSP00000459028	0.26492
9606.ENSP00000392617	0.2649264
9606.ENSP00000468308	0.2650019
9606.ENSP00000365687	0.26507
9606.ENSP00000219281	0.2651075
9606.ENSP00000338171	0.26518106
9606.ENSP00000326718	0.26519
9606.ENSP00000239882	0.2652414
9606.ENSP00000294702	0.26531303
9606.ENSP00000400482	0.26534882
9606.ENSP00000420256	0.26542
9606.ENSP00000463080	0.26545998
9606.ENSP00000485612	0.26548
9606.ENSP00000362863	0.2655485
9606.ENSP00000306185	0.2655673
9606.ENSP00000222250	0.26562002
9606.ENSP00000357112	0.26566213
9606.ENSP00000362339	0.26574048
9606.ENSP00000357545	0.2657557
9606.ENSP00000450799	0.26579127
9606.ENSP00000483246	0.26589847
9606.ENSP00000493000	0.2659
9606.ENSP00000329357	0.265906
9606.ENSP00000437360	0.26602444
9606.ENSP00000484618	0.26604763
9606.ENSP00000220822	0.2661071
9606.ENSP00000259199	0.26617476
9606.ENSP00000335082	0.26648265
9606.ENSP00000359640	0.2665333
9606.ENSP00000305055	0.26657
9606.ENSP00000444561	0.26658958
9606.ENSP00000483038	0.2666786
9606.ENSP00000329033	0.26667976
9606.ENSP00000436864	0.26676393
9606.ENSP00000420311	0.26677707
9606.ENSP00000325285	0.26700187
9606.ENSP00000359206	0.26705244
9606.ENSP00000341171	0.26711795
9606.ENSP00000372272	0.26712
9606.ENSP00000334186	0.2671545
9606.ENSP00000493066	0.2672265
9606.ENSP00000391748	0.26730508
9606.ENSP00000216797	0.26737052
9606.ENSP00000215095	0.26744157
9606.ENSP00000368173	0.26747337
9606.ENSP00000319388	0.26751822
9606.ENSP00000225719	0.26756868
9606.ENSP00000212355	0.26761824
9606.ENSP00000341083	0.26770318
9606.ENSP00000493712	0.26774785
9606.ENSP00000323568	0.26778
9606.ENSP00000360992	0.2678171
9606.ENSP00000233121	0.26785257
9606.ENSP00000383392	0.2679179
9606.ENSP00000425556	0.267962
9606.ENSP00000237201	0.2681
9606.ENSP00000323046	0.26817158
9606.ENSP00000432786	0.26832256
9606.ENSP00000333667	0.26840827
9606.ENSP00000304769	0.26842505
9606.ENSP00000261183	0.2684269
9606.ENSP00000481244	0.26856962
9606.ENSP00000301744	0.268628
9606.ENSP00000346697	0.26871547
9606.ENSP00000310490	0.26876247
9606.ENSP00000371529	0.26881
9606.ENSP00000300127	0.26884
9606.ENSP00000372724	0.26889217
9606.ENSP00000344125	0.2689052
9606.ENSP00000242159	0.26897398
9606.ENSP00000257787	0.26905575
9606.ENSP00000085219	0.26910228
9606.ENSP00000261667	0.2691059
9606.ENSP00000417183	0.26913565
9606.ENSP00000280236	0.26915506
9606.ENSP00000304327	0.2691858
9606.ENSP00000322579	0.26934922
9606.ENSP00000315713	0.26940677
9606.ENSP00000306473	0.2695096
9606.ENSP00000409373	0.26952
9606.ENSP00000493419	0.26956
9606.ENSP00000378992	0.2695626
9606.ENSP00000361120	0.26956633
9606.ENSP00000384887	0.26958278
9606.ENSP00000259324	0.26960713
9606.ENSP00000333821	0.26960713
9606.ENSP00000244336	0.26967
9606.ENSP00000397441	0.26967388
9606.ENSP00000359655	0.26975173
9606.ENSP00000300773	0.26985
9606.ENSP00000366452	0.2699037
9606.ENSP00000311030	0.26996353
9606.ENSP00000335632	0.26997036
9606.ENSP00000387435	0.26997408
9606.ENSP00000365861	0.27014625
9606.ENSP00000289753	0.27016476
9606.ENSP00000345216	0.27018142
9606.ENSP00000245796	0.27032942
9606.ENSP00000263655	0.27052173
9606.ENSP00000329360	0.2706363
9606.ENSP00000339390	0.27071166
9606.ENSP00000368458	0.2707305
9606.ENSP00000376865	0.27092367
9606.ENSP00000497423	0.27095756
9606.ENSP00000352536	0.27101475
9606.ENSP00000370669	0.2710535
9606.ENSP00000485512	0.27133238
9606.ENSP00000316416	0.27137
9606.ENSP00000356426	0.2714185
9606.ENSP00000333298	0.27145717
9606.ENSP00000466542	0.27148235
9606.ENSP00000292823	0.27159896
9606.ENSP00000410309	0.2717278
9606.ENSP00000357178	0.27174
9606.ENSP00000413861	0.271783
9606.ENSP00000249504	0.27191943
9606.ENSP00000362991	0.2719283
9606.ENSP00000366267	0.2719283
9606.ENSP00000463092	0.27217185
9606.ENSP00000270223	0.27224806
9606.ENSP00000362294	0.27244505
9606.ENSP00000261837	0.27248117
9606.ENSP00000407301	0.2725483
9606.ENSP00000316842	0.27255458
9606.ENSP00000249284	0.27258
9606.ENSP00000328207	0.2726023
9606.ENSP00000294258	0.27262428
9606.ENSP00000250498	0.2727068
9606.ENSP00000493252	0.2727178
9606.ENSP00000328358	0.27278236
9606.ENSP00000260129	0.27293223
9606.ENSP00000321519	0.27298832
9606.ENSP00000295872	0.2730293
9606.ENSP00000416606	0.27303
9606.ENSP00000336923	0.27304944
9606.ENSP00000415299	0.27307326
9606.ENSP00000493431	0.27319
9606.ENSP00000358902	0.2732435
9606.ENSP00000483228	0.2734904
9606.ENSP00000284273	0.27359092
9606.ENSP00000380996	0.2736604
9606.ENSP00000293230	0.2737298
9606.ENSP00000383199	0.2737572
9606.ENSP00000384484	0.2737572
9606.ENSP00000240423	0.2738327
9606.ENSP00000263168	0.2738339
9606.ENSP00000442793	0.2738558
9606.ENSP00000343366	0.27388
9606.ENSP00000286614	0.27397758
9606.ENSP00000420176	0.274135
9606.ENSP00000280886	0.2742262
9606.ENSP00000312367	0.2742262
9606.ENSP00000264552	0.27432075
9606.ENSP00000368452	0.27434832
9606.ENSP00000216714	0.27438113
9606.ENSP00000371594	0.27453235
9606.ENSP00000494067	0.27454326
9606.ENSP00000251472	0.27455252
9606.ENSP00000472919	0.27462
9606.ENSP00000309714	0.27463976
9606.ENSP00000270310	0.27469498
9606.ENSP00000310332	0.27481127
9606.ENSP00000255476	0.2748363
9606.ENSP00000342015	0.27484542
9606.ENSP00000365048	0.27487996
9606.ENSP00000498602	0.27489272
9606.ENSP00000308430	0.27500182
9606.ENSP00000402584	0.2751034
9606.ENSP00000407592	0.2751109
9606.ENSP00000378642	0.2751436
9606.ENSP00000377176	0.2751591
9606.ENSP00000473553	0.27517268
9606.ENSP00000377086	0.27527288
9606.ENSP00000381034	0.27530167
9606.ENSP00000313159	0.27533615
9606.ENSP00000493664	0.27533615
9606.ENSP00000421377	0.27550134
9606.ENSP00000348753	0.27552494
9606.ENSP00000260113	0.27556068
9606.ENSP00000370003	0.27557757
9606.ENSP00000273986	0.275632
9606.ENSP00000382794	0.27564
9606.ENSP00000432459	0.27566648
9606.ENSP00000275954	0.27570218
9606.ENSP00000450385	0.2757499
9606.ENSP00000331106	0.27578795
9606.ENSP00000281938	0.27582422
9606.ENSP00000315136	0.27585322
9606.ENSP00000479322	0.27586228
9606.ENSP00000386787	0.27586773
9606.ENSP00000333724	0.27592
9606.ENSP00000292894	0.276
9606.ENSP00000305416	0.27605072
9606.ENSP00000371512	0.27605465
9606.ENSP00000371267	0.27606884
9606.ENSP00000336733	0.27610505
9606.ENSP00000341549	0.27612233
9606.ENSP00000263726	0.27612245
9606.ENSP00000309336	0.2763127
9606.ENSP00000364561	0.27633312
9606.ENSP00000384849	0.27633455
9606.ENSP00000313995	0.2763693
9606.ENSP00000458663	0.27639827
9606.ENSP00000266771	0.2765158
9606.ENSP00000253329	0.2765375
9606.ENSP00000306817	0.27658272
9606.ENSP00000386923	0.27660802
9606.ENSP00000303108	0.27670744
9606.ENSP00000482063	0.27678692
9606.ENSP00000286835	0.27682304
9606.ENSP00000262305	0.2768339
9606.ENSP00000388107	0.27685916
9606.ENSP00000338235	0.27691695
9606.ENSP00000486687	0.27714437
9606.ENSP00000480884	0.27723277
9606.ENSP00000388940	0.27732834
9606.ENSP00000377411	0.2774365
9606.ENSP00000374482	0.27755108
9606.ENSP00000403644	0.27762985
9606.ENSP00000377793	0.27764726
9606.ENSP00000380250	0.27771
9606.ENSP00000279249	0.27784708
9606.ENSP00000424544	0.27798343
9606.ENSP00000369573	0.27802
9606.ENSP00000327975	0.27806
9606.ENSP00000309538	0.27812642
9606.ENSP00000366542	0.2782397
9606.ENSP00000361084	0.27830917
9606.ENSP00000314223	0.27832714
9606.ENSP00000493342	0.2784
9606.ENSP00000316130	0.2784054
9606.ENSP00000327943	0.27849057
9606.ENSP00000391692	0.27868897
9606.ENSP00000379865	0.27885008
9606.ENSP00000482801	0.27885216
9606.ENSP00000298767	0.27886558
9606.ENSP00000351113	0.27895698
9606.ENSP00000277216	0.27896
9606.ENSP00000478993	0.279
9606.ENSP00000332164	0.27901793
9606.ENSP00000477999	0.27902544
9606.ENSP00000316029	0.27906272
9606.ENSP00000496954	0.2791111
9606.ENSP00000259021	0.27911645
9606.ENSP00000396068	0.27912363
9606.ENSP00000216223	0.2791308
9606.ENSP00000378199	0.27917916
9606.ENSP00000448955	0.27919886
9606.ENSP00000341346	0.27923402
9606.ENSP00000381782	0.27927586
9606.ENSP00000332772	0.27931
9606.ENSP00000358753	0.27938628
9606.ENSP00000350358	0.27943
9606.ENSP00000444198	0.27956396
9606.ENSP00000499168	0.27959973
9606.ENSP00000262961	0.27969268
9606.ENSP00000253457	0.27972665
9606.ENSP00000335595	0.27976596
9606.ENSP00000229447	0.27980328
9606.ENSP00000425759	0.2798035
9606.ENSP00000231198	0.2798589
9606.ENSP00000386857	0.28
9606.ENSP00000437073	0.28002322
9606.ENSP00000435233	0.28002855
9606.ENSP00000380638	0.28005037
9606.ENSP00000366157	0.28008392
9606.ENSP00000352882	0.28013498
9606.ENSP00000250018	0.28025675
9606.ENSP00000354412	0.28031367
9606.ENSP00000231749	0.28034085
9606.ENSP00000312995	0.2803604
9606.ENSP00000338369	0.28037
9606.ENSP00000357588	0.2803887
9606.ENSP00000346283	0.28044805
9606.ENSP00000477707	0.28047994
9606.ENSP00000498603	0.2805156
9606.ENSP00000337446	0.28052095
9606.ENSP00000257663	0.2805673
9606.ENSP00000349161	0.28057262
9606.ENSP00000271857	0.2806332
9606.ENSP00000353732	0.28076503
9606.ENSP00000310561	0.28084338
9606.ENSP00000394390	0.28089857
9606.ENSP00000253144	0.28098398
9606.ENSP00000228318	0.28123832
9606.ENSP00000287437	0.28124902
9606.ENSP00000376475	0.28132188
9606.ENSP00000333776	0.28133
9606.ENSP00000265465	0.28136098
9606.ENSP00000354782	0.28143448
9606.ENSP00000490942	0.28149498
9606.ENSP00000371923	0.28159901
9606.ENSP00000306070	0.281812
9606.ENSP00000316644	0.28183
9606.ENSP00000261427	0.2818652
9606.ENSP00000354718	0.28209218
9606.ENSP00000377504	0.28215954
9606.ENSP00000263092	0.2822056
9606.ENSP00000463762	0.2822428
9606.ENSP00000216373	0.2822552
9606.ENSP00000370719	0.2822676
9606.ENSP00000360727	0.28237388
9606.ENSP00000282605	0.2824624
9606.ENSP00000464955	0.28256503
9606.ENSP00000292609	0.28259173
9606.ENSP00000314946	0.28267828
9606.ENSP00000271532	0.28271
9606.ENSP00000286307	0.28273487
9606.ENSP00000338607	0.28275785
9606.ENSP00000397394	0.28275785
9606.ENSP00000477341	0.28279763
9606.ENSP00000332215	0.28294
9606.ENSP00000365380	0.28296757
9606.ENSP00000354394	0.28301236
9606.ENSP00000376432	0.28301698
9606.ENSP00000283629	0.28301942
9606.ENSP00000184183	0.28302714
9606.ENSP00000398064	0.2830339
9606.ENSP00000303147	0.2831784
9606.ENSP00000369538	0.2832084
9606.ENSP00000216237	0.2832331
9606.ENSP00000351989	0.28338
9606.ENSP00000370842	0.28340253
9606.ENSP00000386104	0.2834154
9606.ENSP00000355979	0.2834784
9606.ENSP00000206542	0.28353837
9606.ENSP00000354688	0.28363004
9606.ENSP00000474487	0.2838468
9606.ENSP00000359606	0.28390315
9606.ENSP00000452773	0.28392428
9606.ENSP00000495273	0.28400177
9606.ENSP00000310491	0.28404048
9606.ENSP00000415026	0.28404224
9606.ENSP00000355896	0.28406218
9606.ENSP00000415151	0.28414258
9606.ENSP00000485483	0.28417072
9606.ENSP00000329915	0.28436533
9606.ENSP00000362869	0.28441
9606.ENSP00000478061	0.2844187
9606.ENSP00000414287	0.28447
9606.ENSP00000357301	0.28465417
9606.ENSP00000430684	0.28471565
9606.ENSP00000324806	0.28488946
9606.ENSP00000433681	0.2849298
9606.ENSP00000265140	0.28506315
9606.ENSP00000296411	0.28509647
9606.ENSP00000249071	0.2851077
9606.ENSP00000379098	0.28522363
9606.ENSP00000408695	0.2852297
9606.ENSP00000447297	0.28523722
9606.ENSP00000290158	0.28536117
9606.ENSP00000237837	0.2853717
9606.ENSP00000264057	0.28549606
9606.ENSP00000394734	0.28551707
9606.ENSP00000434511	0.28556785
9606.ENSP00000380763	0.28559762
9606.ENSP00000261167	0.28566238
9606.ENSP00000388094	0.28567114
9606.ENSP00000302961	0.2856729
9606.ENSP00000478721	0.28567463
9606.ENSP00000442973	0.2857779
9606.ENSP00000493255	0.28578
9606.ENSP00000416534	0.28584963
9606.ENSP00000444628	0.28602448
9606.ENSP00000364839	0.28604546
9606.ENSP00000343144	0.2861171
9606.ENSP00000167588	0.28618795
9606.ENSP00000070846	0.28631648
9606.ENSP00000365730	0.28634593
9606.ENSP00000313582	0.28641054
9606.ENSP00000341342	0.2864491
9606.ENSP00000334148	0.2866217
9606.ENSP00000394794	0.28662694
9606.ENSP00000381237	0.28663042
9606.ENSP00000318486	0.28682405
9606.ENSP00000378400	0.28692642
9606.ENSP00000464635	0.28698605
9606.ENSP00000422626	0.28707838
9606.ENSP00000351395	0.28714
9606.ENSP00000369816	0.28723738
9606.ENSP00000253801	0.28729
9606.ENSP00000361748	0.2873343
9606.ENSP00000363913	0.28738
9606.ENSP00000413152	0.28739867
9606.ENSP00000451583	0.28749087
9606.ENSP00000301281	0.28755173
9606.ENSP00000309233	0.28755522
9606.ENSP00000493308	0.28768733
9606.ENSP00000374069	0.2876908
9606.ENSP00000334300	0.28788367
9606.ENSP00000296328	0.2879045
9606.ENSP00000482512	0.28793
9606.ENSP00000370950	0.28797
9606.ENSP00000364448	0.2880052
9606.ENSP00000182290	0.2881406
9606.ENSP00000319482	0.2882019
9606.ENSP00000160373	0.28821346
9606.ENSP00000306330	0.28826377
9606.ENSP00000447931	0.28827682
9606.ENSP00000329264	0.2883817
9606.ENSP00000334834	0.28849
9606.ENSP00000455444	0.28855872
9606.ENSP00000360190	0.28866
9606.ENSP00000333593	0.28870746
9606.ENSP00000442304	0.28874037
9606.ENSP00000316578	0.28875595
9606.ENSP00000350509	0.2888304
9606.ENSP00000412940	0.28884315
9606.ENSP00000245932	0.28891695
9606.ENSP00000282058	0.28912282
9606.ENSP00000255030	0.28916
9606.ENSP00000376807	0.28918678
9606.ENSP00000375857	0.28924212
9606.ENSP00000023939	0.2892888
9606.ENSP00000287667	0.28933373
9606.ENSP00000305230	0.2893752
9606.ENSP00000480991	0.2893873
9606.ENSP00000355991	0.2894132
9606.ENSP00000380602	0.28945133
9606.ENSP00000298912	0.2895272
9606.ENSP00000249861	0.28959283
9606.ENSP00000466680	0.28965035
9606.ENSP00000365757	0.28966016
9606.ENSP00000216117	0.28974438
9606.ENSP00000260570	0.28979132
9606.ENSP00000220659	0.28979474
9606.ENSP00000358207	0.28989
9606.ENSP00000375107	0.2899
9606.ENSP00000456401	0.28995377
9606.ENSP00000493333	0.2900188
9606.ENSP00000293255	0.29026
9606.ENSP00000373404	0.29026195
9606.ENSP00000390084	0.2903014
9606.ENSP00000342681	0.29031706
9606.ENSP00000462945	0.29037562
9606.ENSP00000264914	0.29045653
9606.ENSP00000374507	0.2904703
9606.ENSP00000315949	0.29075247
9606.ENSP00000363001	0.29079202
9606.ENSP00000245206	0.29086596
9606.ENSP00000220478	0.2908797
9606.ENSP00000386302	0.2909072
9606.ENSP00000475939	0.29096735
9606.ENSP00000414350	0.2910615
9606.ENSP00000356433	0.29116318
9606.ENSP00000312411	0.29130396
9606.ENSP00000484689	0.29132283
9606.ENSP00000250113	0.2913314
9606.ENSP00000375608	0.29134
9606.ENSP00000321260	0.29149786
9606.ENSP00000369383	0.2915836
9606.ENSP00000229922	0.2916162
9606.ENSP00000221086	0.29170877
9606.ENSP00000365678	0.29176283
9606.ENSP00000237275	0.2917739
9606.ENSP00000421557	0.2918283
9606.ENSP00000323816	0.29188
9606.ENSP00000477715	0.29188907
9606.ENSP00000346027	0.29189897
9606.ENSP00000386222	0.29194
9606.ENSP00000319464	0.29205
9606.ENSP00000348300	0.29206
9606.ENSP00000363064	0.292101
9606.ENSP00000262622	0.29213697
9606.ENSP00000420269	0.2923507
9606.ENSP00000370635	0.29237306
9606.ENSP00000466898	0.29239213
9606.ENSP00000483494	0.29240042
9606.ENSP00000360244	0.29250813
9606.ENSP00000351484	0.29252863
9606.ENSP00000370215	0.29257306
9606.ENSP00000363317	0.29258358
9606.ENSP00000363836	0.29268754
9606.ENSP00000441641	0.29268754
9606.ENSP00000478212	0.2928498
9606.ENSP00000228510	0.29286686
9606.ENSP00000345985	0.29292303
9606.ENSP00000497413	0.29305288
9606.ENSP00000242827	0.29307508
9606.ENSP00000325655	0.29311943
9606.ENSP00000483903	0.2932337
9606.ENSP00000244513	0.29329678
9606.ENSP00000216259	0.29335815
9606.ENSP00000496564	0.29344475
9606.ENSP00000295304	0.29345608
9606.ENSP00000311449	0.2935217
9606.ENSP00000333920	0.29352853
9606.ENSP00000341528	0.29356536
9606.ENSP00000173229	0.29360518
9606.ENSP00000264935	0.29363582
9606.ENSP00000244576	0.29367343
9606.ENSP00000264968	0.29413092
9606.ENSP00000261296	0.29416323
9606.ENSP00000375795	0.29441786
9606.ENSP00000271308	0.2944741
9606.ENSP00000366798	0.2945522
9606.ENSP00000265138	0.29456067
9606.ENSP00000403645	0.29457766
9606.ENSP00000465578	0.29458445
9606.ENSP00000282516	0.29458785
9606.ENSP00000304435	0.29459536
9606.ENSP00000307722	0.29468
9606.ENSP00000255224	0.2947215
9606.ENSP00000274498	0.29475674
9606.ENSP00000371994	0.29478636
9606.ENSP00000307134	0.2948864
9606.ENSP00000310520	0.29498136
9606.ENSP00000310015	0.29499832
9606.ENSP00000340677	0.29499912
9606.ENSP00000356840	0.29500338
9606.ENSP00000215855	0.29502
9606.ENSP00000259605	0.2952169
9606.ENSP00000493222	0.29527
9606.ENSP00000360116	0.29530662
9606.ENSP00000375629	0.29530704
9606.ENSP00000353796	0.29531848
9606.ENSP00000334805	0.29532
9606.ENSP00000305372	0.29533356
9606.ENSP00000386804	0.29537174
9606.ENSP00000222726	0.29542512
9606.ENSP00000333915	0.29548377
9606.ENSP00000349078	0.29551142
9606.ENSP00000295897	0.29556
9606.ENSP00000359990	0.29560953
9606.ENSP00000333496	0.29566604
9606.ENSP00000329548	0.29567656
9606.ENSP00000338769	0.29568395
9606.ENSP00000215912	0.29578033
9606.ENSP00000363318	0.2958213
9606.ENSP00000310572	0.29582933
9606.ENSP00000362987	0.29591045
9606.ENSP00000301939	0.2959189
9606.ENSP00000256343	0.29595608
9606.ENSP00000420161	0.2959865
9606.ENSP00000405726	0.29598737
9606.ENSP00000315081	0.29608613
9606.ENSP00000482202	0.2963292
9606.ENSP00000429900	0.2963545
9606.ENSP00000413908	0.2963798
9606.ENSP00000497829	0.29643682
9606.ENSP00000361095	0.29643717
9606.ENSP00000412209	0.29647934
9606.ENSP00000264276	0.29670018
9606.ENSP00000445247	0.2967373
9606.ENSP00000315700	0.29686362
9606.ENSP00000376827	0.29707912
9606.ENSP00000478783	0.29708585
9606.ENSP00000249066	0.29708752
9606.ENSP00000263212	0.2971481
9606.ENSP00000221496	0.29716158
9606.ENSP00000248643	0.2971784
9606.ENSP00000338034	0.29722384
9606.ENSP00000429309	0.29735163
9606.ENSP00000285093	0.29751134
9606.ENSP00000493195	0.29757
9606.ENSP00000262891	0.29767767
9606.ENSP00000362803	0.29773813
9606.ENSP00000290607	0.2977401
9606.ENSP00000295095	0.2977518
9606.ENSP00000322885	0.29775998
9606.ENSP00000292779	0.2977902
9606.ENSP00000355231	0.29797316
9606.ENSP00000225964	0.29805034
9606.ENSP00000254250	0.2981124
9606.ENSP00000305403	0.29817
9606.ENSP00000312134	0.2981845
9606.ENSP00000358495	0.29821002
9606.ENSP00000362728	0.29830018
9606.ENSP00000354610	0.29836398
9606.ENSP00000482760	0.29837728
9606.ENSP00000329995	0.29841095
9606.ENSP00000462106	0.29849
9606.ENSP00000369238	0.29874068
9606.ENSP00000421915	0.29886118
9606.ENSP00000373153	0.2989147
9606.ENSP00000446007	0.29892474
9606.ENSP00000315569	0.29895318
9606.ENSP00000295463	0.29902
9606.ENSP00000349785	0.2991526
9606.ENSP00000444743	0.29916552
9606.ENSP00000477760	0.29916552
9606.ENSP00000335285	0.29921558
9606.ENSP00000299140	0.29923233
9606.ENSP00000243346	0.29926288
9606.ENSP00000326630	0.29927745
9606.ENSP00000444408	0.29928166
9606.ENSP00000265981	0.29929584
9606.ENSP00000291232	0.29931924
9606.ENSP00000337168	0.29944116
9606.ENSP00000322316	0.29956302
9606.ENSP00000305260	0.2995697
9606.ENSP00000234798	0.2995937
9606.ENSP00000291536	0.29970714
9606.ENSP00000250559	0.2997399
9606.ENSP00000399797	0.29993498
9606.ENSP00000310057	0.29996333
9606.ENSP00000446882	0.2999689
9606.ENSP00000283632	0.299985
9606.ENSP00000255416	0.29998666
9606.ENSP00000424737	0.30007833
9606.ENSP00000360855	0.30010328
9606.ENSP00000482916	0.30010664
9606.ENSP00000327758	0.30011
9606.ENSP00000259873	0.30013996
9606.ENSP00000482950	0.30018258
9606.ENSP00000363411	0.3002166
9606.ENSP00000331462	0.30027986
9606.ENSP00000492992	0.30028
9606.ENSP00000274938	0.30044633
9606.ENSP00000237014	0.3005
9606.ENSP00000169298	0.300526
9606.ENSP00000251303	0.30058277
9606.ENSP00000427223	0.30066594
9606.ENSP00000350512	0.30088037
9606.ENSP00000447057	0.300897
9606.ENSP00000356969	0.30093
9606.ENSP00000352035	0.30094683
9606.ENSP00000392423	0.30097544
9606.ENSP00000297440	0.30101162
9606.ENSP00000419945	0.30107474
9606.ENSP00000360764	0.30117935
9606.ENSP00000333657	0.3012463
9606.ENSP00000397050	0.30126733
9606.ENSP00000289359	0.30127564
9606.ENSP00000440428	0.30128506
9606.ENSP00000482968	0.301342
9606.ENSP00000371434	0.3014598
9606.ENSP00000225538	0.30156592
9606.ENSP00000485698	0.30156592
9606.ENSP00000461947	0.3015942
9606.ENSP00000350198	0.30160737
9606.ENSP00000332576	0.30162558
9606.ENSP00000376647	0.30166703
9606.ENSP00000403932	0.30176
9606.ENSP00000002596	0.30176166
9606.ENSP00000356978	0.30181292
9606.ENSP00000352928	0.3018907
9606.ENSP00000354543	0.30192715
9606.ENSP00000386810	0.3020506
9606.ENSP00000265806	0.30213574
9606.ENSP00000274093	0.3021991
9606.ENSP00000378972	0.30220523
9606.ENSP00000247665	0.3022863
9606.ENSP00000332591	0.3023458
9606.ENSP00000357076	0.30238882
9606.ENSP00000362639	0.30246487
9606.ENSP00000304004	0.30259708
9606.ENSP00000494373	0.30263343
9606.ENSP00000379880	0.30283114
9606.ENSP00000378332	0.30287787
9606.ENSP00000355261	0.30288118
9606.ENSP00000378399	0.3028894
9606.ENSP00000230449	0.30295545
9606.ENSP00000332247	0.30300826
9606.ENSP00000272520	0.30300963
9606.ENSP00000492999	0.30301
9606.ENSP00000369554	0.30305
9606.ENSP00000242067	0.30310065
9606.ENSP00000304133	0.3033008
9606.ENSP00000219548	0.30330348
9606.ENSP00000209873	0.303315
9606.ENSP00000262030	0.3033447
9606.ENSP00000286298	0.3033447
9606.ENSP00000258173	0.3034963
9606.ENSP00000459439	0.30362
9606.ENSP00000266376	0.30363795
9606.ENSP00000299238	0.30367416
9606.ENSP00000262301	0.3038865
9606.ENSP00000441685	0.3039161
9606.ENSP00000423897	0.30401012
9606.ENSP00000381588	0.3040263
9606.ENSP00000400142	0.30412662
9606.ENSP00000203664	0.30421045
9606.ENSP00000233623	0.30422524
9606.ENSP00000493728	0.3042417
9606.ENSP00000229332	0.30439284
9606.ENSP00000311447	0.30445853
9606.ENSP00000471754	0.30445853
9606.ENSP00000482704	0.3044996
9606.ENSP00000402153	0.3044996
9606.ENSP00000290418	0.30459973
9606.ENSP00000371929	0.3046
9606.ENSP00000465103	0.3046293
9606.ENSP00000438071	0.30466866
9606.ENSP00000295266	0.30468
9606.ENSP00000424846	0.30485243
9606.ENSP00000261560	0.30495083
9606.ENSP00000331397	0.3049777
9606.ENSP00000295731	0.30498853
9606.ENSP00000462664	0.30505902
9606.ENSP00000287814	0.30513972
9606.ENSP00000265997	0.30517372
9606.ENSP00000321971	0.3051852
9606.ENSP00000360609	0.3052163
9606.ENSP00000375109	0.30543
9606.ENSP00000381736	0.30547014
9606.ENSP00000371200	0.30547503
9606.ENSP00000356634	0.3054914
9606.ENSP00000377428	0.30554706
9606.ENSP00000215906	0.30559778
9606.ENSP00000361219	0.30565667
9606.ENSP00000450444	0.30573875
9606.ENSP00000354991	0.30578098
9606.ENSP00000301336	0.305848
9606.ENSP00000343171	0.30588
9606.ENSP00000411831	0.30589703
9606.ENSP00000357838	0.30592972
9606.ENSP00000497744	0.3060103
9606.ENSP00000358784	0.30601943
9606.ENSP00000372276	0.30605
9606.ENSP00000458355	0.306098
9606.ENSP00000403701	0.30614376
9606.ENSP00000308479	0.30629534
9606.ENSP00000280758	0.30633152
9606.ENSP00000416154	0.3063707
9606.ENSP00000365682	0.30651426
9606.ENSP00000345206	0.30652568
9606.ENSP00000364389	0.30670345
9606.ENSP00000465157	0.3067496
9606.ENSP00000342307	0.30691153
9606.ENSP00000260447	0.3069706
9606.ENSP00000363822	0.30699876
9606.ENSP00000294954	0.30700436
9606.ENSP00000416797	0.30701977
9606.ENSP00000221930	0.30706
9606.ENSP00000386043	0.3072019
9606.ENSP00000497590	0.30725396
9606.ENSP00000240123	0.30727676
9606.ENSP00000373215	0.30731982
9606.ENSP00000355927	0.30733532
9606.ENSP00000181796	0.3074183
9606.ENSP00000302728	0.30743292
9606.ENSP00000335357	0.30743337
9606.ENSP00000471493	0.30746868
9606.ENSP00000308938	0.30747858
9606.ENSP00000256785	0.30751
9606.ENSP00000498610	0.30757275
9606.ENSP00000315630	0.30758414
9606.ENSP00000305852	0.30759
9606.ENSP00000336740	0.30768996
9606.ENSP00000323688	0.3078
9606.ENSP00000300057	0.3079171
9606.ENSP00000417601	0.308
9606.ENSP00000311224	0.30803177
9606.ENSP00000417003	0.3080503
9606.ENSP00000497759	0.3081498
9606.ENSP00000312224	0.3081915
9606.ENSP00000363452	0.30820122
9606.ENSP00000295461	0.30820286
9606.ENSP00000357873	0.30821583
9606.ENSP00000360296	0.30824178
9606.ENSP00000432412	0.30835208
9606.ENSP00000355001	0.30845514
9606.ENSP00000320081	0.30847853
9606.ENSP00000356382	0.30848
9606.ENSP00000360860	0.30852553
9606.ENSP00000378414	0.30854172
9606.ENSP00000258281	0.3086276
9606.ENSP00000364579	0.30872804
9606.ENSP00000349805	0.3087572
9606.ENSP00000353910	0.3088349
9606.ENSP00000367462	0.30892858
9606.ENSP00000333490	0.30898
9606.ENSP00000485028	0.30898
9606.ENSP00000455854	0.30900323
9606.ENSP00000348510	0.30918765
9606.ENSP00000364694	0.3092153
9606.ENSP00000373347	0.30930722
9606.ENSP00000262746	0.3093558
9606.ENSP00000302719	0.30938324
9606.ENSP00000243662	0.30941558
9606.ENSP00000377724	0.30947858
9606.ENSP00000217188	0.3096524
9606.ENSP00000455785	0.30967885
9606.ENSP00000245810	0.30974343
9606.ENSP00000358501	0.30975476
9606.ENSP00000378812	0.30984512
9606.ENSP00000346729	0.31003547
9606.ENSP00000427900	0.31006128
9606.ENSP00000225519	0.31011772
9606.ENSP00000249396	0.310208
9606.ENSP00000348278	0.31022573
9606.ENSP00000326119	0.31027246
