Ensembl	pval	protein
ENSP00000283646	0.62627	9606.ENSP00000283646
ENSP00000283713	0.44762	9606.ENSP00000283713
ENSP00000283752	0.38259	9606.ENSP00000283752
ENSP00000283871	0.14431	9606.ENSP00000283871
ENSP00000283875	0.21988	9606.ENSP00000283875
ENSP00000283882	0.18967	9606.ENSP00000283882
ENSP00000283905	0.17414	9606.ENSP00000283905
ENSP00000283916	0.82654	9606.ENSP00000283916
ENSP00000283921	0.76234	9606.ENSP00000283921
ENSP00000283928	0.0015008	9606.ENSP00000283928
ENSP00000283937	0.69361	9606.ENSP00000283937
ENSP00000283946	0.45504	9606.ENSP00000283946
ENSP00000284031	0.036236	9606.ENSP00000284031
ENSP00000284061	0.83996	9606.ENSP00000284061
ENSP00000284073	0.019246	9606.ENSP00000284073
ENSP00000284110	0.1978	9606.ENSP00000284110
ENSP00000284116	0.63037	9606.ENSP00000284116
ENSP00000284136	0.50042	9606.ENSP00000284136
ENSP00000284142	0.68255999999999994	9606.ENSP00000284142
ENSP00000284154	0.10702	9606.ENSP00000284154
ENSP00000284202	0.3853	9606.ENSP00000284202
ENSP00000284240	0.56943	9606.ENSP00000284240
ENSP00000284245	0.53566	9606.ENSP00000284245
ENSP00000284262	0.45995	9606.ENSP00000284262
ENSP00000284268	1.6871e-4	9606.ENSP00000284268
ENSP00000284273	0.074852	9606.ENSP00000284273
ENSP00000284274	3.2489e-5	9606.ENSP00000284274
ENSP00000284288	0.76957	9606.ENSP00000284288
ENSP00000284292	0.80019	9606.ENSP00000284292
ENSP00000284311	0.015176	9606.ENSP00000284311
ENSP00000284320	0.80713	9606.ENSP00000284320
ENSP00000284322	0.49728	9606.ENSP00000284322
ENSP00000284382	0.051345	9606.ENSP00000284382
ENSP00000284425	0.017906	9606.ENSP00000284425
ENSP00000284440	0.65686	9606.ENSP00000284440
ENSP00000284476	0.050859	9606.ENSP00000284476
ENSP00000284486	0.28198	9606.ENSP00000284486
ENSP00000284503	0.28526	9606.ENSP00000284503
ENSP00000284509	0.047362	9606.ENSP00000284509
ENSP00000284523	0.55018	9606.ENSP00000284523
ENSP00000284551	0.28065	9606.ENSP00000284551
ENSP00000284601	0.12287	9606.ENSP00000284601
ENSP00000284617	0.68907	9606.ENSP00000284617
ENSP00000284629	0.79889	9606.ENSP00000284629
ENSP00000284637	0.30222	9606.ENSP00000284637
ENSP00000284669	0.80384	9606.ENSP00000284669
ENSP00000284674	0.41861	9606.ENSP00000284674
ENSP00000284690	0.45251	9606.ENSP00000284690
ENSP00000284694	0.2292	9606.ENSP00000284694
ENSP00000284719	0.2778	9606.ENSP00000284719
ENSP00000284727	0.90336	9606.ENSP00000284727
ENSP00000284767	0.75969	9606.ENSP00000284767
ENSP00000284818	0.21552	9606.ENSP00000284818
ENSP00000284878	0.018583	9606.ENSP00000284878
ENSP00000284881	0.90311	9606.ENSP00000284881
ENSP00000284885	0.41606	9606.ENSP00000284885
ENSP00000284981	0.15365	9606.ENSP00000284981
ENSP00000284984	0.86639	9606.ENSP00000284984
ENSP00000284987	0.26333	9606.ENSP00000284987
ENSP00000284995	0.11207	9606.ENSP00000284995
ENSP00000285013	0.37598	9606.ENSP00000285013
ENSP00000285018	0.41423	9606.ENSP00000285018
ENSP00000285021	0.57586	9606.ENSP00000285021
ENSP00000285039	0.2596	9606.ENSP00000285039
ENSP00000285046	0.035416	9606.ENSP00000285046
ENSP00000285071	0.75142	9606.ENSP00000285071
ENSP00000285093	0.088513	9606.ENSP00000285093
ENSP00000285116	0.063934	9606.ENSP00000285116
ENSP00000285199	0.29891	9606.ENSP00000285199
ENSP00000285208	0.30247	9606.ENSP00000285208
ENSP00000285238	0.20236	9606.ENSP00000285238
ENSP00000285243	0.11685	9606.ENSP00000285243
ENSP00000285279	0.029785	9606.ENSP00000285279
ENSP00000285298	0.023229	9606.ENSP00000285298
ENSP00000285311	0.66853	9606.ENSP00000285311
ENSP00000285379	0.097269	9606.ENSP00000285379
ENSP00000285381	0.40708	9606.ENSP00000285381
ENSP00000285393	0.36838	9606.ENSP00000285393
ENSP00000285398	0.44656	9606.ENSP00000285398
ENSP00000285402	0.25514	9606.ENSP00000285402
ENSP00000285407	0.12361	9606.ENSP00000285407
ENSP00000285419	0.83985	9606.ENSP00000285419
ENSP00000285420	0.63372	9606.ENSP00000285420
ENSP00000285518	0.16097	9606.ENSP00000285518
ENSP00000285599	0.13525	9606.ENSP00000285599
ENSP00000285667	0.34571	9606.ENSP00000285667
ENSP00000285670	0.022815	9606.ENSP00000285670
ENSP00000285697	0.9178	9606.ENSP00000285697
ENSP00000285735	0.54483	9606.ENSP00000285735
ENSP00000285737	0.025708	9606.ENSP00000285737
ENSP00000285814	0.26882	9606.ENSP00000285814
ENSP00000285848	0.94232	9606.ENSP00000285848
ENSP00000285871	0.22415	9606.ENSP00000285871
ENSP00000285873	0.11823	9606.ENSP00000285873
ENSP00000285928	0.59027	9606.ENSP00000285928
ENSP00000285930	0.02138	9606.ENSP00000285930
ENSP00000285947	0.61729	9606.ENSP00000285947
ENSP00000285968	0.43304	9606.ENSP00000285968
ENSP00000285979	0.028925	9606.ENSP00000285979
ENSP00000286031	0.0012352	9606.ENSP00000286031
ENSP00000286063	0.36051	9606.ENSP00000286063
ENSP00000286070	0.43187	9606.ENSP00000286070
ENSP00000286175	0.042986	9606.ENSP00000286175
ENSP00000286186	0.044484	9606.ENSP00000286186
ENSP00000286201	0.6861	9606.ENSP00000286201
ENSP00000286234	0.016252	9606.ENSP00000286234
ENSP00000286298	0.092018	9606.ENSP00000286298
ENSP00000286301	0.043022	9606.ENSP00000286301
ENSP00000286307	0.079939	9606.ENSP00000286307
ENSP00000286317	0.86023	9606.ENSP00000286317
ENSP00000286349	0.42007	9606.ENSP00000286349
ENSP00000286353	0.10121	9606.ENSP00000286353
ENSP00000286355	0.031252	9606.ENSP00000286355
ENSP00000286364	0.48388	9606.ENSP00000286364
ENSP00000286371	0.03654	9606.ENSP00000286371
ENSP00000286398	0.10053	9606.ENSP00000286398
ENSP00000286424	0.027532	9606.ENSP00000286424
ENSP00000286479	0.45091	9606.ENSP00000286479
ENSP00000286523	0.27814	9606.ENSP00000286523
ENSP00000286548	0.19016	9606.ENSP00000286548
ENSP00000286574	0.1496	9606.ENSP00000286574
ENSP00000286614	0.19249	9606.ENSP00000286614
ENSP00000286628	0.24701	9606.ENSP00000286628
ENSP00000286639	3.8534e-5	9606.ENSP00000286639
ENSP00000286648	0.66069	9606.ENSP00000286648
ENSP00000286657	0.54289	9606.ENSP00000286657
ENSP00000286688	0.41149	9606.ENSP00000286688
ENSP00000286692	0.36638	9606.ENSP00000286692
ENSP00000286713	0.03933	9606.ENSP00000286713
ENSP00000286719	0.033976	9606.ENSP00000286719
ENSP00000286732	0.7086	9606.ENSP00000286732
ENSP00000286733	0.057999	9606.ENSP00000286733
ENSP00000286744	0.007797	9606.ENSP00000286744
ENSP00000286758	0.33317	9606.ENSP00000286758
ENSP00000286760	0.44806	9606.ENSP00000286760
ENSP00000286788	0.69796	9606.ENSP00000286788
ENSP00000286794	0.62915	9606.ENSP00000286794
ENSP00000286808	0.30742	9606.ENSP00000286808
ENSP00000286827	0.27611	9606.ENSP00000286827
ENSP00000286835	0.076631	9606.ENSP00000286835
ENSP00000286918	0.64557	9606.ENSP00000286918
ENSP00000286955	0.41051	9606.ENSP00000286955
ENSP00000287008	0.47077	9606.ENSP00000287008
ENSP00000287020	0.62793	9606.ENSP00000287020
ENSP00000287025	0.050636	9606.ENSP00000287025
ENSP00000287042	0.2281	9606.ENSP00000287042
ENSP00000287078	0.50358	9606.ENSP00000287078
ENSP00000287097	0.4134	9606.ENSP00000287097
ENSP00000287139	0.52304	9606.ENSP00000287139
ENSP00000287143	0.057203	9606.ENSP00000287143
ENSP00000287152	0.50466	9606.ENSP00000287152
ENSP00000287156	0.12567	9606.ENSP00000287156
ENSP00000287169	0.76874	9606.ENSP00000287169
ENSP00000287202	0.57037	9606.ENSP00000287202
ENSP00000287218	0.29789	9606.ENSP00000287218
ENSP00000287239	0.41933	9606.ENSP00000287239
ENSP00000287275	0.46331	9606.ENSP00000287275
ENSP00000287322	0.72515	9606.ENSP00000287322
ENSP00000287380	0.7833	9606.ENSP00000287380
ENSP00000287387	0.22889	9606.ENSP00000287387
ENSP00000287394	0.66958	9606.ENSP00000287394
ENSP00000287437	0.079101	9606.ENSP00000287437
ENSP00000287461	0.7432	9606.ENSP00000287461
ENSP00000287474	0.67056	9606.ENSP00000287474
ENSP00000287482	0.51404	9606.ENSP00000287482
ENSP00000287490	0.35868	9606.ENSP00000287490
ENSP00000287585	0.61197	9606.ENSP00000287585
ENSP00000287590	0.71475	9606.ENSP00000287590
ENSP00000287598	0.0086168	9606.ENSP00000287598
ENSP00000287600	0.055548	9606.ENSP00000287600
ENSP00000287641	0.9428	9606.ENSP00000287641
ENSP00000287647	0.69921	9606.ENSP00000287647
ENSP00000287652	0.57079	9606.ENSP00000287652
ENSP00000287667	0.083714	9606.ENSP00000287667
ENSP00000287675	0.88042	9606.ENSP00000287675
ENSP00000287706	0.27005	9606.ENSP00000287706
ENSP00000287713	0.13786	9606.ENSP00000287713
ENSP00000287727	0.12841	9606.ENSP00000287727
ENSP00000287748	0.84926	9606.ENSP00000287748
ENSP00000287777	0.46882	9606.ENSP00000287777
ENSP00000287814	0.25606	9606.ENSP00000287814
ENSP00000287820	0.018796	9606.ENSP00000287820
ENSP00000287842	0.051455	9606.ENSP00000287842
ENSP00000287859	0.19842	9606.ENSP00000287859
ENSP00000287878	0.41236	9606.ENSP00000287878
ENSP00000287907	0.46253	9606.ENSP00000287907
ENSP00000287916	0.35599	9606.ENSP00000287916
ENSP00000287934	0.54013	9606.ENSP00000287934
ENSP00000287936	0.10006	9606.ENSP00000287936
ENSP00000287957	0.013456	9606.ENSP00000287957
ENSP00000287996	0.12677	9606.ENSP00000287996
ENSP00000288014	0.55242	9606.ENSP00000288014
ENSP00000288022	0.75429	9606.ENSP00000288022
ENSP00000288025	0.017335	9606.ENSP00000288025
ENSP00000288050	0.33079	9606.ENSP00000288050
ENSP00000288065	0.43564	9606.ENSP00000288065
ENSP00000288078	0.47485	9606.ENSP00000288078
ENSP00000288087	0.34866	9606.ENSP00000288087
ENSP00000288135	0.41445	9606.ENSP00000288135
ENSP00000288139	0.014737	9606.ENSP00000288139
ENSP00000288167	0.041852	9606.ENSP00000288167
ENSP00000288177	0.33164	9606.ENSP00000288177
ENSP00000288207	0.016614	9606.ENSP00000288207
ENSP00000288221	0.098848	9606.ENSP00000288221
ENSP00000288228	0.40445	9606.ENSP00000288228
ENSP00000288235	0.11532	9606.ENSP00000288235
ENSP00000288266	0.55096	9606.ENSP00000288266
ENSP00000288368	0.45588	9606.ENSP00000288368
ENSP00000288462	0.076902	9606.ENSP00000288462
ENSP00000288490	0.65681	9606.ENSP00000288490
ENSP00000288532	0.27889	9606.ENSP00000288532
ENSP00000288607	0.73168	9606.ENSP00000288607
ENSP00000288670	0.0076951	9606.ENSP00000288670
ENSP00000288680	0.0019668	9606.ENSP00000288680
ENSP00000288699	0.22997	9606.ENSP00000288699
ENSP00000288710	0.17411	9606.ENSP00000288710
ENSP00000288774	0.0085635	9606.ENSP00000288774
ENSP00000288828	0.68295	9606.ENSP00000288828
ENSP00000288840	0.14112	9606.ENSP00000288840
ENSP00000288861	0.74453	9606.ENSP00000288861
ENSP00000288912	0.036334	9606.ENSP00000288912
ENSP00000288937	0.39241	9606.ENSP00000288937
ENSP00000288943	0.17938	9606.ENSP00000288943
ENSP00000288955	0.1158	9606.ENSP00000288955
ENSP00000289004	0.063216	9606.ENSP00000289004
ENSP00000289013	0.21766	9606.ENSP00000289013
ENSP00000289081	0.74893	9606.ENSP00000289081
ENSP00000289104	0.17013	9606.ENSP00000289104
ENSP00000289119	0.71939	9606.ENSP00000289119
ENSP00000289166	0.1987	9606.ENSP00000289166
ENSP00000289228	0.96392	9606.ENSP00000289228
ENSP00000289248	0.056431	9606.ENSP00000289248
ENSP00000289269	0.73859	9606.ENSP00000289269
ENSP00000289272	0.54107	9606.ENSP00000289272
ENSP00000289316	0.0051554	9606.ENSP00000289316
ENSP00000289359	0.090767	9606.ENSP00000289359
ENSP00000289361	0.29598	9606.ENSP00000289361
ENSP00000289371	0.1333	9606.ENSP00000289371
ENSP00000289382	0.57109	9606.ENSP00000289382
ENSP00000289388	0.40729	9606.ENSP00000289388
ENSP00000289416	0.24789	9606.ENSP00000289416
ENSP00000289429	0.59276	9606.ENSP00000289429
ENSP00000289448	0.39474	9606.ENSP00000289448
ENSP00000289473	0.51494	9606.ENSP00000289473
ENSP00000289528	0.31845	9606.ENSP00000289528
ENSP00000289547	0.85069	9606.ENSP00000289547
ENSP00000289575	0.83212	9606.ENSP00000289575
ENSP00000289672	0.33284	9606.ENSP00000289672
ENSP00000289707	0.7118	9606.ENSP00000289707
ENSP00000289746	0.28702	9606.ENSP00000289746
ENSP00000289749	0.27475	9606.ENSP00000289749
ENSP00000289753	0.072989	9606.ENSP00000289753
ENSP00000289788	0.35255	9606.ENSP00000289788
ENSP00000289805	0.096867	9606.ENSP00000289805
ENSP00000289902	0.37568	9606.ENSP00000289902
ENSP00000289921	0.0056164	9606.ENSP00000289921
ENSP00000289932	0.53432	9606.ENSP00000289932
ENSP00000289957	0.40922	9606.ENSP00000289957
ENSP00000289968	0.27916	9606.ENSP00000289968
ENSP00000289989	0.041159	9606.ENSP00000289989
ENSP00000290015	0.51836	9606.ENSP00000290015
ENSP00000290039	0.46277	9606.ENSP00000290039
ENSP00000290079	0.16463	9606.ENSP00000290079
ENSP00000290122	0.42948	9606.ENSP00000290122
ENSP00000290130	0.20716	9606.ENSP00000290130
ENSP00000290155	0.46969	9606.ENSP00000290155
ENSP00000290158	0.081431	9606.ENSP00000290158
ENSP00000290167	0.0228	9606.ENSP00000290167
ENSP00000290200	0.20304	9606.ENSP00000290200
ENSP00000290208	0.0017317	9606.ENSP00000290208
ENSP00000290216	0.15152	9606.ENSP00000290216
ENSP00000290231	0.64152	9606.ENSP00000290231
ENSP00000290246	0.021036	9606.ENSP00000290246
ENSP00000290271	0.3763	9606.ENSP00000290271
ENSP00000290291	0.50309	9606.ENSP00000290291
ENSP00000290294	0.20671	9606.ENSP00000290294
ENSP00000290295	0.25301	9606.ENSP00000290295
ENSP00000290299	0.58466	9606.ENSP00000290299
ENSP00000290310	0.24942	9606.ENSP00000290310
ENSP00000290341	0.19914	9606.ENSP00000290341
ENSP00000290349	0.026699	9606.ENSP00000290349
ENSP00000290354	0.6612	9606.ENSP00000290354
ENSP00000290363	3.801e-8	9606.ENSP00000290363
ENSP00000290374	0.056457	9606.ENSP00000290374
ENSP00000290378	0.48634	9606.ENSP00000290378
ENSP00000290399	0.74246	9606.ENSP00000290399
ENSP00000290401	0.448	9606.ENSP00000290401
ENSP00000290418	0.092781	9606.ENSP00000290418
ENSP00000290429	0.50985	9606.ENSP00000290429
ENSP00000290438	0.55279	9606.ENSP00000290438
ENSP00000290472	0.20656	9606.ENSP00000290472
ENSP00000290524	4.2696e-4	9606.ENSP00000290524
ENSP00000290536	0.57178	9606.ENSP00000290536
ENSP00000290541	0.018749	9606.ENSP00000290541
ENSP00000290551	0.050753	9606.ENSP00000290551
ENSP00000290552	0.62068	9606.ENSP00000290552
ENSP00000290573	0.18681	9606.ENSP00000290573
ENSP00000290583	1.088e-14	9606.ENSP00000290583
ENSP00000290607	0.21945	9606.ENSP00000290607
ENSP00000290649	0.14222	9606.ENSP00000290649
ENSP00000290650	0.26171	9606.ENSP00000290650
ENSP00000290663	0.037771	9606.ENSP00000290663
ENSP00000290691	0.75623	9606.ENSP00000290691
ENSP00000290705	0.31824	9606.ENSP00000290705
ENSP00000290722	8.1624e-16	9606.ENSP00000290722
ENSP00000290759	0.41149	9606.ENSP00000290759
ENSP00000290765	0.051189	9606.ENSP00000290765
ENSP00000290776	0.31751	9606.ENSP00000290776
ENSP00000290866	0.23566	9606.ENSP00000290866
ENSP00000290871	0.013023	9606.ENSP00000290871
ENSP00000290881	0.069921	9606.ENSP00000290881
ENSP00000290913	0.209	9606.ENSP00000290913
ENSP00000290921	0.43764	9606.ENSP00000290921
ENSP00000290949	0.66758	9606.ENSP00000290949
ENSP00000290953	0.37396	9606.ENSP00000290953
ENSP00000290974	0.69106	9606.ENSP00000290974
ENSP00000291009	0.092189	9606.ENSP00000291009
ENSP00000291041	0.74181	9606.ENSP00000291041
ENSP00000291182	0.28849	9606.ENSP00000291182
ENSP00000291231	0.10118	9606.ENSP00000291231
ENSP00000291232	0.089592	9606.ENSP00000291232
ENSP00000291294	0.14418	9606.ENSP00000291294
ENSP00000291295	0.013846	9606.ENSP00000291295
ENSP00000291386	0.65362	9606.ENSP00000291386
ENSP00000291416	0.47739	9606.ENSP00000291416
ENSP00000291442	0.72836	9606.ENSP00000291442
ENSP00000291458	0.065587	9606.ENSP00000291458
ENSP00000291481	0.13182	9606.ENSP00000291481
ENSP00000291495	0.16196	9606.ENSP00000291495
ENSP00000291526	0.05517	9606.ENSP00000291526
ENSP00000291527	0.82478	9606.ENSP00000291527
ENSP00000291536	0.16741	9606.ENSP00000291536
ENSP00000291539	0.6808	9606.ENSP00000291539
ENSP00000291547	0.3732	9606.ENSP00000291547
ENSP00000291552	0.0080523	9606.ENSP00000291552
ENSP00000291560	0.0088605	9606.ENSP00000291560
ENSP00000291565	0.43639	9606.ENSP00000291565
ENSP00000291568	0.67477	9606.ENSP00000291568
ENSP00000291572	0.42016	9606.ENSP00000291572
ENSP00000291574	0.1208	9606.ENSP00000291574
ENSP00000291576	0.096806	9606.ENSP00000291576
ENSP00000291582	0.1064	9606.ENSP00000291582
ENSP00000291592	0.52731	9606.ENSP00000291592
ENSP00000291634	0.38979	9606.ENSP00000291634
ENSP00000291672	0.71453	9606.ENSP00000291672
ENSP00000291688	0.41235	9606.ENSP00000291688
ENSP00000291691	0.46694	9606.ENSP00000291691
ENSP00000291700	0.2796	9606.ENSP00000291700
ENSP00000291707	0.78415	9606.ENSP00000291707
ENSP00000291715	0.33269	9606.ENSP00000291715
ENSP00000291744	0.44107	9606.ENSP00000291744
ENSP00000291759	0.029645	9606.ENSP00000291759
ENSP00000291823	0.30333	9606.ENSP00000291823
ENSP00000291842	0.2193	9606.ENSP00000291842
ENSP00000291890	0.028706	9606.ENSP00000291890
ENSP00000291900	0.67288	9606.ENSP00000291900
ENSP00000291906	0.10511	9606.ENSP00000291906
ENSP00000291934	0.16093	9606.ENSP00000291934
ENSP00000291971	0.56481	9606.ENSP00000291971
ENSP00000292035	0.4803	9606.ENSP00000292035
ENSP00000292079	0.47171	9606.ENSP00000292079
ENSP00000292090	0.72588	9606.ENSP00000292090
ENSP00000292114	0.4169	9606.ENSP00000292114
ENSP00000292125	0.28106	9606.ENSP00000292125
ENSP00000292140	3.7738e-4	9606.ENSP00000292140
ENSP00000292147	2.7433e-4	9606.ENSP00000292147
ENSP00000292169	0.0058508	9606.ENSP00000292169
ENSP00000292174	1.4149e-7	9606.ENSP00000292174
ENSP00000292180	3.1849e-4	9606.ENSP00000292180
ENSP00000292211	7.5584e-4	9606.ENSP00000292211
ENSP00000292246	0.1081	9606.ENSP00000292246
ENSP00000292301	0.27007	9606.ENSP00000292301
ENSP00000292303	0.90028	9606.ENSP00000292303
ENSP00000292314	0.022346	9606.ENSP00000292314
ENSP00000292330	0.92352	9606.ENSP00000292330
ENSP00000292363	0.50333	9606.ENSP00000292363
ENSP00000292377	0.43039	9606.ENSP00000292377
ENSP00000292401	0.43976	9606.ENSP00000292401
ENSP00000292408	0.030702	9606.ENSP00000292408
ENSP00000292427	0.36051	9606.ENSP00000292427
ENSP00000292430	0.11784	9606.ENSP00000292430
ENSP00000292431	0.23303	9606.ENSP00000292431
ENSP00000292432	0.28135	9606.ENSP00000292432
ENSP00000292450	0.56106	9606.ENSP00000292450
ENSP00000292475	0.30398	9606.ENSP00000292475
ENSP00000292476	0.60079	9606.ENSP00000292476
ENSP00000292478	0.40222	9606.ENSP00000292478
ENSP00000292513	0.98922	9606.ENSP00000292513
ENSP00000292524	0.0088106	9606.ENSP00000292524
ENSP00000292530	0.10559	9606.ENSP00000292530
ENSP00000292539	0.012417	9606.ENSP00000292539
ENSP00000292562	0.066277	9606.ENSP00000292562
ENSP00000292566	0.53668	9606.ENSP00000292566
ENSP00000292574	0.57081	9606.ENSP00000292574
ENSP00000292579	0.54824	9606.ENSP00000292579
ENSP00000292586	0.52349	9606.ENSP00000292586
ENSP00000292596	0.67476	9606.ENSP00000292596
ENSP00000292599	0.019733	9606.ENSP00000292599
ENSP00000292609	0.38112	9606.ENSP00000292609
ENSP00000292614	0.79045	9606.ENSP00000292614
ENSP00000292616	0.54078	9606.ENSP00000292616
ENSP00000292641	0.31091	9606.ENSP00000292641
ENSP00000292672	0.20034	9606.ENSP00000292672
ENSP00000292778	0.57352	9606.ENSP00000292778
ENSP00000292779	0.088679	9606.ENSP00000292779
ENSP00000292782	0.41666	9606.ENSP00000292782
ENSP00000292823	0.073766	9606.ENSP00000292823
ENSP00000292841	0.64923	9606.ENSP00000292841
ENSP00000292852	0.78201	9606.ENSP00000292852
ENSP00000292853	0.47857	9606.ENSP00000292853
ENSP00000292894	0.076176	9606.ENSP00000292894
ENSP00000292896	0.57665	9606.ENSP00000292896
ENSP00000292907	0.34119	9606.ENSP00000292907
ENSP00000292928	0.065626	9606.ENSP00000292928
ENSP00000293190	0.22138	9606.ENSP00000293190
ENSP00000293217	0.39858	9606.ENSP00000293217
ENSP00000293230	0.074928	9606.ENSP00000293230
ENSP00000293255	0.29026	9606.ENSP00000293255
ENSP00000293261	0.2305	9606.ENSP00000293261
ENSP00000293288	0.020112	9606.ENSP00000293288
ENSP00000293303	0.23228	9606.ENSP00000293303
ENSP00000293328	1.0724e-11	9606.ENSP00000293328
ENSP00000293330	8.0176e-8	9606.ENSP00000293330
ENSP00000293350	0.41758	9606.ENSP00000293350
ENSP00000293362	0.0022709	9606.ENSP00000293362
ENSP00000293373	0.26146	9606.ENSP00000293373
ENSP00000293379	0.33606	9606.ENSP00000293379
ENSP00000293404	0.39329	9606.ENSP00000293404
ENSP00000293405	0.6234	9606.ENSP00000293405
ENSP00000293414	0.19232	9606.ENSP00000293414
ENSP00000293441	0.71035	9606.ENSP00000293441
ENSP00000293443	0.17577	9606.ENSP00000293443
ENSP00000293471	0.057795	9606.ENSP00000293471
ENSP00000293502	0.0014352	9606.ENSP00000293502
ENSP00000293549	0.27064	9606.ENSP00000293549
ENSP00000293599	0.13025	9606.ENSP00000293599
ENSP00000293604	0.1752	9606.ENSP00000293604
ENSP00000293636	8.98e-4	9606.ENSP00000293636
ENSP00000293662	0.84532	9606.ENSP00000293662
ENSP00000293670	0.33785	9606.ENSP00000293670
ENSP00000293695	0.49637	9606.ENSP00000293695
ENSP00000293725	0.49382	9606.ENSP00000293725
ENSP00000293745	0.1142	9606.ENSP00000293745
ENSP00000293756	0.14501	9606.ENSP00000293756
ENSP00000293760	0.010184	9606.ENSP00000293760
ENSP00000293761	0.64112	9606.ENSP00000293761
ENSP00000293771	0.45667	9606.ENSP00000293771
ENSP00000293777	0.067693	9606.ENSP00000293777
ENSP00000293778	0.0051744	9606.ENSP00000293778
ENSP00000293805	0.49731	9606.ENSP00000293805
ENSP00000293825	0.0068556	9606.ENSP00000293825
ENSP00000293829	0.63001	9606.ENSP00000293829
ENSP00000293831	0.062811	9606.ENSP00000293831
ENSP00000293845	0.21743	9606.ENSP00000293845
ENSP00000293851	0.48891	9606.ENSP00000293851
ENSP00000293860	0.14274	9606.ENSP00000293860
ENSP00000293872	0.72999	9606.ENSP00000293872
ENSP00000293879	0.26414	9606.ENSP00000293879
ENSP00000293883	0.037177	9606.ENSP00000293883
ENSP00000293889	0.2711	9606.ENSP00000293889
ENSP00000293894	0.28723	9606.ENSP00000293894
ENSP00000293897	0.58687	9606.ENSP00000293897
ENSP00000293973	0.30201	9606.ENSP00000293973
ENSP00000294008	0.22511	9606.ENSP00000294008
ENSP00000294016	0.01276	9606.ENSP00000294016
ENSP00000294053	0.006355	9606.ENSP00000294053
ENSP00000294064	0.70866	9606.ENSP00000294064
ENSP00000294066	0.38492	9606.ENSP00000294066
ENSP00000294117	0.01345	9606.ENSP00000294117
ENSP00000294119	0.59024	9606.ENSP00000294119
ENSP00000294129	0.33101	9606.ENSP00000294129
ENSP00000294168	0.29077	9606.ENSP00000294168
ENSP00000294179	0.4029	9606.ENSP00000294179
ENSP00000294189	0.64046	9606.ENSP00000294189
ENSP00000294244	0.28583	9606.ENSP00000294244
ENSP00000294258	0.074324	9606.ENSP00000294258
ENSP00000294288	0.020383	9606.ENSP00000294288
ENSP00000294304	0.44452	9606.ENSP00000294304
ENSP00000294309	0.50085	9606.ENSP00000294309
ENSP00000294312	0.26558	9606.ENSP00000294312
ENSP00000294338	0.0059546	9606.ENSP00000294338
ENSP00000294339	0.13315	9606.ENSP00000294339
ENSP00000294353	0.1779	9606.ENSP00000294353
ENSP00000294360	0.35578	9606.ENSP00000294360
ENSP00000294383	0.7434	9606.ENSP00000294383
ENSP00000294409	0.67552	9606.ENSP00000294409
ENSP00000294413	0.0077633	9606.ENSP00000294413
ENSP00000294435	0.2515	9606.ENSP00000294435
ENSP00000294454	0.14138	9606.ENSP00000294454
ENSP00000294484	0.63405	9606.ENSP00000294484
ENSP00000294485	0.74688	9606.ENSP00000294485
ENSP00000294489	0.33256	9606.ENSP00000294489
ENSP00000294507	0.0014156	9606.ENSP00000294507
ENSP00000294543	0.061636	9606.ENSP00000294543
ENSP00000294600	0.61586	9606.ENSP00000294600
ENSP00000294618	0.33056	9606.ENSP00000294618
ENSP00000294638	0.84589	9606.ENSP00000294638
ENSP00000294664	0.2812	9606.ENSP00000294664
ENSP00000294671	0.69968	9606.ENSP00000294671
ENSP00000294702	0.070391	9606.ENSP00000294702
ENSP00000294724	0.88617	9606.ENSP00000294724
ENSP00000294725	0.05386	9606.ENSP00000294725
ENSP00000294728	0.20343	9606.ENSP00000294728
ENSP00000294740	0.14484	9606.ENSP00000294740
ENSP00000294742	0.012057	9606.ENSP00000294742
ENSP00000294753	0.05289	9606.ENSP00000294753
ENSP00000294785	0.15228	9606.ENSP00000294785
ENSP00000294811	0.053812	9606.ENSP00000294811
ENSP00000294818	0.41235	9606.ENSP00000294818
ENSP00000294829	0.58623	9606.ENSP00000294829
ENSP00000294889	0.76442	9606.ENSP00000294889
ENSP00000294904	0.72132	9606.ENSP00000294904
ENSP00000294952	0.4859	9606.ENSP00000294952
ENSP00000294954	0.10443	9606.ENSP00000294954
ENSP00000294964	0.68089	9606.ENSP00000294964
ENSP00000294973	0.025469	9606.ENSP00000294973
ENSP00000295006	0.24492	9606.ENSP00000295006
ENSP00000295025	7.2233e-10	9606.ENSP00000295025
ENSP00000295030	3.6904e-6	9606.ENSP00000295030
ENSP00000295049	0.10603	9606.ENSP00000295049
ENSP00000295050	0.35561	9606.ENSP00000295050
ENSP00000295055	0.44976	9606.ENSP00000295055
ENSP00000295057	0.38028	9606.ENSP00000295057
ENSP00000295065	0.2205	9606.ENSP00000295065
ENSP00000295079	0.83907	9606.ENSP00000295079
ENSP00000295082	0.58836	9606.ENSP00000295082
ENSP00000295083	0.31257	9606.ENSP00000295083
ENSP00000295087	0.72331	9606.ENSP00000295087
ENSP00000295092	0.64983	9606.ENSP00000295092
ENSP00000295095	0.10143	9606.ENSP00000295095
ENSP00000295101	0.29441	9606.ENSP00000295101
ENSP00000295108	0.70871	9606.ENSP00000295108
ENSP00000295113	0.6578	9606.ENSP00000295113
ENSP00000295119	0.45452	9606.ENSP00000295119
ENSP00000295121	0.74193	9606.ENSP00000295121
