Ensembl	pval	protein
ENSP00000363899	0.34877	9606.ENSP00000363899
ENSP00000363911	0.020936	9606.ENSP00000363911
ENSP00000363913	0.28738	9606.ENSP00000363913
ENSP00000363921	0.058626	9606.ENSP00000363921
ENSP00000363929	0.75383	9606.ENSP00000363929
ENSP00000363943	0.33536	9606.ENSP00000363943
ENSP00000363970	0.85497	9606.ENSP00000363970
ENSP00000363973	0.23546	9606.ENSP00000363973
ENSP00000363984	0.95736	9606.ENSP00000363984
ENSP00000363993	4.4947e-5	9606.ENSP00000363993
ENSP00000363999	0.85004	9606.ENSP00000363999
ENSP00000364000	0.10617	9606.ENSP00000364000
ENSP00000364008	0.47864	9606.ENSP00000364008
ENSP00000364013	0.0050749	9606.ENSP00000364013
ENSP00000364016	5.7697e-5	9606.ENSP00000364016
ENSP00000364028	0.18801	9606.ENSP00000364028
ENSP00000364032	1.9288e-5	9606.ENSP00000364032
ENSP00000364037	0.29787	9606.ENSP00000364037
ENSP00000364076	2.2428e-10	9606.ENSP00000364076
ENSP00000364080	4.0724e-15	9606.ENSP00000364080
ENSP00000364114	2.7073e-7	9606.ENSP00000364114
ENSP00000364118	0.41631	9606.ENSP00000364118
ENSP00000364119	0.66467	9606.ENSP00000364119
ENSP00000364140	0.23084	9606.ENSP00000364140
ENSP00000364150	0.65856	9606.ENSP00000364150
ENSP00000364163	2.0815e-9	9606.ENSP00000364163
ENSP00000364164	0.72022	9606.ENSP00000364164
ENSP00000364166	0.11891	9606.ENSP00000364166
ENSP00000364183	3.3479e-7	9606.ENSP00000364183
ENSP00000364190	7.2663e-15	9606.ENSP00000364190
ENSP00000364204	0.13607	9606.ENSP00000364204
ENSP00000364210	7.9936e-15	9606.ENSP00000364210
ENSP00000364212	0.623	9606.ENSP00000364212
ENSP00000364219	0.16067	9606.ENSP00000364219
ENSP00000364220	0.74591	9606.ENSP00000364220
ENSP00000364235	1.0303e-6	9606.ENSP00000364235
ENSP00000364240	0.27006	9606.ENSP00000364240
ENSP00000364243	0.16069	9606.ENSP00000364243
ENSP00000364246	0.78713	9606.ENSP00000364246
ENSP00000364249	0.038963	9606.ENSP00000364249
ENSP00000364257	0.16712	9606.ENSP00000364257
ENSP00000364260	0.7414	9606.ENSP00000364260
ENSP00000364261	0.80568	9606.ENSP00000364261
ENSP00000364263	0.12962	9606.ENSP00000364263
ENSP00000364265	0.22951	9606.ENSP00000364265
ENSP00000364270	0.066426	9606.ENSP00000364270
ENSP00000364289	0.34818	9606.ENSP00000364289
ENSP00000364295	0.0073177	9606.ENSP00000364295
ENSP00000364298	1.0237e-8	9606.ENSP00000364298
ENSP00000364320	0.40792	9606.ENSP00000364320
ENSP00000364346	0.052212	9606.ENSP00000364346
ENSP00000364349	1.7057e-8	9606.ENSP00000364349
ENSP00000364361	0.23797	9606.ENSP00000364361
ENSP00000364370	0.044532	9606.ENSP00000364370
ENSP00000364379	0.39224	9606.ENSP00000364379
ENSP00000364382	0.32863	9606.ENSP00000364382
ENSP00000364389	0.094067	9606.ENSP00000364389
ENSP00000364397	0.81827	9606.ENSP00000364397
ENSP00000364398	0.062462	9606.ENSP00000364398
ENSP00000364403	0.27417	9606.ENSP00000364403
ENSP00000364404	0.14748	9606.ENSP00000364404
ENSP00000364405	3.7477e-4	9606.ENSP00000364405
ENSP00000364412	0.00367	9606.ENSP00000364412
ENSP00000364430	0.48012	9606.ENSP00000364430
ENSP00000364448	0.082947	9606.ENSP00000364448
ENSP00000364449	4.7616e-9	9606.ENSP00000364449
ENSP00000364464	0.44585	9606.ENSP00000364464
ENSP00000364467	0.039164	9606.ENSP00000364467
ENSP00000364482	3.5932e-10	9606.ENSP00000364482
ENSP00000364486	0.09078	9606.ENSP00000364486
ENSP00000364490	0.23913	9606.ENSP00000364490
ENSP00000364493	0.1738	9606.ENSP00000364493
ENSP00000364498	7.9663e-10	9606.ENSP00000364498
ENSP00000364501	0.57729	9606.ENSP00000364501
ENSP00000364502	0.1435	9606.ENSP00000364502
ENSP00000364512	0.39932	9606.ENSP00000364512
ENSP00000364515	0.34596	9606.ENSP00000364515
ENSP00000364519	0.73791	9606.ENSP00000364519
ENSP00000364520	0.31582	9606.ENSP00000364520
ENSP00000364524	0.56526	9606.ENSP00000364524
ENSP00000364526	0.76822	9606.ENSP00000364526
ENSP00000364543	1.2612e-10	9606.ENSP00000364543
ENSP00000364555	0.18843	9606.ENSP00000364555
ENSP00000364561	0.07636	9606.ENSP00000364561
ENSP00000364567	0.11815	9606.ENSP00000364567
ENSP00000364578	8.4343e-11	9606.ENSP00000364578
ENSP00000364579	0.095313	9606.ENSP00000364579
ENSP00000364585	0.068955	9606.ENSP00000364585
ENSP00000364589	0.11758	9606.ENSP00000364589
ENSP00000364595	0.30297	9606.ENSP00000364595
ENSP00000364597	0.80105	9606.ENSP00000364597
ENSP00000364603	0.64266	9606.ENSP00000364603
ENSP00000364609	0.52759	9606.ENSP00000364609
ENSP00000364613	0.42952	9606.ENSP00000364613
ENSP00000364620	0.15649	9606.ENSP00000364620
ENSP00000364621	0.019237	9606.ENSP00000364621
ENSP00000364627	0.59681	9606.ENSP00000364627
ENSP00000364632	5.6259e-4	9606.ENSP00000364632
ENSP00000364635	0.76628	9606.ENSP00000364635
ENSP00000364639	0.80694	9606.ENSP00000364639
ENSP00000364643	0.77793	9606.ENSP00000364643
ENSP00000364649	0.056393	9606.ENSP00000364649
ENSP00000364650	0.26206	9606.ENSP00000364650
ENSP00000364677	2.2585e-7	9606.ENSP00000364677
ENSP00000364683	0.67163	9606.ENSP00000364683
ENSP00000364685	0.54147	9606.ENSP00000364685
ENSP00000364691	0.19351	9606.ENSP00000364691
ENSP00000364694	0.23979	9606.ENSP00000364694
ENSP00000364699	0.52411	9606.ENSP00000364699
ENSP00000364700	0.48655	9606.ENSP00000364700
ENSP00000364709	0.50857	9606.ENSP00000364709
ENSP00000364711	0.3807	9606.ENSP00000364711
ENSP00000364721	0.83635	9606.ENSP00000364721
ENSP00000364731	0.28132	9606.ENSP00000364731
ENSP00000364737	0.25573	9606.ENSP00000364737
ENSP00000364742	0.032309	9606.ENSP00000364742
ENSP00000364749	0.58145	9606.ENSP00000364749
ENSP00000364765	0.50701	9606.ENSP00000364765
ENSP00000364782	1.9385e-7	9606.ENSP00000364782
ENSP00000364794	0.66547	9606.ENSP00000364794
ENSP00000364801	7.1849e-8	9606.ENSP00000364801
ENSP00000364805	3.3586e-8	9606.ENSP00000364805
ENSP00000364813	5.0684e-8	9606.ENSP00000364813
ENSP00000364814	0.19768	9606.ENSP00000364814
ENSP00000364815	2.0649e-7	9606.ENSP00000364815
ENSP00000364831	0.54397	9606.ENSP00000364831
ENSP00000364839	0.081822	9606.ENSP00000364839
ENSP00000364840	3.49e-7	9606.ENSP00000364840
ENSP00000364855	3.9466e-8	9606.ENSP00000364855
ENSP00000364858	0.6135	9606.ENSP00000364858
ENSP00000364860	0.22705	9606.ENSP00000364860
ENSP00000364864	0.37087	9606.ENSP00000364864
ENSP00000364870	0.73819	9606.ENSP00000364870
ENSP00000364883	0.0020788	9606.ENSP00000364883
ENSP00000364885	0.17331	9606.ENSP00000364885
ENSP00000364886	0.14717	9606.ENSP00000364886
ENSP00000364898	0.38031	9606.ENSP00000364898
ENSP00000364902	0.51011	9606.ENSP00000364902
ENSP00000364912	0.64049	9606.ENSP00000364912
ENSP00000364919	0.5979	9606.ENSP00000364919
ENSP00000364929	0.012191	9606.ENSP00000364929
ENSP00000364935	4.2475e-7	9606.ENSP00000364935
ENSP00000364938	0.55786	9606.ENSP00000364938
ENSP00000364946	0.28452	9606.ENSP00000364946
ENSP00000364949	2.1602e-7	9606.ENSP00000364949
ENSP00000364956	0.47714	9606.ENSP00000364956
ENSP00000364965	0.38975	9606.ENSP00000364965
ENSP00000364976	0.31028	9606.ENSP00000364976
ENSP00000364978	1.9647e-6	9606.ENSP00000364978
ENSP00000364979	0.23881	9606.ENSP00000364979
ENSP00000364985	7.768e-6	9606.ENSP00000364985
ENSP00000364986	0.6478	9606.ENSP00000364986
ENSP00000364992	8.0848e-6	9606.ENSP00000364992
ENSP00000364995	0.0080268	9606.ENSP00000364995
ENSP00000365006	0.17677	9606.ENSP00000365006
ENSP00000365007	0.68132	9606.ENSP00000365007
ENSP00000365012	0.49298	9606.ENSP00000365012
ENSP00000365014	0.062127	9606.ENSP00000365014
ENSP00000365016	0.77038	9606.ENSP00000365016
ENSP00000365019	0.16091	9606.ENSP00000365019
ENSP00000365024	1.143e-6	9606.ENSP00000365024
ENSP00000365042	6.1685e-7	9606.ENSP00000365042
ENSP00000365048	0.075559	9606.ENSP00000365048
ENSP00000365049	0.69482	9606.ENSP00000365049
ENSP00000365063	0.55003	9606.ENSP00000365063
ENSP00000365071	7.095e-7	9606.ENSP00000365071
ENSP00000365075	0.42555	9606.ENSP00000365075
ENSP00000365076	1.0062e-6	9606.ENSP00000365076
ENSP00000365080	0.22071	9606.ENSP00000365080
ENSP00000365081	1.4476e-7	9606.ENSP00000365081
ENSP00000365107	0.30636	9606.ENSP00000365107
ENSP00000365116	0.0080859	9606.ENSP00000365116
ENSP00000365130	0.81997	9606.ENSP00000365130
ENSP00000365131	7.475e-7	9606.ENSP00000365131
ENSP00000365145	0.17907	9606.ENSP00000365145
ENSP00000365147	0.14853	9606.ENSP00000365147
ENSP00000365159	0.30872	9606.ENSP00000365159
ENSP00000365162	0.18353	9606.ENSP00000365162
ENSP00000365172	0.37522	9606.ENSP00000365172
ENSP00000365176	0.40644	9606.ENSP00000365176
ENSP00000365198	0.062132	9606.ENSP00000365198
ENSP00000365200	0.59291	9606.ENSP00000365200
ENSP00000365201	2.4167e-6	9606.ENSP00000365201
ENSP00000365220	0.3645	9606.ENSP00000365220
ENSP00000365227	3.7678e-8	9606.ENSP00000365227
ENSP00000365230	0.21962	9606.ENSP00000365230
ENSP00000365243	0.4266	9606.ENSP00000365243
ENSP00000365253	0.90804	9606.ENSP00000365253
ENSP00000365255	0.066603	9606.ENSP00000365255
ENSP00000365261	2.879e-12	9606.ENSP00000365261
ENSP00000365269	0.56837	9606.ENSP00000365269
ENSP00000365272	3.49e-7	9606.ENSP00000365272
ENSP00000365280	0.076532	9606.ENSP00000365280
ENSP00000365295	0.22543	9606.ENSP00000365295
ENSP00000365301	0.11001	9606.ENSP00000365301
ENSP00000365312	0.49915	9606.ENSP00000365312
ENSP00000365318	2.5512e-12	9606.ENSP00000365318
ENSP00000365351	0.58364	9606.ENSP00000365351
ENSP00000365362	4.6969e-11	9606.ENSP00000365362
ENSP00000365370	0.75836	9606.ENSP00000365370
ENSP00000365388	0.1035	9606.ENSP00000365388
ENSP00000365395	0.11099	9606.ENSP00000365395
ENSP00000365402	3.4918e-6	9606.ENSP00000365402
ENSP00000365407	0.24308	9606.ENSP00000365407
ENSP00000365411	0.1676	9606.ENSP00000365411
ENSP00000365413	0.623	9606.ENSP00000365413
ENSP00000365426	0.54845	9606.ENSP00000365426
ENSP00000365433	2.658e-10	9606.ENSP00000365433
ENSP00000365435	0.0068745	9606.ENSP00000365435
ENSP00000365437	0.53914	9606.ENSP00000365437
ENSP00000365458	0.46335	9606.ENSP00000365458
ENSP00000365462	0.6022	9606.ENSP00000365462
ENSP00000365465	1.0974e-8	9606.ENSP00000365465
ENSP00000365473	0.0041144	9606.ENSP00000365473
ENSP00000365477	0.06425	9606.ENSP00000365477
ENSP00000365486	0.21245	9606.ENSP00000365486
ENSP00000365503	0.47484	9606.ENSP00000365503
ENSP00000365514	0.30191	9606.ENSP00000365514
ENSP00000365522	0.53767	9606.ENSP00000365522
ENSP00000365528	0.8535	9606.ENSP00000365528
ENSP00000365529	0.60106	9606.ENSP00000365529
ENSP00000365530	5.9849e-4	9606.ENSP00000365530
ENSP00000365533	0.16656	9606.ENSP00000365533
ENSP00000365550	0.13572	9606.ENSP00000365550
ENSP00000365569	0.13986	9606.ENSP00000365569
ENSP00000365576	0.0063196	9606.ENSP00000365576
ENSP00000365588	0.18209	9606.ENSP00000365588
ENSP00000365596	3.519e-4	9606.ENSP00000365596
ENSP00000365601	0.015786	9606.ENSP00000365601
ENSP00000365625	0.11364	9606.ENSP00000365625
ENSP00000365630	0.21419	9606.ENSP00000365630
ENSP00000365637	0.13438	9606.ENSP00000365637
ENSP00000365643	0.2831	9606.ENSP00000365643
ENSP00000365651	0.21503	9606.ENSP00000365651
ENSP00000365663	0.31413	9606.ENSP00000365663
ENSP00000365678	0.11866	9606.ENSP00000365678
ENSP00000365682	0.093951	9606.ENSP00000365682
ENSP00000365686	0.62168	9606.ENSP00000365686
ENSP00000365687	0.26507	9606.ENSP00000365687
ENSP00000365693	0.63278	9606.ENSP00000365693
ENSP00000365694	0.10619	9606.ENSP00000365694
ENSP00000365714	0.20108	9606.ENSP00000365714
ENSP00000365720	0.25803	9606.ENSP00000365720
ENSP00000365725	0.38018	9606.ENSP00000365725
ENSP00000365730	0.081994	9606.ENSP00000365730
ENSP00000365744	0.81502	9606.ENSP00000365744
ENSP00000365745	0.66076	9606.ENSP00000365745
ENSP00000365756	0.045594	9606.ENSP00000365756
ENSP00000365757	0.083903	9606.ENSP00000365757
ENSP00000365770	0.30372	9606.ENSP00000365770
ENSP00000365773	0.77606	9606.ENSP00000365773
ENSP00000365782	0.54746	9606.ENSP00000365782
ENSP00000365806	0.67709	9606.ENSP00000365806
ENSP00000365807	0.38957	9606.ENSP00000365807
ENSP00000365811	0.6894	9606.ENSP00000365811
ENSP00000365817	0.1299	9606.ENSP00000365817
ENSP00000365830	0.20148	9606.ENSP00000365830
ENSP00000365837	0.49125	9606.ENSP00000365837
ENSP00000365838	0.39626	9606.ENSP00000365838
ENSP00000365840	0.14307	9606.ENSP00000365840
ENSP00000365844	0.31938	9606.ENSP00000365844
ENSP00000365851	0.42824	9606.ENSP00000365851
ENSP00000365861	0.072979	9606.ENSP00000365861
ENSP00000365883	0.034101	9606.ENSP00000365883
ENSP00000365884	0.062618	9606.ENSP00000365884
ENSP00000365895	0.013722	9606.ENSP00000365895
ENSP00000365898	0.75596	9606.ENSP00000365898
ENSP00000365899	0.5002	9606.ENSP00000365899
ENSP00000365908	0.22891	9606.ENSP00000365908
ENSP00000365924	0.02609	9606.ENSP00000365924
ENSP00000365926	0.88036	9606.ENSP00000365926
ENSP00000365931	0.032775	9606.ENSP00000365931
ENSP00000365938	0.067241	9606.ENSP00000365938
ENSP00000365944	0.17131	9606.ENSP00000365944
ENSP00000365963	0.0064989	9606.ENSP00000365963
ENSP00000366006	0.65218	9606.ENSP00000366006
ENSP00000366007	0.12467	9606.ENSP00000366007
ENSP00000366015	0.24943	9606.ENSP00000366015
ENSP00000366024	0.011831	9606.ENSP00000366024
ENSP00000366030	0.16314	9606.ENSP00000366030
ENSP00000366032	0.35175	9606.ENSP00000366032
ENSP00000366047	0.052175	9606.ENSP00000366047
ENSP00000366050	0.49483	9606.ENSP00000366050
ENSP00000366058	0.46945	9606.ENSP00000366058
ENSP00000366061	0.38539	9606.ENSP00000366061
ENSP00000366070	0.0050667	9606.ENSP00000366070
ENSP00000366091	0.016146	9606.ENSP00000366091
ENSP00000366098	0.28315	9606.ENSP00000366098
ENSP00000366109	0.35922	9606.ENSP00000366109
ENSP00000366135	0.24186	9606.ENSP00000366135
ENSP00000366144	0.020169	9606.ENSP00000366144
ENSP00000366156	0.18406	9606.ENSP00000366156
ENSP00000366157	0.078447	9606.ENSP00000366157
ENSP00000366161	0.14796	9606.ENSP00000366161
ENSP00000366170	0.021331	9606.ENSP00000366170
ENSP00000366173	0.011442	9606.ENSP00000366173
ENSP00000366178	0.57651	9606.ENSP00000366178
ENSP00000366179	0.016004	9606.ENSP00000366179
ENSP00000366208	0.66285	9606.ENSP00000366208
ENSP00000366221	0.21213	9606.ENSP00000366221
ENSP00000366223	0.75522	9606.ENSP00000366223
ENSP00000366233	3.4877e-8	9606.ENSP00000366233
ENSP00000366234	1.9287e-6	9606.ENSP00000366234
ENSP00000366237	0.0056731	9606.ENSP00000366237
ENSP00000366240	0.55801	9606.ENSP00000366240
ENSP00000366243	0.56926	9606.ENSP00000366243
ENSP00000366246	0.033603	9606.ENSP00000366246
ENSP00000366248	0.14486	9606.ENSP00000366248
ENSP00000366249	0.021734	9606.ENSP00000366249
ENSP00000366267	0.073945	9606.ENSP00000366267
ENSP00000366271	0.23147	9606.ENSP00000366271
ENSP00000366275	0.65328	9606.ENSP00000366275
ENSP00000366280	0.4062	9606.ENSP00000366280
ENSP00000366283	0.7425	9606.ENSP00000366283
ENSP00000366288	0.50803	9606.ENSP00000366288
ENSP00000366299	0.5223	9606.ENSP00000366299
ENSP00000366306	0.10561	9606.ENSP00000366306
ENSP00000366307	0.62818	9606.ENSP00000366307
ENSP00000366314	0.021549	9606.ENSP00000366314
ENSP00000366326	0.30282	9606.ENSP00000366326
ENSP00000366330	0.39549	9606.ENSP00000366330
ENSP00000366331	0.04175	9606.ENSP00000366331
ENSP00000366340	0.051939	9606.ENSP00000366340
ENSP00000366347	0.19715	9606.ENSP00000366347
ENSP00000366354	0.12008	9606.ENSP00000366354
ENSP00000366378	0.45023	9606.ENSP00000366378
ENSP00000366380	0.16701	9606.ENSP00000366380
ENSP00000366384	0.16058	9606.ENSP00000366384
ENSP00000366387	0.05804	9606.ENSP00000366387
ENSP00000366390	0.49785	9606.ENSP00000366390
ENSP00000366395	0.5627	9606.ENSP00000366395
ENSP00000366396	0.30676	9606.ENSP00000366396
ENSP00000366402	0.85593	9606.ENSP00000366402
ENSP00000366404	0.56612	9606.ENSP00000366404
ENSP00000366410	0.69695	9606.ENSP00000366410
ENSP00000366413	0.72372	9606.ENSP00000366413
ENSP00000366416	0.52446	9606.ENSP00000366416
ENSP00000366430	0.57161	9606.ENSP00000366430
ENSP00000366452	0.072848	9606.ENSP00000366452
ENSP00000366460	0.28545	9606.ENSP00000366460
ENSP00000366465	0.15835	9606.ENSP00000366465
ENSP00000366474	0.0687	9606.ENSP00000366474
ENSP00000366475	0.28796	9606.ENSP00000366475
ENSP00000366487	0.42344	9606.ENSP00000366487
ENSP00000366488	0.076129	9606.ENSP00000366488
ENSP00000366506	0.78415	9606.ENSP00000366506
ENSP00000366509	0.57851	9606.ENSP00000366509
ENSP00000366513	0.10569	9606.ENSP00000366513
ENSP00000366519	0.51965	9606.ENSP00000366519
ENSP00000366522	0.1363	9606.ENSP00000366522
ENSP00000366525	0.0093598	9606.ENSP00000366525
ENSP00000366527	0.56413	9606.ENSP00000366527
ENSP00000366528	0.29417	9606.ENSP00000366528
ENSP00000366534	0.011996	9606.ENSP00000366534
ENSP00000366542	0.45894	9606.ENSP00000366542
ENSP00000366557	0.77483	9606.ENSP00000366557
ENSP00000366563	0.39716	9606.ENSP00000366563
ENSP00000366565	0.29603	9606.ENSP00000366565
ENSP00000366582	0.20208	9606.ENSP00000366582
ENSP00000366586	0.12454	9606.ENSP00000366586
ENSP00000366604	0.41442	9606.ENSP00000366604
ENSP00000366617	0.19146	9606.ENSP00000366617
ENSP00000366618	0.46535	9606.ENSP00000366618
ENSP00000366628	0.40214	9606.ENSP00000366628
ENSP00000366641	0.29	9606.ENSP00000366641
ENSP00000366645	0.19404	9606.ENSP00000366645
ENSP00000366654	0.77454	9606.ENSP00000366654
ENSP00000366682	0.49809	9606.ENSP00000366682
ENSP00000366690	0.14264	9606.ENSP00000366690
ENSP00000366694	0.38359	9606.ENSP00000366694
ENSP00000366702	0.26961	9606.ENSP00000366702
ENSP00000366715	0.45915	9606.ENSP00000366715
ENSP00000366746	0.50291	9606.ENSP00000366746
ENSP00000366748	0.53366	9606.ENSP00000366748
ENSP00000366757	0.051294	9606.ENSP00000366757
ENSP00000366789	0.23625	9606.ENSP00000366789
ENSP00000366797	0.02949	9606.ENSP00000366797
ENSP00000366798	0.086761	9606.ENSP00000366798
ENSP00000366800	0.26145	9606.ENSP00000366800
ENSP00000366819	0.72916	9606.ENSP00000366819
ENSP00000366827	0.014319	9606.ENSP00000366827
ENSP00000366828	0.39025	9606.ENSP00000366828
ENSP00000366863	0.84051	9606.ENSP00000366863
ENSP00000366876	0.80422	9606.ENSP00000366876
ENSP00000366886	0.8791	9606.ENSP00000366886
ENSP00000366897	0.45499	9606.ENSP00000366897
ENSP00000366898	0.051559	9606.ENSP00000366898
ENSP00000366901	0.051671	9606.ENSP00000366901
ENSP00000366902	0.22302	9606.ENSP00000366902
ENSP00000366915	0.045896	9606.ENSP00000366915
ENSP00000366923	0.52362	9606.ENSP00000366923
ENSP00000366926	0.0094126	9606.ENSP00000366926
ENSP00000366927	0.010685	9606.ENSP00000366927
ENSP00000366934	0.16642	9606.ENSP00000366934
ENSP00000366936	0.32963	9606.ENSP00000366936
ENSP00000366937	0.15634	9606.ENSP00000366937
ENSP00000366939	0.57508	9606.ENSP00000366939
ENSP00000366942	0.87043	9606.ENSP00000366942
ENSP00000366945	0.16637	9606.ENSP00000366945
ENSP00000366950	0.2597	9606.ENSP00000366950
ENSP00000366953	0.018271	9606.ENSP00000366953
ENSP00000366970	0.45014	9606.ENSP00000366970
ENSP00000366976	0.997	9606.ENSP00000366976
ENSP00000366984	0.7937	9606.ENSP00000366984
ENSP00000366997	0.26373	9606.ENSP00000366997
ENSP00000366998	0.20014	9606.ENSP00000366998
ENSP00000367013	0.36582	9606.ENSP00000367013
ENSP00000367022	6.0624e-4	9606.ENSP00000367022
ENSP00000367024	0.25265	9606.ENSP00000367024
ENSP00000367028	0.43593	9606.ENSP00000367028
ENSP00000367029	0.12009	9606.ENSP00000367029
ENSP00000367030	0.2285	9606.ENSP00000367030
ENSP00000367032	0.015836	9606.ENSP00000367032
ENSP00000367049	0.37878	9606.ENSP00000367049
ENSP00000367050	0.27814	9606.ENSP00000367050
ENSP00000367064	0.15475	9606.ENSP00000367064
ENSP00000367065	0.45106	9606.ENSP00000367065
ENSP00000367069	0.17426	9606.ENSP00000367069
ENSP00000367075	0.48726	9606.ENSP00000367075
ENSP00000367081	0.2042	9606.ENSP00000367081
ENSP00000367086	0.010672	9606.ENSP00000367086
ENSP00000367096	0.062137	9606.ENSP00000367096
ENSP00000367102	0.21037	9606.ENSP00000367102
ENSP00000367104	0.69288	9606.ENSP00000367104
ENSP00000367123	0.39591	9606.ENSP00000367123
ENSP00000367125	0.18727	9606.ENSP00000367125
ENSP00000367130	0.0081914	9606.ENSP00000367130
ENSP00000367137	0.12917	9606.ENSP00000367137
ENSP00000367139	0.23917	9606.ENSP00000367139
ENSP00000367151	0.7471	9606.ENSP00000367151
ENSP00000367154	0.32147	9606.ENSP00000367154
ENSP00000367157	0.068942	9606.ENSP00000367157
ENSP00000367173	0.30441	9606.ENSP00000367173
ENSP00000367177	0.3724	9606.ENSP00000367177
ENSP00000367185	0.0067053	9606.ENSP00000367185
ENSP00000367193	0.11745	9606.ENSP00000367193
ENSP00000367196	0.42771	9606.ENSP00000367196
ENSP00000367197	0.1039	9606.ENSP00000367197
ENSP00000367198	0.67451	9606.ENSP00000367198
ENSP00000367202	0.39733	9606.ENSP00000367202
ENSP00000367208	0.016584	9606.ENSP00000367208
ENSP00000367214	0.011652	9606.ENSP00000367214
ENSP00000367219	0.97206	9606.ENSP00000367219
ENSP00000367220	0.1194	9606.ENSP00000367220
ENSP00000367229	0.85346	9606.ENSP00000367229
ENSP00000367230	0.085844	9606.ENSP00000367230
ENSP00000367239	0.29851	9606.ENSP00000367239
ENSP00000367263	0.20794	9606.ENSP00000367263
ENSP00000367265	0.48478	9606.ENSP00000367265
ENSP00000367276	0.45575	9606.ENSP00000367276
ENSP00000367299	0.52099	9606.ENSP00000367299
ENSP00000367300	0.4244	9606.ENSP00000367300
ENSP00000367312	0.55446	9606.ENSP00000367312
ENSP00000367315	0.5482	9606.ENSP00000367315
ENSP00000367316	0.83407	9606.ENSP00000367316
ENSP00000367318	0.6196	9606.ENSP00000367318
ENSP00000367319	0.64906	9606.ENSP00000367319
ENSP00000367323	0.61426	9606.ENSP00000367323
ENSP00000367330	0.0070331	9606.ENSP00000367330
ENSP00000367343	0.72182	9606.ENSP00000367343
ENSP00000367346	0.49139	9606.ENSP00000367346
ENSP00000367353	0.32341	9606.ENSP00000367353
ENSP00000367355	0.24834	9606.ENSP00000367355
ENSP00000367356	0.66807	9606.ENSP00000367356
ENSP00000367359	0.42755	9606.ENSP00000367359
ENSP00000367398	0.68025	9606.ENSP00000367398
ENSP00000367406	0.1155	9606.ENSP00000367406
ENSP00000367407	0.27216	9606.ENSP00000367407
ENSP00000367428	0.58006	9606.ENSP00000367428
ENSP00000367429	0.31063	9606.ENSP00000367429
ENSP00000367433	0.22209	9606.ENSP00000367433
ENSP00000367440	0.39264	9606.ENSP00000367440
ENSP00000367446	0.73973	9606.ENSP00000367446
ENSP00000367453	0.28878	9606.ENSP00000367453
ENSP00000367459	5.5423e-4	9606.ENSP00000367459
ENSP00000367462	0.24994	9606.ENSP00000367462
ENSP00000367476	0.52414	9606.ENSP00000367476
ENSP00000367494	0.73494	9606.ENSP00000367494
ENSP00000367498	0.77681	9606.ENSP00000367498
ENSP00000367527	0.81278	9606.ENSP00000367527
ENSP00000367528	0.47567	9606.ENSP00000367528
ENSP00000367545	0.33235	9606.ENSP00000367545
ENSP00000367552	0.61822	9606.ENSP00000367552
ENSP00000367564	0.2893	9606.ENSP00000367564
ENSP00000367570	0.0019195	9606.ENSP00000367570
ENSP00000367590	0.47264	9606.ENSP00000367590
ENSP00000367595	0.40383	9606.ENSP00000367595
ENSP00000367608	0.045919	9606.ENSP00000367608
ENSP00000367615	0.27804	9606.ENSP00000367615
ENSP00000367623	0.54218	9606.ENSP00000367623
ENSP00000367629	0.03098	9606.ENSP00000367629
ENSP00000367638	0.057936	9606.ENSP00000367638
ENSP00000367644	0.66157	9606.ENSP00000367644
ENSP00000367649	0.2312	9606.ENSP00000367649
ENSP00000367650	0.72474	9606.ENSP00000367650
ENSP00000367655	0.089325	9606.ENSP00000367655
ENSP00000367658	0.56205	9606.ENSP00000367658
ENSP00000367664	0.017642	9606.ENSP00000367664
ENSP00000367668	0.012677	9606.ENSP00000367668
ENSP00000367686	0.77895	9606.ENSP00000367686
ENSP00000367691	0.20668	9606.ENSP00000367691
ENSP00000367714	0.17997	9606.ENSP00000367714
ENSP00000367715	0.071666	9606.ENSP00000367715
ENSP00000367721	0.0098541	9606.ENSP00000367721
ENSP00000367739	0.32513	9606.ENSP00000367739
ENSP00000367747	0.21525	9606.ENSP00000367747
ENSP00000367755	0.022776	9606.ENSP00000367755
ENSP00000367762	0.0068702	9606.ENSP00000367762
ENSP00000367770	0.52069	9606.ENSP00000367770
ENSP00000367787	0.25036	9606.ENSP00000367787
ENSP00000367792	0.047011	9606.ENSP00000367792
ENSP00000367797	0.45748	9606.ENSP00000367797
ENSP00000367806	0.35783	9606.ENSP00000367806
ENSP00000367815	0.66387	9606.ENSP00000367815
ENSP00000367817	0.045283	9606.ENSP00000367817
ENSP00000367823	1.1856e-4	9606.ENSP00000367823
ENSP00000367830	0.30524	9606.ENSP00000367830
ENSP00000367832	0.16491	9606.ENSP00000367832
ENSP00000367835	0.7818	9606.ENSP00000367835
ENSP00000367848	0.12843	9606.ENSP00000367848
ENSP00000367872	0.36152	9606.ENSP00000367872
ENSP00000367878	0.32621	9606.ENSP00000367878
ENSP00000367880	3.8391e-4	9606.ENSP00000367880
ENSP00000367888	0.21247	9606.ENSP00000367888
ENSP00000367890	0.14273	9606.ENSP00000367890
ENSP00000367893	0.27727	9606.ENSP00000367893
ENSP00000367900	0.66703	9606.ENSP00000367900
ENSP00000367910	5.6857e-4	9606.ENSP00000367910
ENSP00000367911	0.35968	9606.ENSP00000367911
ENSP00000367930	0.11846	9606.ENSP00000367930
ENSP00000367938	0.008521	9606.ENSP00000367938
